iron-sulfur cluster assembly protein	EG12132-MONOMER					(iscA)	(EG12132)	
iron-sulfur cluster assembly protein	CPLX0-7908							
iron-sulfur cluster scaffold protein	G7748-MONOMER					(nfuA)	(G7748)	
iron-sulfur cluster scaffold protein	CPLX0-7682							
IS1 predicted transposase	G7900-MONOMER					(insG)	(G7900)	
IS1 protein InsA	G6086-MONOMER					(insA-1)	(G6086)	
IS1 protein InsA	MONOMER0-4226					(insA-6)	(G7761)	
IS1 protein InsA	G6139-MONOMER					(insA-2)	(G6139)	
IS1 protein InsA	MONOMER0-4227					(insA-3)	(G6146)	
IS1 protein InsA	MONOMER0-4225					(insA-5)	(G7030)	
IS1 protein InsA	MONOMER0-4228					(insA-4)	(G0-10430)	
IS1 protein InsB	G6509-MONOMER					(insB-4)	(G6509)	
IS1 protein InsB	G7762-MONOMER					(insB-1)	(G6085)	
IS1 protein InsB	G6138-MONOMER					(insB-2)	(G6138)	
IS150 conserved protein InsB	G7777-MONOMER					(insK)	(G7777)	
IS150 protein InsA	G7776-MONOMER					(insJ)	(G7776)	
IS150 protein InsAB	MONOMER0-2851					(insJK)	(G0-10624)	
IS186/IS421 transposase	G6083-MONOMER					(insL-1)	(G6083)	
IS186/IS421 transposase	MONOMER0-4232					(insL-2)	(G6327)	
IS2 element protein	G7480-MONOMER					(insD-1)	(G6213)	
IS2 element protein InsA	G6212-MONOMER					(insC-1)	(G6212)	
IS2 element transposase InsAB'	MONOMER0-4257					(insCD-4)	(G0-10544)	
IS2 element transposase InsAB'	MONOMER0-2761					(insCD-1)	(G0-10541)	
IS2 element transposase InsAB'	MONOMER0-4256					(insCD-3)	(G0-10543)	
IS2 element transposase InsAB'	MONOMER0-4258					(insCD-5)	(G0-10545)	
IS2 element transposase InsAB'	MONOMER0-4255					(insCD-2)	(G0-10542)	
IS2 element transposase InsAB'	MONOMER0-4259					(insCD-6)	(G0-10546)	
IS2 insertion element repressor InsA	MONOMER0-4250					(insC-2)	(G6724)	
IS2 insertion element repressor InsA	MONOMER0-4252					(insC-4)	(G7481)	
IS2 insertion element repressor InsA	MONOMER0-4253					(insC-5)	(G7583)	
IS2 insertion element repressor InsA	CPLX0-7417							
IS3 element protein InsE	G6534-MONOMER					(insE-1)	(G6168)	
IS3 element protein InsE	MONOMER0-4245					(insE-5)	(G7125)	
IS3 element protein InsE	MONOMER0-4244					(insE-4)	(G6534)	
IS3 element protein InsE	MONOMER0-4242					(insE-2)	(G6224)	
IS3 element protein InsF	G7126-MONOMER					(insF-1)	(G6169)	
IS3 element transposase	MONOMER0-4246					(insEF-2)	(G0-10529)	
IS3 element transposase	MONOMER0-2748					(insEF-1)	(G0-10525)	
IS3 element transposase	MONOMER0-4247					(insEF-3)	(G0-10530)	
IS3 element transposase	MONOMER0-4248					(insEF-4)	(G0-10531)	
IS3 element transposase	MONOMER0-4249					(insEF-5)	(G0-10528)	
IS5 transposase and trans-activator	MONOMER0-4239					(insH-9)	(G7548)	
IS5 transposase and trans-activator	MONOMER0-4235					(insH-3)	(G6360)	
IS5 transposase and trans-activator	MONOMER0-4236					(insH-4)	(G6667)	
IS5 transposase and trans-activator	MONOMER0-4240					(insH-10)	(G7672)	
IS5 transposase and trans-activator	MONOMER0-4241					(insH-11)	(G7769)	
IS5 transposase and trans-activator	MONOMER0-4237					(insH-7)	(G7092)	
IS5 transposase and trans-activator	MONOMER0-4238					(insH-8)	(G7150)	
IscR DNA-binding transcriptional dual regulator	G7326-MONOMER					(iscR)	(G7326)	
IscR-2Fe-2S DNA binding transcriptional repressor	CPLX0-8083							
isoaspartyl dipeptidase	CPLX0-3021							
isoaspartyl dipeptidase / asparaginase III	CPLX0-263							
isochorismate synthase 1	ENTC-MONOMER					(entC)	(EG10261)	
isochorismate synthase 2	MENF-CPLX							
isocitrate dehydrogenase	ISOCITHASE-CPLX			(isocitrate dehydrogenase-P)	(ISOCITHASE-P)			
isocitrate dehydrogenase phosphatase / isocitrate dehydrogenase kinase	CPLX0-230							
isocitrate dehydrogenase-P	ISOCITHASE-P	(isocitrate dehydrogenase)	(ISOCITHASE-CPLX)					
isocitrate lyase	ISOCIT-LYASE							
isocitrate lyase monomer	ISOCIT-LYASE-MONOMER					(aceA)	(EG10022)	((cytosol, CCO-CYTOSOL))
isoleucyl-tRNA synthetase	ILES-MONOMER					(ileS)	(EG10492)	((cytosol, CCO-CYTOSOL))
isopentenyl diphosphate isomerase	IPPISOM-MONOMER					(idi)	(G7508)	((cytosol, CCO-CYTOSOL))
isopentenyl-adenosine A37 tRNA methylthiolase MiaB	G6364-MONOMER					(miaB)	(G6364)	((cytosol, CCO-CYTOSOL))
isoprenoid biosynthesis protein with amidotransferase-like domain	EG11383-MONOMER					(elbB)	(EG11383)	
isopropylmalate isomerase	3-ISOPROPYLMALISOM-CPLX							
isovaleryl-CoA dehydrogenase and DNA-binding transcriptional repressor	CPLX0-7691							
IspB	OPPSYN-MONOMER					(ispB)	(EG10017)	
IspE	EG11294-MONOMER					(ispE)	(EG11294)	
ITPase/XTPase	EG12600-MONOMER					(yjjX)	(EG12600)	
K<sup>+</sup> : H<sup>+</sup> antiporter KefB	KEFB-MONOMER					(kefB)	(EG20110)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
K<sup>+</sup> : H<sup>+</sup> antiporter KefC	CPLX0-7819							
K<sup>+</sup> channel Kch	CPLX0-7674							((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
K<sup>+</sup> channel Kch monomer	KCH-MONOMER					(kch)	(EG11606)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
K<sup>+</sup> transporter Kup	KUP-MONOMER					(kup)	(EG11541)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
K<sup>+</sup> transporter TrkG	TRKG-MONOMER					(trkG)	(EG11020)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
K<sup>+</sup> transporter TrkH	TRKH-MONOMER					(trkH)	(EG11021)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
K<sup>+</sup> transporting ATPase	ATPASE-1-CPLX							
K<sup>+</sup> transporting ATPase - ATP binding subunit	KDPB-MONOMER					(kdpB)	(EG10514)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
K<sup>+</sup> transporting ATPase - K<sup>+</sup> channel forming subunit	EG10513-MONOMER					(kdpA)	(EG10513)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
K<sup>+</sup> transporting ATPase - KdpC subunit	EG10515-MONOMER					(kdpC)	(EG10515)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
K<sup>+</sup> transporting ATPase - KdpF subunit	MONOMER0-12					(kdpF)	(G0-10439)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
KASI	FABB-CPLX							
KASII	3-OXOACYL-ACP-SYNTHII-CPLX							
KASIII	CPLX0-252							
KbaY	TAGAALDOL1-MONOMER					(kbaY)	(EG12768)	
KbaZ	G7631-MONOMER					(kbaZ)	(G7631)	
Kbl	AKBLIG-MONOMER					(kbl)	(EG10512)	((cytosol, CCO-CYTOSOL))
KdgR DNA-binding transcriptional repressor	G7003-MONOMER					(kdgR)	(G7003)	((cytosol, CCO-CYTOSOL))
KDO transferase	KDOTRANS-MONOMER					(waaA)	(EG10520)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
KdpD	KDPD-MONOMER					(kdpD)	(EG10516)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
KdpD sensory histidine kinase	KDPD-CPLX			(KdpD sensory histidine kinase - phosphorylated)	(PHOSPHO-KDPD)			((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
KdpD sensory histidine kinase - phosphorylated	PHOSPHO-KDPD	(KdpD sensory histidine kinase)	(KDPD-CPLX)			(kdpD)	(EG10516)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
KdpE transcriptional activator	KDPE-MONOMER			(KdpE-Phosphorylated)	(PHOSPHO-KDPE)	(kdpE)	(EG10517)	((cytosol, CCO-CYTOSOL))
KdpE-Phosphorylated	PHOSPHO-KDPE	(KdpE transcriptional activator)	(KDPE-MONOMER)			(kdpE)	(EG10517)	
KdpE-Phosphorylated DNA-binding transcriptional activator	CPLX0-7795							((cytosol, CCO-CYTOSOL))
KefC	KEFC-MONOMER					(kefC)	(EG10521)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
KpLE2 phage-like element; IS1 repressor protein InsA	G7908-MONOMER					(insA-7)	(G7908)	
KpLE2 phage-like element; IS2 insertion element repressor InsA	MONOMER0-4254					(insC-6)	(G7894)	
KpLE2 phage-like element; IS30 transposase	MONOMER0-4233					(insI-3)	(G7905)	
KpLE2 phage-like element; partial regulator of insertion element IS911B (interrupted)	G7904-MONOMER					(insN-2)	(G7904)	
KpLE2 phage-like element; partial transposase	G7906-MONOMER					(insO-2)	(G7906)	
KpLE2 phage-like element; predicted acetyltransferase	G7917-MONOMER					(yjhQ)	(G7917)	
KpLE2 phage-like element; predicted dehydratase	G7910-MONOMER					(yjhG)	(G7910)	
KpLE2 phage-like element; predicted DNA-binding transcriptional regulator	G7912-MONOMER					(yjhI)	(G7912)	
KpLE2 phage-like element; predicted DNA-binding transcriptional regulator	G7913-MONOMER					(sgcR)	(G7913)	
KpLE2 phage-like element; predicted DNA-binding transcriptional regulator	G7909-MONOMER					(yjhU)	(G7909)	
KpLE2 phage-like element; predicted endoglucanase with Zn-dependent exopeptidase domain	SGCB-MONOMER					(sgcX)	(EG12557)	
KpLE2 phage-like element; predicted epimerase	G7914-MONOMER					(sgcE)	(G7914)	
KpLE2 phage-like element; predicted frameshift suppressor	G7918-MONOMER					(yjhR)	(G7918)	
KpLE2 phage-like element; predicted integrase	EG12364-MONOMER					(intB)	(EG12364)	
KpLE2 phage-like element; predicted membrane protein (pseudogene)	G7903-MONOMER					(yjhE)	(G7903)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
KpLE2 phage-like element; predicted methyltransferase	G7916-MONOMER					(yjhP)	(G7916)	((membrane, CCO-MEMBRANE))
KpLE2 phage-like element; predicted nucleoside triphosphatase	G7915-MONOMER					(sgcQ)	(G7915)	
KpLE2 phage-like element; predicted oxidoreductase	G7901-MONOMER					(yjhC)	(G7901)	
KpLE2 phage-like element; predicted protein	G7899-MONOMER					(yjgZ)	(G7899)	
KpLE2 phage-like element; predicted protein	G7907-MONOMER					(yjhV)	(G7907)	
KpLE2 phage-like element; predicted protein	G7897-MONOMER					(yjgX_2)	(G7897)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
KpLE2 phage-like element; predicted protein	G7902-MONOMER					(yjhD)	(G7902)	
KpLE2 phage-like element; predicted protein	G7896-MONOMER					(yjgW)	(G7896)	
KpLE2 phage-like element; predicted protein, N-ter fragment	G7898-MONOMER					(yjgX_1)	(G7898)	
L-1,2-propanediol dehydrogenase / glycerol dehydrogenase	GLYCDEH-CPLX							
L-1,2-propanediol oxidoreductase	LACTALDREDUCT-CPLX							
L-1,2-propanediol oxidoreductase monomer	LACTALDREDUCT-MONOMER					(fucO)	(EG10351)	
L-2-hydroxyglutarate oxidase	EG12387-MONOMER					(lhgO)	(EG12387)	((cytosol, CCO-CYTOSOL))
L-Ala-D/L-Glu epimerase	G6661-MONOMER					(ycjG)	(G6661)	
L-alanine exporter	G7399-MONOMER					(alaE)	(G7399)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
L-amino acid N-acyltransferase	G6759-MONOMER					(mnaT)	(G6759)	
L-amino acid N-acyltransferase	CPLX0-7962							
L-arabinose isomerase	ARABISOM-CPLX							
L-arabinose isomerase monomer	ARABISOM-MONOMER					(araA)	(EG10052)	((cytosol, CCO-CYTOSOL))
L-ascorbate 6-phosphate lactonase	G7855-MONOMER					(ulaG)	(G7855)	((cytosol, CCO-CYTOSOL))
L-ascorbate 6-phosphate lactonase	CPLX0-7848							
L-ascorbate PTS permease	EIISGA							
L-ascorbate PTS permease - UlaA subunit	SGAT-MONOMER					(ulaA)	(G7856)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
L-ascorbate PTS permease - UlaB subunit	YJFT-MONOMER					(ulaB)	(EG12494)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (cytosol, CCO-CYTOSOL))
L-ascorbate PTS permease - UlaC subunit	YJFU-MONOMER					(ulaC)	(EG12495)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (cytosol, CCO-CYTOSOL))
L-asparagine transporter	ANSP-MONOMER					(ansP)	(G6764)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
L-aspartate oxidase	L-ASPARTATE-OXID-MONOMER					(nadB)	(EG10631)	((cytosol, CCO-CYTOSOL))
L-carnitine : &gamma;-butyrobetaine antiporter	CPLX0-7906							
L-cysteine desulfhydrase / cystathionine-&beta;-lyase	CYSTATHIONINE-BETA-LYASE-CPLX							
L-cysteine desulfurase	G6906-MONOMER					(sufS)	(G6906)	((cytosol, CCO-CYTOSOL))
L-cysteine desulfurase	CPLX0-246							
L-fucose isomerase	CPLX0-7631							
L-fucose mutarotase	EG10355-MONOMER					(fucU)	(EG10355)	((cytosol, CCO-CYTOSOL))
L-fucose mutarotase	CPLX0-7645							
L-fuculokinase	FUCULOKIN-MONOMER					(fucK)	(EG10350)	
L-fuculose-phosphate aldolase	CPLX0-7633							
L-glutamine:D-fructose-6-phosphate aminotransferase	L-GLN-FRUCT-6-P-AMINOTRANS-CPLX							
L-glyceraldehyde 3-phosphate reductase	G7558-MONOMER					(yghZ)	(G7558)	
L-idonate / 5-ketogluconate / gluconate transporter IdnT	YJGT-MONOMER					(idnT)	(EG12539)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
L-idonate 5-dehydrogenase	IDONDEHYD-MONOMER					(idnD)	(G7893)	
L-isoaspartate protein carboxylmethyltransferase type II	EG10689-MONOMER					(pcm)	(EG10689)	((cytosol, CCO-CYTOSOL))
L-lactate dehydrogenase	L-LACTDEHYDROGFMN-MONOMER					(lldD)	(EG11963)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
L-methionine / D-methionine ABC transporter	METNIQ-METHIONINE-ABC-CPLX							
L-methionine / D-methionine ABC transporter - ATP binding subunit	ABC-MONOMER					(metN)	(EG11621)	((cell wall (sensu Gram-negative Bacteria), CCO-CW-BAC-NEG) (cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
L-methionine / D-methionine ABC transporter - membrane subunit	METI-MONOMER					(metI)	(EG11737)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
l-methionine / D-methionine ABC transporter - periplasmic binding protein	METQ-MONOMER					(metQ)	(EG11504)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
L-rhamnonate dehydratase	G7160-MONOMER					(yfaW)	(G7160)	
L-rhamnonate dehydratase	CPLX0-7722							
L-rhamnose isomerase	RHAMNISOM-MONOMER					(rhaA)	(EG11867)	((cytosol, CCO-CYTOSOL))
L-rhamnose isomerase	CPLX0-7652							
L-rhamnose mutarotase	EG11865-MONOMER					(rhaM)	(EG11865)	((cytosol, CCO-CYTOSOL))
L-rhamnose mutarotase	CPLX0-7649							
L-rhamnulose kinase	RHAMNULOKIN-MONOMER					(rhaB)	(EG11868)	
L-ribulokinase	RIBULOKIN-CPLX							
L-ribulokinase monomer	RIBULOKIN-MONOMER					(araB)	(EG10053)	((cytosol, CCO-CYTOSOL))
L-ribulose 5-phosphate 4-epimerase	G7860-MONOMER					(ulaF)	(G7860)	
L-ribulose 5-phosphate 4-epimerase	RIBULPEPIM-CPLX							
L-ribulose 5-phosphate 4-epimerase monomer	RIBULPEPIM-MONOMER					(araD)	(EG10055)	((cytosol, CCO-CYTOSOL))
L-ribulose-5-phosphate 4-epimerase	EG12287-MONOMER					(sgbE)	(EG12287)	
L-serine deaminase I	LSERINEDEAM1-MONOMER					(sdaA)	(EG10930)	
L-serine deaminase II	LSERINEDEAM2-MONOMER					(sdaB)	(EG11623)	
L-serine deaminase III	LSERINEDEAM3-MONOMER					(tdcG)	(G7624)	
L-serine deaminase III	CPLX0-7622							
L-tartrate dehydratase	LTARTDEHYDRA-CPLX							
L-tartrate dehydratase, &alpha; subunit	TTDA-MONOMER					(ttdA)	(EG11168)	
L-tartrate dehydratase, &beta; subunit	TTDB-MONOMER					(ttdB)	(EG11169)	
L-valine efflux transporter	CPLX0-7684							
L-valine efflux transporter - YgaH subunit	G7406-MONOMER					(ygaH)	(G7406)	
L-valine efflux transporter - YgaZ subunit	G7405-MONOMER					(ygaZ)	(G7405)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
L-xylulose 5-phosphate 3-epimerase	G7859-MONOMER					(ulaE)	(G7859)	
L-xylulose kinase	LYXK-MONOMER					(lyxK)	(EG12284)	
L-xylulose kinase	LYXK-CPLX							
L,D-carboxypeptidase A	G6621-MONOMER					(ldcA)	(G6621)	((cytosol, CCO-CYTOSOL))
L,D-transpeptidase ErfK	G7073-MONOMER					(erfK)	(G7073)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
L,D-transpeptidase YbiS	G6422-MONOMER					(ybiS)	(G6422)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
L,D-transpeptidase YcbB	EG11253-MONOMER					(ycbB)	(EG11253)	((membrane, CCO-MEMBRANE))
L,D-transpeptidase YcfS	G6571-MONOMER					(ycfS)	(G6571)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
L,D-transpeptidase YnhG	G6904-MONOMER					(ynhG)	(G6904)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
LacI DNA-binding transcriptional repressor	PD00763					(lacI)	(EG10525)	((cytosol, CCO-CYTOSOL))
LacI-allolactose	MONOMER0-159							
lactose / melibiose:H<sup>+</sup> symporter LacY	LACY-MONOMER					(lacY)	(EG10526)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
LamB	EG10528-MONOMER					(lamB)	(EG10528)	((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
large subunit of periplasmic nitrate reductase, molybdoprotein	NAPA-MONOMER					(napA)	(EG12067)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
lauroyl acyltransferase	LAUROYLACYLTRAN-MONOMER					(lpxL)	(EG10464)	((cell wall (sensu Gram-negative Bacteria), CCO-CW-BAC-NEG) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
LdcC	LDC2-MONOMER					(ldcC)	(G6094)	((cytosol, CCO-CYTOSOL))
LdrD peptide of the LdrD-RdlD toxin-antitoxin system	MONOMER0-921					(ldrD)	(G0-9041)	
leader peptidase (signal peptidase I)	EG10530-MONOMER					(lepB)	(EG10530)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
leader peptidase, integral membrane protein	EG11359-MONOMER					(gspO)	(EG11359)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
leader peptide of chorismate mutase-P-prephenate dehydratase	EG11271-MONOMER					(pheL)	(EG11271)	
leu operon leader peptide	EG11280-MONOMER					(leuL)	(EG11280)	((cytosol, CCO-CYTOSOL))
LeuB	3-ISOPROPYLMALDEHYDROG-MONOMER					(leuB)	(EG11577)	((cytosol, CCO-CYTOSOL))
LeuC	LEUC-MONOMER					(leuC)	(EG11576)	((cytosol, CCO-CYTOSOL))
leucine ABC transporter	ABC-304-CPLX							
leucine ABC transporter - periplasmic binding protein	LIVK-MONOMER					(livK)	(EG10540)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
leucine efflux transporter	G6984-MONOMER					(leuE)	(G6984)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
leucyl-tRNA synthetase	LEUS-MONOMER					(leuS)	(EG10532)	((cytosol, CCO-CYTOSOL))
leucyl, phenylalanyl-tRNA-protein transferase	EG11112-MONOMER					(aat)	(EG11112)	((cytosol, CCO-CYTOSOL))
LeuD	LEUD-MONOMER					(leuD)	(EG11575)	((cytosol, CCO-CYTOSOL))
LeuO DNA-binding transcriptional dual activator	PD00519					(leuO)	(EG10531)	((cytosol, CCO-CYTOSOL))
LexA	PD00205					(lexA)	(EG10533)	((cytosol, CCO-CYTOSOL))
LexA DNA-binding transcriptional repressor	PC00010							
LexA-regulated protein	EG11775-MONOMER					(ybfE)	(EG11775)	
lipid A disaccharide synthase	CPLX0-7415							((cytosol, CCO-CYTOSOL))
lipid hydroperoxide peroxidase	G6660-MONOMER					(tpx)	(G6660)	((cytosol, CCO-CYTOSOL) (periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
lipid hydroperoxide peroxidase	CPLX0-7747							((cytosol, CCO-CYTOSOL))
lipid II flippase	G6561-MONOMER					(murJ)	(G6561)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
lipid III flippase	EG11486-MONOMER					(wzxE)	(EG11486)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
lipid kinase	G7123-MONOMER					(yegS)	(G7123)	((cytosol, CCO-CYTOSOL))
lipoamide dehydrogenase	E3-CPLX							((cytosol, CCO-CYTOSOL))
lipoate synthase	CPLX0-782							
lipoate synthase monomer	EG11306-MONOMER					(lipA)	(EG11306)	((cytosol, CCO-CYTOSOL))
lipopolysaccharide ABC transporter	CPLX0-7704							
lipopolysaccharide biosynthesis protein, N-ter fragment	EG11986-MONOMER					(wbbL_1)	(EG11986)	
lipopolysaccharide core biosynthesis protein	EG11350-MONOMER					(waaS)	(EG11350)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
lipopolysaccharide core biosynthesis; heptosyl transferase IV; probably hexose transferase	EG11423-MONOMER					(waaU)	(EG11423)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
lipopolysaccharide core heptose (I) kinase	EG11340-MONOMER					(waaP)	(EG11340)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
lipopolysaccharide core heptose (II) kinase	EG11425-MONOMER					(waaY)	(EG11425)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
lipopolysaccharide core heptosyl transferase III	EG11341-MONOMER					(waaQ)	(EG11341)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
lipopolysaccharide glucosyltransferase I	EG11339-MONOMER					(waaG)	(EG11339)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
lipopolysaccharide transport system	CPLX0-7992							((envelope, CCO-ENVELOPE))
lipoprotein	G7644-MONOMER					(yraP)	(G7644)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
lipoprotein involved in cell division	EG12371-MONOMER					(nlpI)	(EG12371)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
lipoprotein required for capsular polysaccharide translocation through the outer membrane	G7107-MONOMER					(wza)	(G7107)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
lipoprotein-28	EG10657-MONOMER					(nlpA)	(EG10657)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
lipoyl-ACP	LIPOYL-ACP	(apo-[acyl carrier protein])	(EG50003-MONOMER)					
lipoyl-GcvH-protein	LIPOYL-GCVH	(glycine cleavage system H protein)	(GCVH-MONOMER)			(gcvH)	(EG10371)	
lipoyl-protein ligase A	EG11796-MONOMER					(lplA)	(EG11796)	((cytosol, CCO-CYTOSOL))
lipoyl(octanoyl) transferase	EG11591-MONOMER					(lipB)	(EG11591)	((cytosol, CCO-CYTOSOL))
Lit, cell death peptidase; phage exclusion; e14 prophage	EG10535-MONOMER					(lit)	(EG10535)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
LldR transcriptional repressor	EG11962-MONOMER					(lldR)	(EG11962)	((cytosol, CCO-CYTOSOL))
LldR-L-lactose DNA-binding transcriptional dual regulator	CPLX0-7689							
LolC	YCFU-MONOMER					(lolC)	(G6573)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
LolCDE ABC lipoprotein transporter	ABC-62-CPLX							((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
LolD	YCFV-MONOMER					(lolD)	(G6574)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
LolE	YCFW-MONOMER					(lolE)	(G6575)	((cell wall (sensu Gram-negative Bacteria), CCO-CW-BAC-NEG) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
Lon	EG10542-MONOMER					(lon)	(EG10542)	((cytosol, CCO-CYTOSOL) (bacterial nucleoid, CCO-BAC-NUCLEOID))
long-chain fatty acid outer membrane porin; bacteriophage T2 binding	EG10280-MONOMER					(fadL)	(EG10280)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
longitudinal peptidoglycan synthesis/chromosome segregation-directing complex	CPLX0-8							((cytoskeleton, CCO-CYTOSKELETON))
low-specificity L-threonine aldolase	LTAA-CPLX							
LptA	YHBN-MONOMER					(lptA)	(G7665)	((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM) (periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
LptB	YHBG-MONOMER					(lptB)	(EG11680)	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
LptBFG ABC transporter	ABC-53-CPLX							((membrane, CCO-MEMBRANE))
LptC	G7664-MONOMER					(lptC)	(G7664)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
LptF	G7888-MONOMER					(lptF)	(G7888)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
LptG	G7889-MONOMER					(lptG)	(G7889)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
LpxA	UDPNACETYLGLUCOSAMACYLTRANS-MONOMER					(lpxA)	(EG10545)	((cytosol, CCO-CYTOSOL))
LpxB	LIPIDADISACCHARIDESYNTH-MONOMER					(lpxB)	(EG10546)	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
LrhA DNA-binding transcriptional dual regulator	EG12123-MONOMER					(lrhA)	(EG12123)	((cytosol, CCO-CYTOSOL))
Lrp transcriptional dual regulator	PD00353					(lrp)	(EG10547)	((cytosol, CCO-CYTOSOL))
Lrp-Leucine DNA-binding transcriptional dual regulator	MONOMER0-155							
LsrR DNA-binding transcriptional repressor	G6799-MONOMER					(lsrR)	(G6799)	((cytosol, CCO-CYTOSOL))
LsrR-DHPD	CPLX0-7749							
LsrR-P-DPD	CPLX0-7750							
LtaE	LTAA-MONOMER					(ltaE)	(G6455)	((cytosol, CCO-CYTOSOL))
LysA	DIAMINOPIMDECARB-MONOMER					(lysA)	(EG10549)	
