predicted protein	G7203-MONOMER	
DLP12 prophage; predicted SAM-dependent methyltransferase	G6316-MONOMER	
2-dehydro-3-deoxy-D-gluconate:H<sup>+</sup> symporter	KDGT-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
ATP-binding protein	EG11734-MONOMER	((cytosol, CCO-CYTOSOL))
CPS-53 (KpLE1) prophage; deoxyribonucleoside 5'-monophosphate phosphatase	G7230-MONOMER	
conserved protein, rhs-like	G6271-MONOMER	
NtrC transcriptional dual regulator	PROTEIN-NRI	((cytosol, CCO-CYTOSOL))
IlvI	ACETOLACTSYNIII-ICHAIN-MONOMER	
conserved outer membrane protein	G6979-MONOMER	
protein required for KefB activity	G7717-MONOMER	
NADH pyrophosphatase	EG11702-MONOMER	
predicted protein	G6955-MONOMER	
molybdopterin guanine dinucleotide synthase	EG11829-MONOMER	((cytosol, CCO-CYTOSOL))
predicted phosphotransferase/kinase	G6930-MONOMER	
periplasmic protein involved in nickel/cobalt efflux	G7139-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
predicted transporter	G6445-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
conserved protein	G7937-MONOMER	
predicted inner membrane protein	G7356-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
BluR DNA-binding transcriptional repressor	G6602-MONOMER	
MepA	EG10580-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
formate dehydrogenase N, &beta; subunit	FDNH-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
thiosulfate sulfurtransferase	EG10780-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
shikimate dehydrogenase	AROE-MONOMER	
ChpB toxin of the ChpB-ChpS toxin-antitoxin system	EG12096-MONOMER	
mannose PTS permease - ManY subunit	MANY-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
pimeloyl-[acp] methyl ester esterase	EG10122-MONOMER	((cytosol, CCO-CYTOSOL))
predicted inner membrane protein	G6229-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
YnjD	YNJD-MONOMER	((cytosol, CCO-CYTOSOL))
IS5 transposase and trans-activator	MONOMER0-4241	
Qin prophage; predicted side tail fibre assembly protein	G6821-MONOMER	
conserved protein with nucleoside triphosphate hydrolase domain	G7291-MONOMER	
PurF	PRPPAMIDOTRANS-MONOMER	((cytosol, CCO-CYTOSOL))
conserved protein	EG11184-MONOMER	
K<sup>+</sup> transporting ATPase - KdpC subunit	EG10515-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
YcaD MFS transporter	YCAD-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
GalR DNA-binding transcriptional dual regulator	PD03028	((cytosol, CCO-CYTOSOL))
TrmD	EG11023-MONOMER	((cytosol, CCO-CYTOSOL))
predicted phosphatase	G7048-MONOMER	((cytosol, CCO-CYTOSOL))
L,D-carboxypeptidase A	G6621-MONOMER	((cytosol, CCO-CYTOSOL))
CsgD DNA-binding transcriptional dual regulator	PD01379	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
inner membrane protein HsrA	YIEO-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
CP4-6 prophage; DNA-binding protein	G6149-MONOMER	
small protein involved in the acid stress response	G7521-MONOMER	((cytosol, CCO-CYTOSOL))
DnaA initiator-associating factor for replication initiation	YRAO-MONOMER	
2,3-bisphosphoglycerate-dependent phosphoglycerate mutase monomer	GPMA-MONOMER	((cytosol, CCO-CYTOSOL))
putative protein secretion protein for export	G7708-MONOMER	
predicted metallodependent hydrolase	EG12303-MONOMER	
pyridoxal phosphatase / HMP-PP hydrolase	G6246-MONOMER	
OxyR DNA-binding transcriptional dual regulator	PD00214	((cytosol, CCO-CYTOSOL))
predicted pseudouridine transporter - PsuT	YEIM-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
DnaT	EG10244-MONOMER	((cytosol, CCO-CYTOSOL))
ferredoxin-type protein	NAPG-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
Fur	PD00260	((cytosol, CCO-CYTOSOL))
NrdR	EG11320-MONOMER	
predicted isomerase/hydrolase	G6617-MONOMER	
FlhD	EG10320-MONOMER	((cytosol, CCO-CYTOSOL))
rep	EG10837-MONOMER	((cytosol, CCO-CYTOSOL))
YddP	YDDP-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (cytosol, CCO-CYTOSOL))
pyridoxal phosphatase / fructose 1,6-bisphosphatase	EG11239-MONOMER	
galactitol PTS permease - GatB subunit	GATB-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (cytosol, CCO-CYTOSOL))
molybdate metabolism regulator, interrupted	EG11992-MONOMER	
fumarase B monomer	FUMB-MONOMER	((cytosol, CCO-CYTOSOL))
16S rRNA m<sup>5</sup>C1407 methyltransferase	G7008-MONOMER	((cytosol, CCO-CYTOSOL))
predicted protein	EG12003-MONOMER	
serine endoprotease, periplasmic	G7682-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
conserved protein	G7568-MONOMER	
histidyl-tRNA synthetase	HISS-MONOMER	((cytosol, CCO-CYTOSOL))
EmrAB-TolC multidrug efflux transport system - membrane subunit	EMRB-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
putative &beta;-xylosidase	G6143-MONOMER	
glutamine ABC transporter - membrane subunit	GLNP-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted ATPase, activator of (R)-hydroxyglutaryl-CoA dehdratase	G7931-MONOMER	
50S ribosomal subunit protein L16	EG10877-MONOMER	((ribosome, CCO-RIBOSOME))
ATP synthase F<sub>1</sub> complex - alpha subunit	ATPA-MONOMER	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
IS186/IS421 transposase	MONOMER0-4232	
peptide ABC transporter SapABCDF - membrane subunit	SAPB-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
glutamyl-Q tRNA<sup>Asp</sup> synthetase	EG11362-MONOMER	((cytosol, CCO-CYTOSOL))
Rac prophage; predicted protein	G6682-MONOMER	
acetaldehyde dehydrogenase 2	MHPF-MONOMER	((cytosol, CCO-CYTOSOL))
e14 prophage; predicted repressor protein	G6589-MONOMER	
predicted diguanylate cyclase	G6971-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
conserved protein	EG11214-MONOMER	
NhoA	G6770-MONOMER	
predicted lipoprotein	G6773-MONOMER	((membrane, CCO-MEMBRANE))
SOS mutagenesis and repair	EG11056-MONOMER	((cytosol, CCO-CYTOSOL) (membrane, CCO-MEMBRANE))
protoheme IX ABC transporter - membrane subunit CcmB	CCMB-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted DNA-binding transcriptional regulator	G6273-MONOMER	
Outer Membrane Protein Assembly Complex - BamA subunit	G6093-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
predicted outer membrane protein, N-ter fragment	G6722-MONOMER	
predicted fimbrial-like adhesin protein	EG12327-MONOMER	((pilus, CCO-PILUS))
BolA DNA-binding transcriptional dual regulator	EG10125-MONOMER	((cytosol, CCO-CYTOSOL))
propionate kinase	PROPKIN-MONOMER	
RssB-P	RSSB-P	
putative receptor	EG12213-MONOMER	
flagellar biosynthesis protein FliO	EG11224-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (cell projection, CCO-CELL-PROJECTION))
conserved protein	EG11137-MONOMER	((cytosol, CCO-CYTOSOL))
molecular chaperone Hsp33	G7744-MONOMER	((cytosol, CCO-CYTOSOL))
predicted protein	G7835-MONOMER	
regulator of the transcriptional regulator FhlA	EG10474-MONOMER	((cytosol, CCO-CYTOSOL))
conserved protein	EG12851-MONOMER	
sulfate / thiosulfate ABC transporter - periplasmic binding protein CysP	CYSP-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
IlvH	ACETOLACTSYNIII-HCHAIN-MONOMER	
predicted protein	G7470-MONOMER	
dethiobiotin synthetase monomer	DETHIOBIOTIN-SYN-MONOMER	((cytosol, CCO-CYTOSOL))
ribosomal-protein-L12-serine acetyltransferase	EG10853-MONOMER	((cytosol, CCO-CYTOSOL))
predicted lipoprotein	G7316-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
argininosuccinate lyase	ARGSUCCINLYA-MONOMER	((cytosol, CCO-CYTOSOL))
conserved protein with nucleoside triphosphate hydrolase domain	EG11161-MONOMER	
restriction of DNA at 5-methylcytosine residues	EG10573-MONOMER	
predicted inner membrane protein	EG11660-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
exonuclease VII, small subunit	EG11098-MONOMER	((cytosol, CCO-CYTOSOL))
predicted protein	EG11991-MONOMER	
predicted Wzy protein involved in ECA polysaccharide chain elongation	FUC4NACTRANS-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
YdcT	YDCT-MONOMER	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
conserved inner membrane protein	G7839-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
ChbR DNA-binding transcriptional dual regulator	EG10143-MONOMER	((cytosol, CCO-CYTOSOL))
small toxic membrane polypeptide	MONOMER0-1605	((membrane, CCO-MEMBRANE))
formate dehydrogenase-O, &alpha; subunit	FDOG-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC) (cytosol, CCO-CYTOSOL) (membrane, CCO-MEMBRANE))
regulator for fimA	EG10312-MONOMER	((cytosol, CCO-CYTOSOL))
flagellar basal-body rod protein FlgG	FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN	((cell projection, CCO-CELL-PROJECTION))
DhaR DNA-binding transcriptional dual regulator	G6628-MONOMER	
ribonucleoside diphosphate reductase 1, &alpha; subunit	NRDA-MONOMER	((cytosol, CCO-CYTOSOL))
small protein	MONOMER0-2868	
sugar phosphatase	EG11195-MONOMER	
predicted protein	G6424-MONOMER	
predicted outer membrane lipoprotein	EG12271-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
PhnI subunit of methylphosphonate degradation complex	EG10718-MONOMER	
phosphotyrosine-protein phosphatase	G6503-MONOMER	
conserved protein	EG12262-MONOMER	
NlpD putative outer membrane lipoprotein	EG12111-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
predicted DNA-binding transcriptional regulator	G6175-MONOMER	
heat shock protein Hsp15 involved in ribosome recycling	G7743-MONOMER	((cytosol, CCO-CYTOSOL))
ArgP transcriptional activator	EG10490-MONOMER	((cytosol, CCO-CYTOSOL))
predicted protein	G6813-MONOMER	
Adi	ARGDECARBOXDEG-MONOMER	((cytosol, CCO-CYTOSOL))
DLP12 prophage; predicted recombinase	G6300-MONOMER	
predicted acyltransferase with acyl-CoA N-acyltransferase domain	G7829-MONOMER	
AdiC	YJDE-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
chorismate lyase	CHORPYRLY-MONOMER	((cytosol, CCO-CYTOSOL))
ethanolamine ammonia-lyase, &alpha; subunit	EUTB-MONOMER	
NrfG	EG11950-MONOMER	
fumarase A monomer	FUMA-MONOMER	((cytosol, CCO-CYTOSOL))
AtoB	ACETYL-COA-ACETYLTRANSFER-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (cytosol, CCO-CYTOSOL))
iron (III) hydroxamate ABC transporter - periplasmic binding protein	FHUD-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
conserved metal-binding protein	EG11139-MONOMER	
PhoU phosphate transport system protein	EG10735-MONOMER	((cytosol, CCO-CYTOSOL))
predicted protein	G7482-MONOMER	
glutathione / L-cysteine efflux transporter - CydC subunit	CYDC-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
CP4-57 prophage; predicted inner membrane protein	G7377-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
aromatic amino acid exporter	EG12713-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
IS5 transposase and trans-activator	MONOMER0-4237	
citrate lyase, citryl-ACP lyase &beta; subunit	CITRYLY-MONOMER	((cytosol, CCO-CYTOSOL))
KpLE2 phage-like element; predicted acetyltransferase	G7917-MONOMER	
sulfur transfer protein complex, TusC subunit	G7713-MONOMER	((cytosol, CCO-CYTOSOL))
acetyl-CoA:acetoacetyl-CoA transferase, &beta; subunit	ATOA-MONOMER	
YihO GPH transporter	YIHO-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
GTPase that interacts with methylmalonyl-CoA mutase	EG11445-MONOMER	
predicted acyl transferase	CAIE-MONOMER	
chaperone with DnaK	EG11570-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted DNA-binding transcriptional regulator	EG11162-MONOMER	
fused predicted xanthine/hypoxanthine oxidase: molybdopterin-binding subunit and Fe-S binding subunit	G7500-MONOMER	
anti-sigma factor	EG12341-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted toxic peptide IbsB	MONOMER0-2858	
enterobactin efflux transporter EntS	YBDA-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
AldA	LACTALDDEHYDROG-MONOMER	
predicted DNA-binding transcriptional regulator	G7547-MONOMER	
conserved protein	MONOMER0-2653	
poly(A) polymerase I	EG10690-MONOMER	((cytosol, CCO-CYTOSOL))
cell division protein; predicted checkpoint GTPase	EG11203-MONOMER	((cytosol, CCO-CYTOSOL))
predicted rRNA methyltransferase	EG12309-MONOMER	
conserved protein	EG12273-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
UDP-D-glucose:(glucosyl)LPS &alpha;-1,3-glucosyltransferase	EG11352-MONOMER	
oxalyl-CoA decarboxylase	G7236-MONOMER	
predicted hydratase	G6401-MONOMER	
predicted DNA-binding transcriptional regulator	EG11431-MONOMER	
enzyme with tRNA 2'-phosphotransferase activity	G7928-MONOMER	((cytosol, CCO-CYTOSOL))
trehalose-6-phosphate hydrolase	TRE6PHYDRO-MONOMER	((cytosol, CCO-CYTOSOL))
thiamin ABC transporter - periplasmic binding protein	SFUA-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
protein involved in base analog detoxification	EG11870-MONOMER	
diguanylate cyclase, transcriptional modulator	G6673-MONOMER	
D-glucuronate isomerase / D-galacturonate isomerase	UXAC-MONOMER	
acetolactate synthase II, large subunit, C-ter fragment (pseudogene)	LARGEILVG-MONOMER	
Rac prophage; predicted tail fiber assembly protein	G6696-MONOMER	
lysine 2,3-aminomutase	G7836-MONOMER	
predicted peptidase	G7118-MONOMER	
predicted transporter	G7404-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
NtrC-phosphorylated monomer	MONOMER0-4198	
YadH	YADH-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
3-phenylpropionate dioxygenase, predicted ferredoxin subunit	HCAC-MONOMER	
DNA adenine methyltransferase	EG11498-MONOMER	
predicted cell envelope opacity-associated protein	G7864-MONOMER	((membrane, CCO-MEMBRANE))
3R-3-hydroxybutanoyl-ACP	MONOMER-4603	
predicted protein	G6844-MONOMER	
10-formyltetrahydrofolate:L-methionyl-tRNA<sup>fMet</sup> <i>N</i>-formyltransferase	EG11268-MONOMER	((cytosol, CCO-CYTOSOL))
TdcB	THREDEHYDCAT-MONOMER	
predicted transporter subunit	YGIS-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
conserved inner membrane protein	G6637-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
50S ribosomal subunit protein L27	EG50002-MONOMER	((ribosome, CCO-RIBOSOME))
murein DD-endopeptidase YebA	EG10013-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
glycerate kinase II	GLY3KIN-MONOMER	
predicted protein	G7478-MONOMER	
protease involved in Microcin B17 maturation and in sensitivity to the DNA gyrase inhibitor LetD	EG10741-MONOMER	((cytosol, CCO-CYTOSOL))
predicted transporter subunit: ATP-binding component of ABC superfamily	YBBL-MONOMER	((cytosol, CCO-CYTOSOL))
&gamma;-aminobutyraldehyde dehydrogenase	G6755-MONOMER	
haemolysin expression modulating protein	EG10439-MONOMER	
conserved inner membrane protein	EG12870-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
endochitinase	EG11237-MONOMER	((extracellular space, CCO-EXTRACELLULAR) (periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
cell division factor ZapA, localizes to the cytokinetic ring	EG12878-MONOMER	((cytosol, CCO-CYTOSOL))
HPr - phosphorlyated	PTSH-PHOSPHORYLATED	
serine/threonine protein kinase	EG11831-MONOMER	((cytosol, CCO-CYTOSOL))
<i>O</i>-acetyl-ADP-ribose deacetylase, regulator of RNase III activity	G6550-MONOMER	
Mdh	MALATE-DEHASE-MONOMER	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
conserved protein	G6568-MONOMER	
FimZ transcriptional regulator	EG11103-MONOMER	((cytosol, CCO-CYTOSOL))
conserved outer membrane protein	EG11164-MONOMER	
regulator of CsrB and CsrC decay	EG10018-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
CP4-6 prophage; partial transposase of insertion element IS911A, interrupted by insertion of IS30 element	G6132-MONOMER	
putative protein secretion protein for export	G7702-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted inner membrane protein	G6253-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
SthA	UDHA-MONOMER	((cytosol, CCO-CYTOSOL))
UDP-D-galactose:(glucosyl)lipopolysaccharide-1,6-D-galactosyltransferase	EG11351-MONOMER	
galactonate transporter	YIDT-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
cytochrome <i>bd</i>-I terminal oxidase subunit I	CYDA-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted transporter	B1543-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
methionine sulfoxide reductase B	EG12394-MONOMER	((cytosol, CCO-CYTOSOL))
CPS-53 (KpLE1) prophage; predicted protein	G7232-MONOMER	
conserved inner membrane protein	EG10216-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
glycogen synthase	GLYCOGENSYN-MONOMER	((cytosol, CCO-CYTOSOL))
cysteinyl-tRNA synthetase	CYSS-MONOMER	((cytosol, CCO-CYTOSOL))
UDP-glucose 6-dehydrogenase	UGD-MONOMER	
YdfH DNA-binding transcriptional repressor	G6814-MONOMER	
predicted carbamoyltransferase	G7489-MONOMER	
predicted kinase	EG12028-MONOMER	
chromosome replication; initiation and chain elongation	EG10237-MONOMER	
CP4-44 prophage; predicted GTP-binding protein	G7079-MONOMER	
predicted protein	G7395-MONOMER	
predicted protein	G7181-MONOMER	
Dan	MONOMER0-4119	
ActP	YJCG-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted oxidoreductase, Zn-dependent and NAD(P)-binding	G6335-MONOMER	
RhtC threonine Rht Transporter	RHTC-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
LeuO DNA-binding transcriptional dual activator	PD00519	((cytosol, CCO-CYTOSOL))
putative electron transport protein HydN	EG11552-MONOMER	
predicted inner membrane protein	EG11695-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
conserved protein	G7349-MONOMER	
conserved protein	EG11650-MONOMER	((cytosol, CCO-CYTOSOL))
toxic peptide IbsC	MONOMER0-2857	
predicted aldolase	EG11846-MONOMER	
3-phosphoshikimate-1-carboxyvinyltransferase	AROA-MONOMER	((cytosol, CCO-CYTOSOL))
predicted hexapeptide repeat acetyltransferase	G6721-MONOMER	
conserved protein	G6884-MONOMER	((membrane, CCO-MEMBRANE))
small membrane protein	MONOMER0-2880	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted flagella assembly protein	EG10229-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
soluble lytic murein transglycosylase	EG10950-MONOMER	((membrane, CCO-MEMBRANE) (periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
isopentenyl diphosphate isomerase	IPPISOM-MONOMER	((cytosol, CCO-CYTOSOL))
GadE DNA-binding transcriptional activator	EG11544-MONOMER	
2-dehydropantoate 2-reductase	2-DEHYDROPANTOATE-REDUCT-MONOMER	((cytosol, CCO-CYTOSOL))
paraquat-inducible protein B	G6491-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
hypothetical protein	MONOMER0-2826	
essential cell division protein FtsA	EG10339-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
<i>O</i>-antigen flippase	RFBX-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted colanic acid biosynthesis acyl transferase	G7103-MONOMER	((cytosol, CCO-CYTOSOL))
conserved protein	G7566-MONOMER	
DnaB	EG10236-MONOMER	((cytosol, CCO-CYTOSOL))
putrescine ABC transporter - periplasmic binding protein	POTF-MONOMER	((membrane, CCO-MEMBRANE) (periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
IS2 element transposase InsAB'	MONOMER0-4259	
diguanylate cyclase	G6532-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
putrescine ABC transporter - membrane subunit	POTI-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
CRP transcriptional dual regulator	PD00257	((cytosol, CCO-CYTOSOL))
tRNA<sup>Met</sup> cytidine acetyltransferase	G7297-MONOMER	((cytosol, CCO-CYTOSOL))
&alpha;-glucosidase	EG11843-MONOMER	
Fis	PD00196	((cytosol, CCO-CYTOSOL))
YjeH  APC transporter	B4141-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted fimbrial-like adhesin protein	G6793-MONOMER	((pilus, CCO-PILUS))
IspE	EG11294-MONOMER	
predicted transport protein YfcJ	B2322-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
YddO	YDDO-MONOMER	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain	G6177-MONOMER	
predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain	G7757-MONOMER	
inner membrane protein that interacts with cell division proteins	MONOMER0-2141	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
proline:H+ symporter  - cryptic	PROY-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
IS5 transposase and trans-activator	MONOMER0-4238	
protein involved in cytokinesis	EG11494-MONOMER	
ArsR	EG12235-MONOMER	((cytosol, CCO-CYTOSOL))
Dxr	DXPREDISOM-MONOMER	
YddQ	YDDQ-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
hydrogenase 2-specific chaperone	EG11803-MONOMER	
NtrB	PROTEIN-NRII	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
stress protein, member of the CspA family; predicted DNA-binding transcriptional regulator	EG12204-MONOMER	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
Cascade subunit C	G7428-MONOMER	
conserved protein	EG11922-MONOMER	
IS3 element protein InsE	MONOMER0-4244	
GTP-binding protein	EG10270-MONOMER	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
putative flavoprotein	G6922-MONOMER	
YpdB transcriptional regulator	G7244-MONOMER	((cytosol, CCO-CYTOSOL))
TatC	EG11479-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
K<sup>+</sup> transporting ATPase - ATP binding subunit	KDPB-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
stationary phase mismatch/uracil DNA glycosylase	EG12717-MONOMER	((cytosol, CCO-CYTOSOL))
putative protein secretion protein for export	G7711-MONOMER	((cell wall (sensu Gram-negative Bacteria), CCO-CW-BAC-NEG) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted protein	G7179-MONOMER	
conserved inner membrane protein	EG12166-MONOMER	
malate synthase A	MALATE-SYNTHASE	((cytosol, CCO-CYTOSOL))
16S rRNA m<sup>2</sup>G1516 methyltransferase	EG12233-MONOMER	((cytosol, CCO-CYTOSOL))
copper / silver efflux transport system - outer membrane porin	G6320-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
conserved protein	G7197-MONOMER	
conserved protein	G7043-MONOMER	
chitobiose outer membrane porin	G6370-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
xanthosine:H<sup>+</sup> symporter XapB	XAPB-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
YgbN Gnt transporter	B2740-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
DNA-binding protein; inhibition of replication at Ter sites	EG11038-MONOMER	((cytosol, CCO-CYTOSOL))
general secretory pathway component, cryptic	G7701-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted transport protein YhhS	YHHS-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted protein	G6612-MONOMER	
protein that reduces intracellular iron levels under peroxide stress	EG10011-MONOMER	
murein lipoprotein	EG10544-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted protein	MONOMER0-2685	
ATP synthase F<sub>0</sub> complex - b subunit	ATPF-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
