# Organism: Escherichia coli K-12 substr. MG1655
# Database: EcoCyc
# Version: 25.1
# Date and time generated: September 13, 2021, 11:35:18
"id"	"common_name"	"synonyms"	"type"	"left_end_pos"	"right_end_pos"	"direction"
"BS0-8153"	null	[]	"dna-binding-site"	null	null	null
"BS0-8154"	null	[]	"dna-binding-site"	657096	657111	null
"BS0-8155"	null	[]	"dna-binding-site"	246519	246534	null
"BS0-8156"	null	[]	"dna-binding-site"	657178	657199	null
"BS0-8157"	null	[]	"dna-binding-site"	3059704	3059723	null
"BS0-8158"	null	[]	"dna-binding-site"	3059684	3059703	null
"BS0-8159"	null	[]	"dna-binding-site"	3068880	3068899	null
"BS0-8160"	null	[]	"dna-binding-site"	2248613	2248632	null
"BS0-8161"	null	[]	"dna-binding-site"	3884021	3884040	null
"BS0-8162"	null	[]	"dna-binding-site"	3883733	3883752	null
"BS0-8163"	null	[]	"dna-binding-site"	2868258	2868272	null
"BS0-8164"	null	[]	"dna-binding-site"	2344501	2344520	null
"BS0-8165"	null	[]	"dna-binding-site"	2344464	2344483	null
"BS0-8166"	null	[]	"dna-binding-site"	2344411	2344430	null
"BS0-8167"	null	[]	"dna-binding-site"	3957874	3957890	null
"BS0-8168"	null	[]	"dna-binding-site"	4012836	4012850	null
"BS0-8170"	null	[]	"dna-binding-site"	null	null	null
"BS0-8171"	null	[]	"dna-binding-site"	2719879	2719900	null
"BS0-8172"	null	[]	"dna-binding-site"	2719839	2719860	null
"BS0-8173"	null	[]	"dna-binding-site"	652193	652199	null
"BS0-8174"	null	[]	"dna-binding-site"	651884	651893	null
"BS0-8177"	null	[]	"dna-binding-site"	652000	652006	null
"BS0-8178"	null	[]	"dna-binding-site"	652076	652098	null
"BS0-8179"	null	[]	"dna-binding-site"	652118	652140	null
"BS0-8180"	null	[]	"dna-binding-site"	652018	652039	null
"BS0-8181"	null	[]	"dna-binding-site"	652022	652035	null
"BS0-8182"	null	[]	"dna-binding-site"	652127	652143	null
"BS0-8183"	null	[]	"dna-binding-site"	652066	652082	null
"BS0-8184"	null	[]	"dna-binding-site"	3128124	3128140	null
"BS0-8185"	null	[]	"dna-binding-site"	89546	89562	null
"BS0-8193"	null	[]	"dna-binding-site"	1237412	1237426	null
"BS0-8194"	null	[]	"dna-binding-site"	1237382	1237396	null
"BS0-8195"	null	[]	"dna-binding-site"	1237356	1237370	null
"BS0-8197"	null	[]	"dna-binding-site"	1237325	1237339	null
"BS0-8198"	null	[]	"dna-binding-site"	1237277	1237291	null
"BS0-8199"	null	[]	"dna-binding-site"	1237252	1237266	null
"BS0-8200"	null	[]	"dna-binding-site"	2942624	2942638	null
"BS0-8201"	null	[]	"dna-binding-site"	3050831	3050845	null
"BS0-8202"	null	[]	"dna-binding-site"	3051075	3051096	null
"BS0-8203"	null	[]	"dna-binding-site"	3050907	3050928	null
"BS0-8204"	null	[]	"dna-binding-site"	1405793	1405814	null
"BS0-8205"	null	[]	"dna-binding-site"	null	null	null
"BS0-8206"	null	[]	"dna-binding-site"	null	null	null
"BS0-8207"	null	[]	"dna-binding-site"	null	null	null
"BS0-8208"	null	[]	"dna-binding-site"	null	null	null
"BS0-8209"	null	[]	"dna-binding-site"	null	null	null
"BS0-8213"	null	[]	"dna-binding-site"	null	null	null
"BS0-8214"	null	[]	"dna-binding-site"	null	null	null
"BS0-8215"	null	[]	"dna-binding-site"	null	null	null
"BS0-8217"	null	[]	"dna-binding-site"	4098617	4098633	null
"BS0-8218"	null	[]	"dna-binding-site"	4101057	4101073	null
"BS0-8220"	null	[]	"dna-binding-site"	84236	84255	null
"BS0-8222"	null	[]	"dna-binding-site"	null	null	null
"BS0-8223"	null	[]	"dna-binding-site"	84122	84142	null
"BS0-8224"	null	[]	"dna-binding-site"	2884389	2884409	null
"BS0-8225"	null	[]	"dna-binding-site"	2884289	2884309	null
"BS0-8226"	null	[]	"dna-binding-site"	3906836	3906856	null
"BS0-8227"	null	[]	"dna-binding-site"	84099	84119	null
"BS0-8228"	null	[]	"dna-binding-site"	84040	84060	null
"BS0-8229"	null	[]	"dna-binding-site"	84014	84034	null
"BS0-8230"	null	[]	"dna-binding-site"	null	null	null
"BS0-8231"	null	[]	"dna-binding-site"	2214816	2214844	null
"BS0-8232"	null	[]	"dna-binding-site"	1346857	1346904	null
"BS0-8233"	null	[]	"dna-binding-site"	3658325	3658382	null
"BS0-8234"	null	[]	"dna-binding-site"	3656757	3656811	null
"BS0-8235"	null	[]	"dna-binding-site"	1978370	1978398	null
"BS0-8236"	null	[]	"dna-binding-site"	null	null	null
"BS0-8237"	null	[]	"dna-binding-site"	null	null	null
"BS0-8238"	null	[]	"dna-binding-site"	null	null	null
"BS0-8239"	null	[]	"dna-binding-site"	null	null	null
"BS0-8240"	null	[]	"dna-binding-site"	null	null	null
"BS0-8242"	null	[]	"dna-binding-site"	null	null	null
"BS0-8243"	null	[]	"dna-binding-site"	null	null	null
"BS0-8244"	null	[]	"dna-binding-site"	null	null	null
"BS0-8245"	null	[]	"dna-binding-site"	null	null	null
"BS0-8246"	null	[]	"dna-binding-site"	null	null	null
"BS0-8247"	null	[]	"dna-binding-site"	2949214	2949231	null
"BS0-8248"	null	[]	"dna-binding-site"	771254	771271	null
"BS0-8249"	null	[]	"dna-binding-site"	771225	771242	null
"BS0-8250"	null	[]	"dna-binding-site"	1862001	1862018	null
"BS0-8251"	null	[]	"dna-binding-site"	332017	332034	null
"BS0-8252"	null	[]	"dna-binding-site"	2908674	2908691	null
"BS0-8253"	null	[]	"dna-binding-site"	1686680	1686699	null
"BS0-8255"	null	[]	"dna-binding-site"	2185897	2185917	null
"BS0-8256"	null	[]	"dna-binding-site"	2185903	2185923	null
"BS0-8257"	null	[]	"dna-binding-site"	3244874	3244891	null
"BS0-8258"	null	[]	"dna-binding-site"	3244795	3244812	null
"BS0-8259"	null	[]	"dna-binding-site"	4166436	4166446	null
"BS0-8260"	null	[]	"dna-binding-site"	4166630	4166640	null
"BS0-8264"	null	[]	"dna-binding-site"	4035160	4035172	null
"BS0-8265"	null	[]	"dna-binding-site"	2427924	2427940	null
"BS0-8266"	null	[]	"dna-binding-site"	1563187	1563203	null
"BS0-8267"	null	[]	"dna-binding-site"	1074142	1074158	null
"BS0-8268"	null	[]	"dna-binding-site"	3418868	3418884	null
"BS0-8269"	null	[]	"dna-binding-site"	3667725	3667734	null
"BS0-8270"	null	[]	"dna-binding-site"	4554383	4554400	null
"BS0-8271"	null	[]	"dna-binding-site"	4554542	4554559	null
"BS0-8272"	null	[]	"dna-binding-site"	937278	937291	null
"BS0-8274"	null	[]	"dna-binding-site"	4635363	4635382	null
"BS0-8275"	null	[]	"dna-binding-site"	4635363	4635382	null
"BS0-8276"	null	[]	"dna-binding-site"	4591415	4591443	null
"BS0-8277"	null	[]	"dna-binding-site"	4591489	4591510	null
"BS0-8278"	null	[]	"dna-binding-site"	3348359	3348378	null
"BS0-8279"	null	[]	"dna-binding-site"	1103425	1103444	null
"BS0-8280"	null	[]	"dna-binding-site"	4335634	4335653	null
"BS0-8281"	null	[]	"dna-binding-site"	2365813	2365832	null
"BS0-8282"	null	[]	"dna-binding-site"	3790127	3790146	null
"BS0-8283"	null	[]	"dna-binding-site"	4256417	4256436	null
"BS0-8284"	null	[]	"dna-binding-site"	481179	481198	null
"BS0-8285"	null	[]	"dna-binding-site"	1078914	1078933	null
"BS0-8286"	null	[]	"dna-binding-site"	1638940	1638959	null
"BS0-8287"	null	[]	"dna-binding-site"	4540616	4540635	null
"BS0-8289"	null	[]	"dna-binding-site"	1688476	1688498	null
"BS0-8290"	null	[]	"dna-binding-site"	1688539	1688560	null
"BS0-8291"	null	[]	"dna-binding-site"	1688547	1688568	null
"BS0-8292"	null	[]	"dna-binding-site"	1582559	1582581	null
"BS0-8293"	null	[]	"dna-binding-site"	1582683	1582705	null
"BS0-8294"	null	[]	"dna-binding-site"	1688367	1688388	null
"BS0-8295"	null	[]	"dna-binding-site"	1686752	1686773	null
"BS0-8296"	null	[]	"dna-binding-site"	1687183	1687204	null
"BS0-8297"	null	[]	"dna-binding-site"	1234887	1234903	null
"BS0-8298"	null	[]	"dna-binding-site"	1100244	1100266	null
"BS0-8299"	null	[]	"dna-binding-site"	1100216	1100244	null
"BS0-8300"	null	[]	"dna-binding-site"	1100194	1100214	null
"BS0-8301"	null	[]	"dna-binding-site"	887393	887402	null
"BS0-8303"	null	[]	"dna-binding-site"	887383	887392	null
"BS0-8304"	null	[]	"dna-binding-site"	1655194	1655206	null
"BS0-8305"	null	[]	"dna-binding-site"	1020910	1020919	null
"BS0-8306"	null	[]	"dna-binding-site"	1020896	1020905	null
"BS0-8307"	null	[]	"dna-binding-site"	1215713	1215722	null
"BS0-8308"	null	[]	"dna-binding-site"	1215724	1215733	null
"BS0-8309"	null	[]	"dna-binding-site"	794701	794720	null
"BS0-8310"	null	[]	"dna-binding-site"	794701	794720	null
"BS0-8311"	null	[]	"dna-binding-site"	794701	794720	null
"BS0-8313"	null	[]	"dna-binding-site"	1671264	1671273	null
"BS0-8314"	null	[]	"dna-binding-site"	1671254	1671263	null
"BS0-8315"	null	[]	"dna-binding-site"	1103638	1103647	null
"BS0-8316"	null	[]	"dna-binding-site"	null	null	null
"BS0-8317"	null	[]	"dna-binding-site"	293111	293120	null
"BS0-8318"	null	[]	"dna-binding-site"	1866643	1866662	null
"BS0-8320"	null	[]	"dna-binding-site"	null	null	null
"BS0-8321"	null	[]	"dna-binding-site"	1628297	1628315	null
"BS0-8322"	null	[]	"dna-binding-site"	595510	595528	null
"BS0-8323"	null	[]	"dna-binding-site"	null	null	null
"BS0-8324"	null	[]	"dna-binding-site"	null	null	null
"BS0-8325"	null	[]	"dna-binding-site"	1447317	1447335	null
"BS0-8326"	null	[]	"dna-binding-site"	348486	348504	null
"BS0-8327"	null	[]	"dna-binding-site"	1031933	1031957	null
"BS0-8328"	null	[]	"dna-binding-site"	1031966	1031987	null
"BS0-8329"	null	[]	"dna-binding-site"	3712091	3712100	null
"BS0-8330"	null	[]	"dna-binding-site"	3712112	3712121	null
"BS0-8331"	null	[]	"dna-binding-site"	1391953	1391966	null
"BS0-8332"	null	[]	"dna-binding-site"	1647865	1647884	null
"BS0-8333"	null	[]	"dna-binding-site"	3883939	3883947	null
"BS0-8334"	null	[]	"dna-binding-site"	3883918	3883926	null
"BS0-8335"	null	[]	"dna-binding-site"	3883929	3883937	null
"BS0-8336"	null	[]	"dna-binding-site"	3883951	3883959	null
"BS0-8340"	null	[]	"dna-binding-site"	1360948	1360967	null
"BS0-8342"	null	[]	"dna-binding-site"	1361043	1361062	null
"BS0-8343"	null	[]	"dna-binding-site"	1361085	1361104	null
"BS0-8344"	null	[]	"dna-binding-site"	1361120	1361139	null
"BS0-8345"	null	[]	"dna-binding-site"	null	null	null
"BS0-8346"	null	[]	"dna-binding-site"	null	null	null
"BS0-8347"	null	[]	"dna-binding-site"	null	null	null
"BS0-8348"	null	[]	"dna-binding-site"	null	null	null
"BS0-8349"	null	[]	"dna-binding-site"	null	null	null
"BS0-8350"	null	[]	"dna-binding-site"	null	null	null
"BS0-8351"	null	[]	"dna-binding-site"	null	null	null
"BS0-8352"	null	[]	"dna-binding-site"	1880868	1880879	null
"BS0-8353"	null	[]	"dna-binding-site"	1880835	1880846	null
"BS0-8354"	null	[]	"dna-binding-site"	1880801	1880812	null
"BS0-8355"	null	[]	"dna-binding-site"	1880764	1880775	null
"BS0-8356"	null	[]	"dna-binding-site"	1257866	1257882	null
"BS0-8357"	null	[]	"dna-binding-site"	1257844	1257860	null
"BS0-8358"	null	[]	"dna-binding-site"	3648002	3648021	null
"BS0-8359"	null	[]	"dna-binding-site"	1063927	1063941	null
"BS0-8360"	null	[]	"dna-binding-site"	null	null	null
"BS0-8362"	null	[]	"dna-binding-site"	null	null	null
"BS0-8363"	null	[]	"dna-binding-site"	2797126	2797140	null
"BS0-8364"	null	[]	"dna-binding-site"	4630641	4630655	null
"BS0-8365"	null	[]	"dna-binding-site"	1361104	1361125	null
"BS0-8366"	null	[]	"dna-binding-site"	1148470	1148486	null
"BS0-8367"	null	[]	"dna-binding-site"	4207638	4207657	null
"BS0-8368"	null	[]	"dna-binding-site"	1702145	1702164	null
"BS0-8369"	null	[]	"dna-binding-site"	2143220	2143239	null
"BS0-8370"	null	[]	"dna-binding-site"	1511541	1511555	null
"BS0-8371"	null	[]	"dna-binding-site"	1015536	1015551	null
"BS0-8372"	null	[]	"dna-binding-site"	2737076	2737091	null
"BS0-8373"	null	[]	"dna-binding-site"	3378850	3378865	null
"BS0-8374"	null	[]	"dna-binding-site"	4424923	4424938	null
"BS0-8375"	null	[]	"dna-binding-site"	2958982	2959001	null
"BS0-8376"	null	[]	"dna-binding-site"	2344309	2344323	null
"BS0-8377"	null	[]	"dna-binding-site"	2344333	2344347	null
"BS0-8378"	null	[]	"dna-binding-site"	null	null	null
"BS0-8379"	null	[]	"dna-binding-site"	null	null	null
"BS0-8380"	null	[]	"dna-binding-site"	null	null	null
"BS0-8381"	null	[]	"dna-binding-site"	null	null	null
"BS0-8382"	null	[]	"dna-binding-site"	null	null	null
"BS0-8383"	null	[]	"dna-binding-site"	null	null	null
"BS0-8384"	null	[]	"dna-binding-site"	null	null	null
"BS0-8385"	null	[]	"dna-binding-site"	null	null	null
"BS0-8386"	null	[]	"dna-binding-site"	null	null	null
"BS0-8387"	null	[]	"dna-binding-site"	null	null	null
"BS0-8388"	null	[]	"dna-binding-site"	null	null	null
"BS0-8389"	null	[]	"dna-binding-site"	1440876	1440895	null
"BS0-8390"	null	[]	"dna-binding-site"	1440872	1440891	null
"BS0-8391"	null	[]	"dna-binding-site"	null	null	null
"BS0-8392"	null	[]	"dna-binding-site"	null	null	null
"BS0-8393"	null	[]	"dna-binding-site"	null	null	null
"BS0-8394"	null	[]	"dna-binding-site"	3169726	3169745	null
"BS0-8395"	null	[]	"dna-binding-site"	1451463	1451483	null
"BS0-8396"	null	[]	"dna-binding-site"	1451442	1451462	null
"BS0-8397"	null	[]	"dna-binding-site"	1447439	1447459	null
"BS0-8398"	null	[]	"dna-binding-site"	1447334	1447348	null
"BS0-8399"	null	[]	"dna-binding-site"	null	null	null
"BS0-8400"	null	[]	"dna-binding-site"	922749	922770	null
"BS0-8401"	null	[]	"dna-binding-site"	922778	922799	null
"BS0-8402"	null	[]	"dna-binding-site"	2196369	2196388	null
"BS0-8403"	null	[]	"dna-binding-site"	3334781	3334800	null
"BS0-8404"	null	[]	"dna-binding-site"	1961857	1961876	null
"BS0-8405"	null	[]	"dna-binding-site"	3157491	3157510	null
"BS0-8406"	null	[]	"dna-binding-site"	3172379	3172398	null
"BS0-8407"	null	[]	"dna-binding-site"	3860192	3860211	null
"BS0-8408"	null	[]	"dna-binding-site"	408486	408505	null
"BS0-8409"	null	[]	"dna-binding-site"	1477522	1477541	null
"BS0-8410"	null	[]	"dna-binding-site"	1844956	1844975	null
"BS0-8411"	null	[]	"dna-binding-site"	2913809	2913841	null
"BS0-8412"	null	[]	"dna-binding-site"	2913809	2913841	null
"BS0-8413"	null	[]	"dna-binding-site"	2568161	2568196	null
"BS0-8414"	null	[]	"dna-binding-site"	3231474	3231509	null
"BS0-8415"	null	[]	"dna-binding-site"	2568261	2568296	null
"BS0-8416"	null	[]	"dna-binding-site"	1130158	1130171	null
"BS0-8417"	null	[]	"dna-binding-site"	1130142	1130155	null
"BS0-8419"	null	[]	"dna-binding-site"	2001823	2001836	null
"BS0-8420"	null	[]	"dna-binding-site"	89591	89595	null
"BS0-8421"	null	[]	"dna-binding-site"	89601	89605	null
"BS0-8422"	null	[]	"dna-binding-site"	89611	89615	null
"BS0-8423"	null	[]	"dna-binding-site"	3926527	3926531	null
"BS0-8424"	null	[]	"dna-binding-site"	3926517	3926521	null
"BS0-8425"	null	[]	"dna-binding-site"	3926504	3926508	null
"BS0-8426"	null	[]	"dna-binding-site"	null	null	null
"BS0-8427"	null	[]	"dna-binding-site"	4449772	4449790	null
"BS0-8429"	null	[]	"dna-binding-site"	2884399	2884418	null
"BS0-8430"	null	[]	"dna-binding-site"	707980	708004	null
"BS0-8431"	null	[]	"dna-binding-site"	708158	708173	null
"BS0-8432"	null	[]	"dna-binding-site"	3532581	3532596	null
"BS0-8433"	null	[]	"dna-binding-site"	3532684	3532699	null
"BS0-8434"	null	[]	"dna-binding-site"	3485900	3485915	null
"BS0-8435"	null	[]	"dna-binding-site"	1463500	1463537	null
"BS0-8436"	null	[]	"dna-binding-site"	3218907	3218923	null
"BS0-8437"	null	[]	"dna-binding-site"	1619048	1619057	null
"BS0-8438"	null	[]	"dna-binding-site"	4277444	4277453	null
"BS0-8439"	null	[]	"dna-binding-site"	null	null	null
"BS0-8440"	null	[]	"dna-binding-site"	1350162	1350203	null
"BS0-8441"	null	[]	"dna-binding-site"	2991285	2991326	null
"BS0-8442"	null	[]	"dna-binding-site"	636843	636884	null
"BS0-8443"	null	[]	"dna-binding-site"	1624023	1624064	null
"BS0-8444"	null	[]	"dna-binding-site"	2407833	2407874	null
"BS0-8445"	null	[]	"dna-binding-site"	1893800	1893841	null
"BS0-8446"	null	[]	"dna-binding-site"	1216241	1216282	null
"BS0-8449"	null	[]	"dna-binding-site"	1619057	1619071	null
"BS0-8451"	null	[]	"dna-binding-site"	null	null	null
"BS0-8452"	null	[]	"dna-binding-site"	null	null	null
"BS0-8453"	null	[]	"dna-binding-site"	1506085	1506106	null
"BS0-8454"	null	[]	"dna-binding-site"	1506125	1506142	null
"BS0-8455"	null	[]	"dna-binding-site"	null	null	null
"BS0-8456"	null	[]	"dna-binding-site"	null	null	null
"BS0-8457"	null	[]	"dna-binding-site"	2038870	2038885	null
"BS0-8458"	null	[]	"dna-binding-site"	2038869	2038886	null
"BS0-8459"	null	[]	"dna-binding-site"	3664654	3664674	null
"BS0-8460"	null	[]	"dna-binding-site"	1031912	1031934	null
"BS0-8461"	null	[]	"dna-binding-site"	1037672	1037693	null
"BS0-8462"	null	[]	"dna-binding-site"	4112798	4112830	null
"BS0-8463"	null	[]	"dna-binding-site"	3653884	3653908	null
"BS0-8464"	null	[]	"dna-binding-site"	17894	17926	null
"BS0-8465"	null	[]	"dna-binding-site"	2804730	2804743	null
"BS0-8466"	null	[]	"dna-binding-site"	2804887	2804901	null
"BS0-8467"	null	[]	"dna-binding-site"	1092545	1092564	null
"BS0-8469"	null	[]	"dna-binding-site"	1020991	1021012	null
"BS0-8473"	null	[]	"dna-binding-site"	1227495	1227517	null
"BS0-8474"	null	[]	"dna-binding-site"	1875649	1875666	null
"BS0-8475"	null	[]	"dna-binding-site"	1875623	1875636	null
"BS0-8476"	null	[]	"dna-binding-site"	1875574	1875594	null
"BS0-8477"	null	[]	"dna-binding-site"	3784254	3784275	null
"BS0-8478"	null	[]	"dna-binding-site"	914921	914938	null
"BS0-8479"	null	[]	"dna-binding-site"	914942	914959	null
"BS0-8480"	null	[]	"dna-binding-site"	451577	451592	null
"BS0-8481"	null	[]	"dna-binding-site"	451576	451593	null
"BS0-8482"	null	[]	"dna-binding-site"	595511	595528	null
"BS0-8483"	null	[]	"dna-binding-site"	null	null	null
"BS0-8484"	null	[]	"dna-binding-site"	819852	819866	null
"BS0-8485"	null	[]	"dna-binding-site"	2741752	2741766	null
"BS0-8486"	null	[]	"dna-binding-site"	1335077	1335091	null
"BS0-8487"	null	[]	"dna-binding-site"	1050711	1050725	null
"BS0-8488"	null	[]	"dna-binding-site"	1050744	1050758	null
"BS0-8489"	null	[]	"dna-binding-site"	1978378	1978392	null
"BS0-8490"	null	[]	"dna-binding-site"	2312887	2312901	null
"BS0-8491"	null	[]	"dna-binding-site"	null	null	null
"BS0-8492"	null	[]	"dna-binding-site"	1351161	1351177	null
"BS0-8493"	null	[]	"dna-binding-site"	208280	208296	null
"BS0-8494"	null	[]	"dna-binding-site"	3405115	3405131	null
"BS0-8495"	null	[]	"dna-binding-site"	2434056	2434072	null
"BS0-8496"	null	[]	"dna-binding-site"	null	null	null
"BS0-8497"	null	[]	"dna-binding-site"	null	null	null
"BS0-8498"	null	[]	"dna-binding-site"	null	null	null
"BS0-8499"	null	[]	"dna-binding-site"	null	null	null
"BS0-8501"	null	[]	"dna-binding-site"	1103422	1103434	null
"BS0-8502"	null	[]	"dna-binding-site"	null	null	null
"BS0-8503"	null	[]	"dna-binding-site"	null	null	null
"BS0-8506"	null	[]	"dna-binding-site"	70216	70233	null
"BS0-8507"	null	[]	"dna-binding-site"	70195	70212	null
"BS0-8508"	null	[]	"dna-binding-site"	4595807	4595824	null
"BS0-8510"	null	[]	"dna-binding-site"	2924698	2924716	null
"BS0-8511"	null	[]	"dna-binding-site"	4050868	4050886	null
"BS0-8512"	null	[]	"dna-binding-site"	null	null	null
"BS0-8513"	null	[]	"dna-binding-site"	980732	980746	null
"BS0-8515"	null	[]	"dna-binding-site"	null	null	null
"BS0-8517"	null	[]	"dna-binding-site"	null	null	null
"BS0-8519"	null	[]	"dna-binding-site"	null	null	null
"BS0-8521"	null	[]	"dna-binding-site"	null	null	null
"BS0-8523"	null	[]	"dna-binding-site"	null	null	null
"BS0-8525"	null	[]	"dna-binding-site"	3246416	3246433	null
"BS0-8527"	null	[]	"dna-binding-site"	3246416	3246433	null
"BS0-8529"	null	[]	"dna-binding-site"	830658	830677	null
"BS0-8533"	null	[]	"dna-binding-site"	3719741	3719750	null
"BS0-8535"	null	[]	"dna-binding-site"	3719779	3719788	null
"BS0-8537"	null	[]	"dna-binding-site"	3719823	3719839	null
"BS0-8539"	null	[]	"dna-binding-site"	3719875	3719884	null
"BS0-8541"	null	[]	"dna-binding-site"	3719907	3719916	null
"BS0-8543"	null	[]	"dna-binding-site"	3719756	3719770	null
"BS0-8545"	null	[]	"dna-binding-site"	3719810	3719824	null
"BS0-8547"	null	[]	"dna-binding-site"	3719893	3719907	null
"BS0-8549"	null	[]	"dna-binding-site"	3719968	3719982	null
"BS0-8551"	null	[]	"dna-binding-site"	3720000	3720014	null
"BS0-8555"	null	[]	"dna-binding-site"	1313858	1313871	null
"BS0-8557"	null	[]	"dna-binding-site"	1313983	1314000	null
"BS0-8559"	null	[]	"dna-binding-site"	1313941	1313956	null
"BS0-8561"	null	[]	"dna-binding-site"	1313965	1313980	null
"BS0-8563"	null	[]	"dna-binding-site"	null	null	null
"BS0-8565"	null	[]	"dna-binding-site"	null	null	null
"BS0-8567"	null	[]	"dna-binding-site"	1978422	1978431	null
"BS0-8569"	null	[]	"dna-binding-site"	4050915	4050930	null
"BS0-8571"	null	[]	"dna-binding-site"	4050868	4050883	null
"BS0-8573"	null	[]	"dna-binding-site"	4050837	4050852	null
"BS0-8575"	null	[]	"dna-binding-site"	3234467	3234485	null
"BS0-8577"	null	[]	"dna-binding-site"	3234494	3234520	null
"BS0-8579"	null	[]	"dna-binding-site"	3234494	3234520	null
"BS0-8581"	null	[]	"dna-binding-site"	3234467	3234485	null
"BS0-8583"	null	[]	"dna-binding-site"	331672	331696	null
"BS0-8585"	null	[]	"dna-binding-site"	2710354	2710370	null
"BS0-8587"	null	[]	"dna-binding-site"	2710364	2710381	null
"BS0-8589"	null	[]	"dna-binding-site"	2710385	2710398	null
"BS0-8591"	null	[]	"dna-binding-site"	2710420	2710439	null
"BS0-8593"	null	[]	"dna-binding-site"	2710396	2710413	null
"BS0-8595"	null	[]	"dna-binding-site"	2710357	2710374	null
"BS0-8597"	null	[]	"dna-binding-site"	2710447	2710458	null
"BS0-8599"	null	[]	"dna-binding-site"	null	null	null
"BS0-8601"	null	[]	"dna-binding-site"	null	null	null
"BS0-8603"	null	[]	"dna-binding-site"	null	null	null
"BS0-8605"	null	[]	"dna-binding-site"	null	null	null
"BS0-8607"	null	[]	"dna-binding-site"	null	null	null
"BS0-8609"	null	[]	"dna-binding-site"	null	null	null
"BS0-861"	null	[]	"dna-binding-site"	612650	612668	null
"BS0-8611"	null	[]	"dna-binding-site"	1673785	1673794	null
"BS0-8613"	null	[]	"dna-binding-site"	1673535	1673544	null
"BS0-8615"	null	[]	"dna-binding-site"	1673487	1673496	null
"BS0-8617"	null	[]	"dna-binding-site"	2924617	2924629	null
"BS0-8619"	null	[]	"dna-binding-site"	3931193	3931206	null
"BS0-8621"	null	[]	"dna-binding-site"	3931323	3931336	null
"BS0-8623"	null	[]	"dna-binding-site"	379908	379956	null
"BS0-8625"	null	[]	"dna-binding-site"	null	null	null
"BS0-8627"	null	[]	"dna-binding-site"	null	null	null
"BS0-8629"	null	[]	"dna-binding-site"	null	null	null
"BS0-8631"	null	[]	"dna-binding-site"	null	null	null
"BS0-8633"	null	[]	"dna-binding-site"	null	null	null
"BS0-8635"	null	[]	"dna-binding-site"	null	null	null
"BS0-8639"	null	[]	"dna-binding-site"	null	null	null
"BS0-8641"	null	[]	"dna-binding-site"	null	null	null
"BS0-8643"	null	[]	"dna-binding-site"	null	null	null
"BS0-8645"	null	[]	"dna-binding-site"	null	null	null
"BS0-8647"	null	[]	"dna-binding-site"	null	null	null
"BS0-8649"	null	[]	"dna-binding-site"	null	null	null
"BS0-8651"	null	[]	"dna-binding-site"	null	null	null
"BS0-8653"	null	[]	"dna-binding-site"	null	null	null
"BS0-8655"	null	[]	"dna-binding-site"	583454	583464	null
"BS0-8657"	null	[]	"dna-binding-site"	189598	189616	null
"BS0-8659"	null	[]	"dna-binding-site"	189598	189616	null
"BS0-8661"	null	[]	"dna-binding-site"	189598	189616	null
"BS0-8663"	null	[]	"dna-binding-site"	3172452	3172472	null
"BS0-8665"	null	[]	"dna-binding-site"	3172452	3172472	null
"BS0-8667"	null	[]	"dna-binding-site"	3172452	3172472	null
"BS0-8669"	null	[]	"dna-binding-site"	3303372	3303392	null
"BS0-8671"	null	[]	"dna-binding-site"	3303372	3303392	null
"BS0-8673"	null	[]	"dna-binding-site"	3303372	3303392	null
"BS0-8675"	null	[]	"dna-binding-site"	1488020	1488038	null
"BS0-8677"	null	[]	"dna-binding-site"	1488020	1488038	null
"BS0-8679"	null	[]	"dna-binding-site"	1488020	1488038	null
"BS0-8681"	null	[]	"dna-binding-site"	84000	84090	null
"BS0-8683"	null	[]	"dna-binding-site"	3246482	3246500	null
"BS0-8685"	null	[]	"dna-binding-site"	4595902	4595914	null
"BS0-8687"	null	[]	"dna-binding-site"	4005834	4005848	null
"BS0-8691"	null	[]	"dna-binding-site"	1447392	1447404	null
"BS0-8693"	null	[]	"dna-binding-site"	1447306	1447318	null
"BS0-8695"	null	[]	"dna-binding-site"	3354148	3354186	null
"BS0-8697"	null	[]	"dna-binding-site"	282236	282254	null
"BS0-8699"	null	[]	"dna-binding-site"	3340156	3340170	null
"BS0-8701"	null	[]	"dna-binding-site"	2634148	2634162	null
"BS0-8705"	null	[]	"dna-binding-site"	null	null	null
"BS0-8707"	null	[]	"dna-binding-site"	4439466	4439484	null
"BS0-8709"	null	[]	"dna-binding-site"	4439444	4439462	null
"BS0-8724"	null	[]	"dna-binding-site"	null	null	null
"BS0-8725"	null	[]	"dna-binding-site"	null	null	null
"BS0-8726"	null	[]	"dna-binding-site"	1420321	1420335	null
"BS0-8727"	null	[]	"dna-binding-site"	null	null	null
"BS0-8728"	null	[]	"dna-binding-site"	1420295	1420309	null
"BS0-8729"	null	[]	"dna-binding-site"	null	null	null
"BS0-8730"	null	[]	"dna-binding-site"	1420270	1420280	null
"BS0-8731"	null	[]	"dna-binding-site"	null	null	null
"BS0-8732"	null	[]	"dna-binding-site"	1420218	1420223	null
"BS0-8733"	null	[]	"dna-binding-site"	null	null	null
"BS0-8734"	null	[]	"dna-binding-site"	2002014	2002029	null
"BS0-8735"	null	[]	"dna-binding-site"	null	null	null
"BS0-8736"	null	[]	"dna-binding-site"	2001998	2002013	null
