# Organism: Escherichia coli K-12 substr. MG1655
# Database: EcoCyc
# Version: 25.1
# Date and time generated: September 10, 2021, 12:54:24
"id"	"common_name"	"genes"	"left_end_pos"	"right_end_pos"	"direction"
"TU0-36435"	"yjbEFGH"	["EG11926", "EG11925", "EG11924", "EG11923"]	4235872	4239730	"+"
"TU0-36438"	"arrS"	["G0-10694"]	3657985	3658054	"-"
"TU0-3644"	"ydcSTUV-patD"	["G6755", "G6754", "G6753", "G6752", "G6751"]	1511654	1517002	"+"
"TU0-36440"	"plsB"	["EG10740"]	4254043	4256502	"-"
"TU0-36442"	"dgkA"	["EG10224"]	4256457	4257005	"+"
"TU0-36443"	"cbpAM"	["EG12194", "EG12193"]	1062550	1063828	"-"
"TU0-3645"	"rutABCDEFG"	["G6523", "G6522", "G6521", "G6520", "G6519", "G6518", "G6517"]	1068511	1074026	"-"
"TU0-3721"	"acs-yjcHG"	["EG11942", "EG11943", "EG11448"]	4283253	4287595	"-"
"TU0-3723"	"acs-yjcHG"	["EG11942", "EG11943", "EG11448"]	4283253	4287391	"-"
"TU0-3741"	"metBL"	["EG10590", "EG10582"]	4128579	4132456	"+"
"TU0-3841"	"rapA-rluA"	["EG12609", "EG11083"]	59687	63358	"-"
"TU0-3862"	"nhaAR"	["EG11078", "EG10652"]	17317	19620	"+"
"TU0-3882"	"proP"	["EG11612"]	4330284	4332004	"+"
"TU0-3901"	"sra"	["EG11508"]	1555826	1556046	"-"
"TU0-3941"	"ftsQ"	["EG10342"]	102705	103985	"+"
"TU0-3963"	"fepDGC"	["EG10295", "EG10298", "EG10296"]	619384	622192	"-"
"TU0-3982"	"csiE"	["G7329"]	2665358	2666715	"+"
"TU0-4"	"yggN"	["EG12705"]	3100904	3101640	"-"
"TU0-4001"	"csiD-ygaF-gabDTP"	["EG11330", "EG10361", "EG11329", "EG12387", "G7394"]	2788858	2795653	"+"
"TU0-4021"	"pdeR"	["G6639"]	1344757	1346843	"-"
"TU0-4141"	"dsbC"	["EG11070"]	3038112	3038834	"-"
"TU0-4143"	"mdoGH"	["EG11886", "EG11885"]	1109257	1113560	"+"
"TU0-4146"	"hlpA-lpxD-fabZ-lpxA"	["EG10545", "EG11284", "EG10316", "EG10455"]	200354	203348	"+"
"TU0-4161"	"bamC"	["EG10658"]	2597803	2599014	"-"
"TU0-41656"	"yceI"	["EG11820"]	1117901	1118476	"-"
"TU0-41673"	"bhsA"	["G6570"]	1169019	1169330	"+"
"TU0-41681"	"phoQ"	["EG10732"]	1188316	1189940	"-"
"TU0-41739"	"mpaA"	["G6662"]	1389870	1390598	"-"
"TU0-41760"	"ydbK-ompN"	["G6700", "G6701"]	1435760	1440846	"-"
"TU0-41778"	"ydcSTUV-patD"	["G6755", "G6752", "G6753", "G6754", "G6751"]	1511654	1517002	"+"
"TU0-41793"	"gadC"	["G6786"]	1568904	1570489	"-"
"TU0-41795"	"ydeNM"	["G6787", "G6788"]	1579633	1582554	"-"
"TU0-41801"	"ydeI"	["EG11644"]	1624105	1624559	"-"
"TU0-4181"	"rfaDFCL"	["EG11424", "EG11189", "EG12210", "EG10838"]	3793939	3798207	"+"
"TU0-4182"	"rfaDFCL"	["EG11424", "EG11189", "EG12210", "EG10838"]	3793896	3798207	"+"
"TU0-4183"	"rfaDFCL"	["EG11424", "EG11189", "EG12210", "EG10838"]	3793970	3798207	"+"
"TU0-4184"	"lpxD"	["EG10316"]	200960	201996	"+"
"TU0-41842"	"ydiY"	["G6928"]	1805325	1806083	"-"
"TU0-41857"	"msrB"	["EG12394"]	1862016	1862464	"-"
"TU0-4187"	"fadD-sroD"	["G0-9384", "EG11530"]	1888017	1889807	"-"
"TU0-4189"	"yggN"	["EG12705"]	3100904	3101798	"-"
"TU0-41901"	"sdiA"	["EG10935"]	1996110	1996897	"-"
"TU0-4191"	"yggN"	["EG12705"]	3100904	3101744	"-"
"TU0-4192"	"ygiM"	["EG12434"]	3201104	3201827	"+"
"TU0-4201"	"hemA-prfA-prmC"	["EG12424", "EG10761", "EG10427"]	1263651	1266927	"+"
"TU0-4202"	"hemA"	["EG10427"]	1263583	1264970	"+"
"TU0-4204"	"bamA"	["G6093"]	197821	200360	"+"
"TU0-4205"	"yqjA-mzrA"	["G7610", "G7609"]	3247643	3248822	"+"
"TU0-42202"	"rpsI"	["EG10908"]	3377756	3378207	"-"
"TU0-4221"	"bamD"	["G7352"]	2736006	2736883	"+"
"TU0-4222"	"rseP"	["EG12436"]	196470	197898	"+"
"TU0-42252"	"gntU"	["EG12631"]	3575688	3577061	"-"
"TU0-4242"	"yghF"	["G7537"]	3112054	3113049	"-"
"TU0-42448"	"yciT"	["G6638"]	1343597	1344510	"-"
"TU0-42449"	"yffO-yffP"	["G7277", "G7276"]	2562053	2563117	"+"
"TU0-42451"	"araFGH"	["EG10059", "EG10058", "EG10057"]	1982554	1986148	"-"
"TU0-42452"	"ppk-ppx"	["EG11403", "EG11510"]	2622977	2626656	"+"
"TU0-42454"	"appY"	["EG10050"]	583656	584430	"+"
"TU0-42455"	"gpmM-envC-yibQ"	["EG12298", "EG12297", "EG12296"]	3785187	3789060	"+"
"TU0-42456"	"csrA"	["EG11447"]	2818961	2819373	"-"
"TU0-42457"	"csrA"	["EG11447"]	2818961	2819370	"-"
"TU0-42458"	"csrA"	["EG11447"]	2818961	2819198	"-"
"TU0-42459"	"csrA"	["EG11447"]	2818961	2819189	"-"
"TU0-42460"	"rybA-mntS"	["G0-8881", "G0-10715"]	852725	853064	"-"
"TU0-42461"	"azoR"	["G6731"]	1482255	1482904	"-"
"TU0-42462"	"ddpXABCDF"	["G6777", "G6778", "G6779", "G6780", "G6781", "G6782"]	1557112	1563201	"-"
"TU0-42463"	"ddpXABCDF"	["G6777", "G6778", "G6779", "G6780", "G6781", "G6782"]	1557112	1563249	"-"
"TU0-42465"	"sdiA"	["EG10935"]	1996110	1996917	"-"
"TU0-42466"	"sdiA"	["EG10935"]	1996110	1996867	"-"
"TU0-42467"	"sdiA"	["EG10935"]	1996110	1996857	"-"
"TU0-42468"	"cbrA"	["EG11714"]	3869377	3870441	"+"
"TU0-42470"	"recG"	["EG10829"]	3825210	3827291	"+"
"TU0-42471"	"metH"	["EG10587"]	4223505	4227511	"+"
"TU0-42472"	"patZ"	["G7350"]	2719931	2722613	"+"
"TU0-42474"	"shiA"	["G7067"]	2053566	2054959	"+"
"TU0-42475"	"leuO"	["EG10531"]	84154	85312	"+"
"TU0-42477"	"leuO"	["EG10531"]	84304	85312	"+"
"TU0-42478"	"leuLABCD"	["EG11575", "EG11576", "EG11577", "EG11226", "EG11280"]	78848	84024	"-"
"TU0-42479"	"rsmG"	["EG10376"]	3923057	3923680	"-"
"TU0-42480"	"gapA"	["EG10367"]	1862240	1863766	"+"
"TU0-42481"	"gapA"	["EG10367"]	1862247	1863766	"+"
"TU0-42482"	"fumC"	["EG10358"]	1685185	1686654	"-"
"TU0-42483"	"rmf"	["EG50004"]	1015657	1015924	"+"
"TU0-42484"	"esrE"	["G0-10737"]	4019978	4020229	"+"
"TU0-42486"	"thrL"	["EG11277"]	148	310	"+"
"TU0-42491"	"btsT"	["G7942"]	4589129	4591367	"-"
"TU0-42492"	"yhjX"	["EG12268"]	3710799	3712043	"-"
"TU0-42493"	"cspI"	["G6825"]	1638455	1638712	"-"
"TU0-42495"	"ibaG-murA"	["EG11358", "G7657"]	3335235	3336833	"-"
"TU0-42497"	"dksA-gluQ"	["EG11362", "EG10230"]	159186	160751	"-"
"TU0-42498"	"yibD"	["EG11266"]	3789047	3790081	"-"
"TU0-42499"	"fumAC"	["EG10358", "EG10356"]	1685185	1688440	"-"
"TU0-42501"	"bluF"	["G6603"]	1214264	1215506	"-"
"TU0-42503"	"ssrA"	["EG30100"]	2755586	2755955	"+"
"TU0-42504"	"yfeCD"	["EG11432", "EG11431"]	2518407	2519205	"+"
"TU0-42508"	"leuL"	["EG11280"]	83574	83735	"-"
"TU0-42509"	"sucAB"	["EG10980", "EG10979"]	758586	762966	"+"
"TU0-42510"	"trpL"	["EG11274"]	1322975	1323108	"-"
"TU0-42511"	"hisL"	["EG11269"]	2089965	2090140	"+"
"TU0-42512"	"gntK"	["EG12629"]	3577006	3577645	"-"
"TU0-42513"	"ivbL"	["EG11275"]	3852835	3853023	"-"
"TU0-42514"	"tnaC"	["EG11276"]	3888411	3888509	"+"
"TU0-42515"	"bglG"	["EG10116"]	3905636	3906697	"-"
"TU0-42516"	"ilvL"	["EG11270"]	3950218	3950471	"+"
"TU0-42517"	"ilvL"	["EG11270"]	3950290	3950471	"+"
"TU0-42518"	"rhoL"	["EG12428"]	3966162	3966876	"+"
"TU0-42519"	"tatABC"	["EG11479", "G7808", "G7806"]	4021909	4023537	"+"
"TU0-42524"	"ycjY-ymjDC-mpaA"	["G6662", "G0-10446", "G0-10645", "G6663"]	1389870	1392072	"-"
"TU0-42525"	"frr"	["EG10335"]	192814	193498	"+"
"TU0-42526"	"leuE"	["G6984"]	1880121	1880800	"-"
"TU0-42529"	"agrA"	["G0-10751"]	3648063	3648144	"+"
"TU0-42530"	"agrB"	["G0-10752"]	3648294	3648375	"+"
"TU0-42532"	"cbpA-cbpM"	["EG12194", "EG12193"]	1062550	1064037	"-"
"TU0-42533"	"cbpA-cbpM"	["EG12194", "EG12193"]	1062550	1063919	"-"
"TU0-42534"	"nemRA-gloA"	["G6891", "G6890", "G6889"]	1726021	1728244	"+"
"TU0-42535"	"ydcSTUV-patD"	["G6755", "G6754", "G6753", "G6752", "G6751"]	1511599	1517002	"+"
"TU0-42537"	"acpP"	["EG50003"]	1151575	1151887	"+"
"TU0-42538"	"fabF"	["EG12606"]	1151939	1153180	"+"
"TU0-42540"	"ydbK-ompN"	["G6700", "G6701"]	1435760	1440831	"-"
"TU0-42543"	"nanA"	["EG10637"]	3372683	3373620	"-"
"TU0-42544"	"nanCMS"	["G7919", "G7920", "G7921"]	4536614	4539928	"-"
"TU0-42545"	"ghoST"	["G0-10472", "G7830"]	4352549	4353081	"+"
"TU0-42547"	"feaR"	["G6706"]	1446378	1447349	"-"
"TU0-42548"	"feaR"	["G6706"]	1446378	1447309	"-"
"TU0-42549"	"feaR"	["G6706"]	1446378	1447394	"-"
"TU0-42551"	"feaB"	["G7961"]	1447370	1449063	"+"
"TU0-42552"	"tynA"	["EG13139"]	1449076	1451498	"-"
"TU0-42558"	"ssnA"	["G7498"]	3018950	3020522	"+"
"TU0-42559"	"gcvR"	["EG11149"]	2599806	2600478	"+"
"TU0-42560"	"degQ"	["G7682"]	3380698	3382178	"+"
"TU0-42561"	"degS"	["EG11652"]	3382173	3383316	"+"
"TU0-42564"	"bglG"	["EG10116"]	3905636	3906717	"-"
"TU0-42565"	"yejG"	["EG12042"]	2277893	2278397	"-"
"TU0-42566"	"mepS"	["G7147"]	2269811	2270545	"+"
"TU0-42567"	"dcuA"	["EG11225"]	4365472	4366951	"-"
"TU0-42568"	"aroL-yaiA-aroM"	["EG10083", "EG11093", "EG10082"]	406355	408105	"+"
"TU0-42569"	"serC"	["EG10946"]	957579	958741	"+"
"TU0-42571"	"araE-ygeA"	["EG11157", "EG10056"]	2979943	2982208	"-"
"TU0-42572"	"ralA"	["G0-16600"]	1413556	1413734	"+"
"TU0-42573"	"lapAB"	["EG12691", "G6637"]	1340186	1341727	"+"
"TU0-42576"	"micL"	["G0-16601"]	1958441	1958747	"-"
"TU0-42577"	"grcA"	["EG11784"]	2716066	2716506	"-"
"TU0-42578"	"galE"	["EG10362"]	790312	792081	"-"
"TU0-42580"	"galE"	["EG10362"]	791039	792086	"-"
"TU0-42581"	"galET"	["EG10366", "EG10362"]	789840	792081	"-"
"TU0-42582"	"galET"	["EG10366", "EG10362"]	789983	792086	"-"
"TU0-42583"	"galETK"	["EG10363", "EG10366", "EG10362"]	788615	792081	"-"
"TU0-42584"	"galETK"	["EG10363", "EG10366", "EG10362"]	788831	792086	"-"
"TU0-42588"	"galK"	["EG10363"]	788831	790463	"-"
"TU0-42589"	"relA"	["EG10835"]	2911417	2913700	"-"
"TU0-42590"	"relA"	["EG10835"]	2911417	2914318	"-"
"TU0-42592"	"micL"	["G0-16601"]	1958441	1958986	"-"
"TU0-42593"	"ariR"	["G6606"]	1216369	1216635	"+"
"TU0-42594"	"gltI-sroC-gltJKL"	["EG12663", "EG12662", "EG12661", "G0-9383", "G6359"]	684530	687777	"-"
"TU0-42595"	"metG"	["EG10586"]	2193758	2196366	"+"
"TU0-42596"	"yibN-grxC-secB-gpsA"	["EG12294", "EG12295", "EG20091", "EG10937"]	3782642	3785195	"-"
"TU0-42599"	"ascB"	["EG10085"]	2840942	2842414	"+"
"TU0-42600"	"panD"	["EG11747"]	146314	146754	"-"
"TU0-42602"	"accA"	["EG11647"]	208326	209580	"+"
"TU0-42603"	"accBC"	["EG10276", "EG10275"]	3405172	3407302	"+"
"TU0-42604"	"fabI"	["EG11528"]	1350251	1351121	"-"
"TU0-42605"	"yajG-ampG"	["EG12183", "EG12182"]	452070	454210	"-"
"TU0-42608"	"yqaE-kbp"	["G7395", "G7396"]	2796337	2797085	"-"
"TU0-42612"	"exuR"	["EG12739"]	3246618	3247428	"+"
"TU0-42614"	"lgt"	["EG12128"]	2965066	2966121	"-"
"TU0-42616"	"thyA"	["EG11002"]	2964320	2965254	"-"
"TU0-42620"	"sdsN"	["G0-10699"]	1996880	1997057	"+"
"TU0-42622"	"sdiA"	["EG10935"]	1996110	1996893	"-"
"TU0-42626"	"sdiA"	["EG10935"]	1996110	1996910	"-"
"TU0-42628"	"rplU-rpmA-yhbE-obgE"	["G7656", "EG11499", "EG50002", "EG50001"]	3330582	3333516	"-"
"TU0-42630"	"sdsN"	["G0-10699"]	1996921	1997057	"+"
"TU0-42636"	"rpoE-rseABC"	["G0-16690", "G7347", "G7348", "EG12341", "EG11897"]	2707322	2710393	"-"
"TU0-42638"	"rpoE-rseABC"	["G0-16690", "G7347", "G7348", "EG12341", "EG11897"]	2707322	2710339	"-"
"TU0-42640"	"rpoE-rseABC"	["G0-16690", "G7347", "G7348", "EG12341", "EG11897"]	2707322	2710230	"-"
"TU0-42642"	"rpoE-rseABC"	["G7347", "G7348", "EG12341", "EG11897"]	2707322	2710165	"-"
"TU0-42650"	"hcp-hcr-poxB"	["EG10754", "G6456", "G6457"]	909331	913845	"-"
"TU0-42652"	"leuV"	["EG30051"]	4606079	4606165	"-"
"TU0-42656"	"leuO"	["EG10531"]	84298	85312	"+"
"TU0-42660"	"serW"	["EG30096"]	925843	926043	"-"
"TU0-42662"	"infA-serW"	["EG30096", "EG10504"]	925884	926443	"-"
"TU0-42664"	"ymdAB-clsC"	["G6551", "G6550", "G6549"]	1105201	1107776	"+"
"TU0-42666"	"ymdB"	["G6550"]	1105803	1106353	"+"
"TU0-42668"	"ymdAB"	["G6550", "G6549"]	1105201	1106353	"+"
"TU0-42672"	"mlaFEDCB"	["G7658", "G7659", "EG12799", "EG12800", "EG12801"]	3336963	3340132	"-"
"TU0-42674"	"mlaFEDCB"	["G7658", "G7659", "EG12799", "EG12800", "EG12801"]	3336963	3340102	"-"
"TU0-42682"	"yihW"	["EG11849"]	4074641	4075454	"+"
"TU0-42684"	"argH"	["EG11223"]	4156850	4158223	"+"
"TU0-42686"	"yihUTS"	["EG11845", "EG11846", "EG11847"]	4070515	4073596	"-"
"TU0-42688"	"yihUTS"	["EG11845", "EG11846", "EG11847"]	4070515	4073606	"-"
"TU0-42689"	"yihUTS"	["EG11845", "EG11846", "EG11847"]	4070515	4073634	"-"
"TU0-42690"	"yihUTS"	["EG11845", "EG11846", "EG11847"]	4070515	4073663	"-"
"TU0-42694"	"aroD"	["EG10076"]	1774571	1775444	"+"
"TU0-42695"	"csgA"	["EG11489"]	1104236	1104902	"+"
"TU0-42696"	"dmsC"	["EG10234"]	943957	944896	"+"
"TU0-42697"	"fucO"	["EG10351"]	2931865	2933223	"-"
"TU0-42698"	"fucU"	["EG10355"]	2938837	2939310	"+"
"TU0-42699"	"garR"	["EG11176"]	3271867	3272820	"-"
"TU0-42700"	"glpQ"	["EG10399"]	2349935	2351124	"-"
"TU0-4284"	"imp"	["EG11569"]	54755	57156	"-"
"TU0-4285"	"imp"	["EG11569"]	54755	57241	"-"
"TU0-4287"	"imp-surA-pdxA"	["EG10691", "EG10985", "EG11569"]	52427	57336	"-"
"TU0-4288"	"iclR"	["EG10491"]	4222804	4223652	"-"
"TU0-4343"	"secMA-mutT"	["EG10626", "EG10936", "EG11087"]	107705	111433	"+"
"TU0-4401"	"yaiS"	["G6216"]	384059	384616	"-"
"TU0-4403"	"kch"	["EG11606"]	1309016	1310269	"-"
"TU0-4404"	"puuP"	["G0-16737", "G6643"]	1357802	1359373	"-"
"TU0-4405"	"glrK"	["G7345"]	2689671	2691123	"-"
"TU0-44193"	"btuD"	["EG10128"]	1792809	1793583	"-"
"TU0-44194"	"malY"	["EG10564"]	1700840	1702129	"+"
"TU0-44195"	"psiF"	["EG11401"]	403231	403601	"+"
"TU0-44196"	"allB"	["G6281"]	539041	540508	"+"
"TU0-44197"	"allB"	["G6281"]	538986	540508	"+"
"TU0-44198"	"allB"	["G6281"]	538944	540508	"+"
"TU0-44199"	"frlR"	["G7727"]	3504043	3504783	"+"
"TU0-44200"	"frlR"	["G7727"]	3504033	3504783	"+"
"TU0-44201"	"gnsA"	["G0-9662"]	1052004	1052240	"+"
"TU0-44202"	"gnsA"	["G0-9662"]	1051999	1052240	"+"
"TU0-44203"	"mngB"	["EG13236"]	767825	770611	"+"
"TU0-44204"	"mngB"	["EG13236"]	767795	770611	"+"
"TU0-44205"	"paaJ"	["G6718"]	1460801	1462098	"+"
"TU0-44206"	"paaJ"	["G6718"]	1460771	1462098	"+"
"TU0-44207"	"paaJ"	["G6718"]	1460644	1462098	"+"
"TU0-44208"	"yjhC"	["G7901"]	4505266	4506405	"+"
"TU0-44209"	"yjhC"	["G7901"]	4505260	4506405	"+"
"TU0-4421"	"nagE"	["EG10635"]	703715	705965	"+"
"TU0-44210"	"xapB"	["EG13159"]	2522698	2524251	"-"
"TU0-44211"	"xapB"	["EG13159"]	2522698	2524303	"-"
"TU0-44212"	"xapB"	["EG13159"]	2522698	2524375	"-"
"TU0-44213"	"btuE"	["EG10129"]	1793558	1794124	"-"
"TU0-44214"	"btuE"	["EG10129"]	1793558	1794129	"-"
"TU0-44215"	"speD"	["EG10962"]	134756	135717	"-"
"TU0-44217"	"speE"	["EG10963"]	135598	136504	"-"
"TU0-44218"	"aroM"	["EG10083"]	407400	408105	"+"
"TU0-44219"	"lpxT"	["G7146"]	2268826	2269567	"+"
"TU0-44220"	"nei"	["G6383"]	745904	746726	"+"
"TU0-44221"	"uhpB"	["EG11052"]	3848634	3850294	"-"
"TU0-44222"	"yabR"	["G0-16721"]	85467	85511	"-"
"TU0-44223"	"sokX"	["G0-10695"]	2887353	2887408	"+"
"TU0-44224"	"trxA"	["EG11031"]	3965650	3966136	"+"
"TU0-44225"	"infB"	["EG10505"]	3313185	3316027	"-"
"TU0-44226"	"nusA-infB"	["EG10505", "EG10665"]	3313185	3317602	"-"
"TU0-4441"	"norVW"	["EG12450", "G7413"]	2832298	2835045	"+"
"TU0-4444"	"seqA-pgm"	["EG12144", "EG12197"]	712942	715242	"+"
"TU0-4461"	"garD"	["EG12522"]	3275252	3276853	"+"
"TU0-4462"	"gudPXD"	["G7445", "G7446", "G7447"]	2918045	2922130	"-"
"TU0-4482"	"mngAB"	["EG13236", "EG13235"]	765811	770611	"+"
"TU0-4483"	"rpiB"	["EG11827"]	4313257	4313827	"+"
"TU0-4501"	"cdaR"	["EG12335"]	182447	183620	"+"
"TU0-4502"	"alsRBACE"	["EG11957", "EG11958", "EG11959", "EG12458", "G7821"]	4307783	4313137	"-"
"TU0-4504"	"alsRBACE"	["EG11957", "EG11958", "EG11959", "EG12458", "G7821"]	4307783	4313132	"-"
"TU0-45142"	"pdeL"	["EG11236"]	332043	333459	"+"
"TU0-45143"	"appY"	["EG10050"]	583580	584430	"+"
"TU0-45144"	"sdsR-pphA"	["G7011", "G0-8883"]	1922313	1923207	"-"
"TU0-45145"	"hicAB"	["G6749", "G0-10451"]	1509275	1509924	"+"
"TU0-45146"	"gltF"	["EG11514"]	3361176	3361940	"+"
"TU0-45147"	"oppBCDF"	["EG10678", "EG10677", "EG10676", "EG10675"]	1302806	1306768	"+"
"TU0-45150"	"mqsA"	["G7571"]	3167851	3168286	"-"
"TU0-45153"	"mqsA"	["G7571"]	3167851	3168397	"-"
"TU0-45156"	"rpmE"	["EG10889"]	4126854	4127262	"+"
"TU0-45157"	"ibsC"	["G0-10631"]	3056890	3057009	"-"
"TU0-45158"	"ibsD"	["G0-10630"]	3194701	3194825	"+"
"TU0-45160"	"yrbN-deaD"	["EG10215", "G0-10651"]	3305971	3308698	"-"
"TU0-45163"	"pykF"	["EG10804"]	1755600	1757110	"+"
"TU0-45164"	"micF"	["EG30063"]	2312964	2313176	"+"
"TU0-45165"	"rrsA-ileT-alaT-rrlA-rrfA"	["EG30070", "EG30077", "EG30008", "EG30043", "EG30084"]	4035106	4040636	"+"
"TU0-45166"	"ycgZ-ymgA-ariR-ymgC"	["G6607", "G6606", "G6605", "G6604"]	1215752	1216996	"+"
"TU0-45167"	"murR"	["G7262"]	2544752	2545793	"-"
"TU0-45168"	"mnmG-rsmG"	["EG10375", "EG10376"]	3923057	3925674	"-"
"TU0-45169"	"acnA"	["G0-16736", "EG11325"]	1335424	1338506	"+"
"TU0-45170"	"glk"	["EG12957"]	2508424	2509461	"-"
"TU0-45171"	"hyaABCDEF"	["EG10468", "EG10469", "EG10470", "EG10471", "EG10472", "EG10473"]	1031917	1037634	"+"
"TU0-45172"	"ssrS"	["EG30099"]	3055759	3056283	"+"
"TU0-45173"	"ssrS-ygfA"	["EG11158", "EG30099"]	3055759	3056789	"+"
"TU0-45174"	"mdoGH"	["EG11886", "EG11885"]	1109257	1113560	"+"
"TU0-45175"	"pykA"	["EG10803"]	1937544	1939091	"+"
"TU0-45176"	"galETK"	["EG10363", "EG10366", "EG10362"]	788615	792081	"-"
"TU0-45177"	"galET"	["EG10366", "EG10362"]	789840	792081	"-"
"TU0-45178"	"galE"	["EG10362"]	790312	792081	"-"
"TU0-45179"	"galETKM"	["EG11698", "EG10363", "EG10366", "EG10362"]	787689	792081	"-"
"TU0-45180"	"groSL"	["EG10599", "EG10600"]	4370616	4372671	"+"
"TU0-45181"	"adhE"	["EG10031"]	1295446	1298413	"-"
"TU0-45182"	"gltBDF"	["EG10403", "EG10404", "EG11514"]	3354157	3361940	"+"
"TU0-45183"	"araFGH"	["EG10059", "EG10058", "EG10057"]	1982554	1986238	"-"
"TU0-45184"	"cyaR"	["G0-8878"]	2167114	2167200	"+"
"TU0-45185"	"cyaR"	["G0-8878"]	2167114	2167200	"+"
"TU0-45186"	"pqiABC"	["G6492", "G6491", "G6490"]	1011659	1015459	"+"
"TU0-45187"	"dnaN-recF"	["EG10828", "EG10242"]	3880148	3882733	"-"
"TU0-45188"	"metK"	["EG10589"]	3086516	3087860	"+"
"TU0-45189"	"eno"	["EG10258"]	2906643	2908152	"-"
"TU0-45190"	"sgrST-setA"	["G0-10617", "EG11754", "G0-9941"]	77313	78799	"+"
"TU0-45191"	"aidB"	["EG11811"]	4414193	4415900	"+"
"TU0-45192"	"sixA"	["G7211"]	2456327	2456999	"-"
"TU0-45193"	"mlc-ynfK"	["G6851", "G6852"]	1666524	1668591	"-"
"TU0-45194"	"arrS"	["G0-10694"]	3657985	3658054	"-"
"TU0-45195"	"cbpA-cbpM"	["EG12194", "EG12193"]	1062550	1064037	"-"
"TU0-45196"	"dnaN-recF"	["EG10828", "EG10242"]	3880148	3882348	"-"
"TU0-45197"	"csiE"	["G7329"]	2665358	2666715	"+"
"TU0-45198"	"rrsG-gltW-rrlG-rrfG"	["EG30075", "EG30082", "EG30035", "EG30089"]	2726069	2731448	"-"
"TU0-45199"	"xerD-dsbC-recJ"	["EG10830", "EG11070", "EG11071"]	3036373	3039851	"-"
"TU0-45200"	"dps"	["EG11415"]	848408	848950	"-"
"TU0-45201"	"csgDEFG"	["G6543", "G6544", "G6545", "G6546"]	1100851	1103335	"-"
"TU0-45202"	"rhaSR"	["EG10843", "EG10842"]	4097599	4099494	"+"
"TU0-45203"	"tpiA"	["EG11015"]	4110740	4111569	"-"
"TU0-45204"	"pstCAB-phoU"	["EG10735", "EG10783", "EG10782", "EG10784"]	3906853	3910542	"-"
"TU0-45205"	"poxB"	["EG10754"]	909331	911076	"-"
"TU0-45206"	"gyrB"	["EG10424"]	3877532	3880150	"-"
"TU0-45207"	"proVWX"	["EG10773", "EG10772", "EG10771"]	2804563	2808124	"+"
"TU0-45208"	"gor"	["EG10412"]	3646112	3647651	"+"
"TU0-45209"	"rrsC-gltU-rrlC-rrfC"	["EG30072", "EG30079", "EG30033", "EG30086"]	3941395	3947067	"+"
"TU0-4521"	"gntR"	["EG12630"]	3577622	3578818	"-"
"TU0-45210"	"glnS"	["EG10390"]	705999	707978	"+"
"TU0-45211"	"murQP"	["G7264", "G7263"]	2545733	2548097	"+"
"TU0-45212"	"clpB"	["EG10157"]	2731557	2734205	"-"
"TU0-45213"	"mpl"	["EG12440"]	4455690	4457158	"+"
"TU0-45214"	"pstSCA"	["EG10782", "EG10784", "EG10734"]	3908495	3911568	"-"
"TU0-45215"	"pstS"	["EG10734"]	3910443	3911568	"-"
"TU0-45216"	"pstSCAB-phoU"	["EG10735", "EG10783", "EG10782", "EG10784", "EG10734"]	3906853	3911568	"-"
"TU0-45217"	"dinB-yafNOP"	["G6118", "G6117", "G6116", "G6115"]	250880	253161	"+"
"TU0-45218"	"rpoH"	["EG10897"]	3599887	3601003	"-"
"TU0-45219"	"iraD"	["G0-16685", "G7923"]	4556856	4557385	"+"
"TU0-4522"	"gntR"	["EG12630"]	3577622	3578862	"-"
"TU0-45220"	"pykA"	["EG10803"]	1937494	1939091	"+"
"TU0-45221"	"csrA"	["EG11447"]	2818961	2819373	"-"
"TU0-45222"	"pdhR-aceEF-lpdA"	["EG11088", "EG10024", "EG10025", "EG10543"]	121656	129394	"+"
"TU0-45223"	"topA"	["EG11013"]	1330789	1333645	"+"
"TU0-45224"	"csgBAC"	["G6548", "G6547", "EG11489"]	1103821	1105293	"+"
"TU0-45225"	"frdABCD"	["EG10333", "EG10332", "EG10331", "EG10330"]	4378966	4382412	"-"
"TU0-45226"	"xapAB"	["EG13159", "G85"]	2522698	2524910	"-"
"TU0-45227"	"rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF"	["EG30091", "EG30103", "EG30073", "EG30080", "EG30009", "EG30044", "EG30087"]	3423371	3429047	"-"
"TU0-45228"	"yceJI"	["G6554", "EG11820"]	1117901	1119071	"-"
"TU0-45229"	"ompF"	["EG10671"]	985831	987092	"-"
"TU0-4523"	"gntR"	["EG12630"]	3577622	3578880	"-"
"TU0-45230"	"osmB"	["EG10679"]	1343110	1343369	"-"
"TU0-45231"	"gadBC"	["G6786", "EG11490"]	1568904	1572072	"-"
"TU0-45232"	"ptsHI-crr"	["EG10788", "EG10789", "EG10165"]	2533437	2536380	"+"
"TU0-45233"	"gpmA"	["EG11699"]	786843	787670	"-"
"TU0-45234"	"osmY"	["EG11391"]	4610967	4612001	"+"
"TU0-45235"	"ilvY"	["EG10503"]	3956883	3957867	"-"
"TU0-45236"	"pfkA"	["EG10699"]	4107438	4108732	"+"
"TU0-45237"	"pstB-phoU"	["EG10735", "EG10783"]	3906853	3908556	"-"
"TU0-45238"	"gabDTP"	["EG11330", "EG10361", "EG11329"]	2791128	2795653	"+"
"TU0-45239"	"pfkA"	["EG10699"]	4107522	4108732	"+"
