"position"	"direction"	"id"	"name"
1337332	"+"	"PM0-44851"	"pgpBp7"
1337206	"+"	"PM0-44852"	"pgpBp8"
1337189	"+"	"PM0-44853"	"pgpBp9"
1342568	"-"	"PM0-44854"	"yciTp1"
1348260	"-"	"PM0-44855"	"yciWp4"
1349890	"-"	"PM0-44856"	"ycjDp4"
1349920	"-"	"PM0-44857"	"ycjDp5"
1350681	"-"	"PM0-44858"	"sapFp5"
1355834	"-"	"PM0-44859"	"ymjAp5"
1368209	"+"	"PM0-44860"	"ycjMp3"
1368027	"+"	"PM0-44861"	"ycjMp4"
1382015	"-"	"PM0-44862"	"ycjWp2"
1388661	"-"	"PM0-44863"	"mpaAp2"
1388663	"-"	"PM0-44864"	"mpaAp4"
1390096	"-"	"PM0-44865"	"ycjYp6"
1389896	"+"	"PM0-44866"	"ycjZp7"
1391228	"+"	"PM0-44867"	"mppAp4"
1391078	"+"	"PM0-44868"	"mppAp5"
1391163	"+"	"PM0-44869"	"mppAp9"
1391145	"+"	"PM0-44870"	"mppAp13"
1393995	"+"	"PM0-44871"	"insHp7"
1403960	"+"	"PM0-44872"	"smrAp1"
1407362	"+"	"PM0-44873"	"dbpAp2"
1410009	"-"	"PM0-44874"	"ttcAp5"
1411284	"-"	"PM0-44875"	"intRp4"
1415835	"-"	"PM0-44876"	"racCp4"
1415839	"-"	"PM0-44877"	"racCp6"
1416243	"-"	"PM0-44878"	"ydaEp5"
1418268	"-"	"PM0-44879"	"racRp3"
1418473	"-"	"PM0-44880"	"racRp4"
1418266	"-"	"PM0-44881"	"racRp5"
1418301	"+"	"PM0-44882"	"ydaSp2"
1418194	"+"	"PM0-44883"	"ydaSp3"
1418284	"+"	"PM0-44884"	"ydaSp4"
1418367	"+"	"PM0-44885"	"ydaSp6"
1421765	"+"	"PM0-44886"	"trkGp1"
1421695	"+"	"PM0-44887"	"trkGp7"
1421773	"+"	"PM0-44888"	"trkGp8"
1423337	"+"	"PM0-44889"	"ynaKp4"
1423273	"+"	"PM0-44890"	"ynaKp6"
1423288	"+"	"PM0-44891"	"ynaKp8"
1423243	"+"	"PM0-44892"	"ynaKp10"
1426950	"-"	"PM0-44893"	"insHp3"
1431736	"-"	"PM0-44894"	"pinRp1"
1435103	"-"	"PM0-44895"	"ompNp3"
1435008	"-"	"PM0-44896"	"ompNp4"
1435082	"-"	"PM0-44897"	"ompNp6"
1438870	"-"	"PM0-44898"	"ydbKp4"
1438880	"+"	"PM0-44899"	"ydbJp1"
1440924	"+"	"PM0-44900"	"ydbHp9"
1472212	"+"	"PM0-44901"	"ydbCp1"
1475486	"+"	"PM0-44902"	"ynbAp3"
1475495	"+"	"PM0-44903"	"ynbAp5"
1480897	"-"	"PM0-44904"	"azoRp1"
1480951	"-"	"PM0-44905"	"azoRp6"
1481015	"-"	"PM0-44906"	"azoRp8"
1485226	"+"	"PM0-44907"	"ydcFp3"
1485255	"+"	"PM0-44908"	"ydcFp4"
1488785	"+"	"PM0-44909"	"cybBp5"
1488911	"+"	"PM0-44910"	"cybBp6"
1488790	"+"	"PM0-44911"	"cybBp7"
1489671	"+"	"PM0-44912"	"ydcAp6"
1489677	"+"	"PM0-44913"	"ydcAp7"
1490329	"-"	"PM0-44914"	"mokBp3"
1490140	"+"	"PM0-44915"	"sokBp3"
1493141	"-"	"PM0-44916"	"ydcIp4"
1493157	"+"	"PM0-44917"	"ydcJp10"
1493178	"+"	"PM0-44918"	"ydcJp11"
1494669	"+"	"PM0-44919"	"opgDp4"
1494706	"+"	"PM0-44920"	"opgDp7"
1494679	"+"	"PM0-44921"	"opgDp8"
1494800	"+"	"PM0-44922"	"opgDp9"
1498664	"-"	"PM0-44923"	"ydcKp8"
1500393	"+"	"PM0-44924"	"ydcLp1"
1500369	"+"	"PM0-44925"	"ydcLp4"
1500470	"+"	"PM0-44926"	"ydcLp5"
1500469	"+"	"PM0-44927"	"ydcLp6"
1500347	"+"	"PM0-44928"	"ydcLp7"
1504178	"+"	"PM0-44929"	"ydcNp5"
1504778	"+"	"PM0-44930"	"ydcPp2"
1509539	"+"	"PM0-44931"	"ydcSp7"
1509477	"+"	"PM0-44932"	"ydcSp9"
1513439	"+"	"PM0-44933"	"patDp3"
1513464	"+"	"PM0-44934"	"patDp4"
1515270	"-"	"PM0-44935"	"yncLp4"
1515245	"+"	"PM0-44936"	"ydcXp1"
1515260	"+"	"PM0-44937"	"ydcXp7"
1515378	"+"	"PM0-44938"	"ydcXp9"
1515634	"+"	"PM0-44939"	"ydcYp3"
1516399	"-"	"PM0-44940"	"ydcZp1"
1516916	"+"	"PM0-44941"	"yncBp4"
1518120	"+"	"PM0-44942"	"mcbRp3"
1521300	"-"	"PM0-44943"	"yncDp11"
1530891	"+"	"PM0-44944"	"pptAp6"
1530882	"+"	"PM0-44945"	"pptAp7"
1531987	"+"	"PM0-44946"	"nhoAp2"
1533893	"-"	"PM0-44947"	"yddEp5"
1542890	"-"	"PM0-44948"	"yddJp1"
1542849	"-"	"PM0-44949"	"yddJp5"
1542875	"-"	"PM0-44950"	"yddJp6"
1542782	"-"	"PM0-44951"	"yddJp8"
1542787	"-"	"PM0-44952"	"yddJp9"
1552018	"-"	"PM0-44953"	"adhPp5"
1553766	"-"	"PM0-44954"	"maeAp3"
1553751	"-"	"PM0-44955"	"maeAp4"
1563767	"-"	"PM0-44956"	"dosPp3"
1566876	"-"	"PM0-44957"	"yddWp6"
1568608	"-"	"PM0-44958"	"gadCp1"
1568551	"-"	"PM0-44959"	"gadCp5"
1568601	"-"	"PM0-44960"	"gadCp6"
1575690	"-"	"PM0-44961"	"yddBp6"
1580753	"-"	"PM0-44962"	"ydeNp3"
1580579	"-"	"PM0-44963"	"ydeNp7"
1586322	"-"	"PM0-44964"	"ydeRp1"
1607206	"-"	"PM0-44965"	"yneEp5"
1607164	"-"	"PM0-44966"	"yneEp7"
1609898	"-"	"PM0-44967"	"yneFp7"
1612823	"-"	"PM0-44968"	"sadp5"
1612804	"+"	"PM0-44969"	"yneJp5"
1612812	"+"	"PM0-44970"	"yneJp6"
1613755	"+"	"PM0-44971"	"yneKp5"
1613574	"+"	"PM0-44972"	"yneKp6"
1619328	"+"	"PM0-44973"	"ydeEp1"
1619288	"+"	"PM0-44974"	"ydeEp4"
1622540	"-"	"PM0-44975"	"ydeIp1"
1622583	"-"	"PM0-44976"	"ydeIp5"
1622567	"-"	"PM0-44977"	"ydeIp6"
1625446	"-"	"PM0-44978"	"dcpp3"
1631009	"+"	"PM0-44979"	"ydfKp5"
1631608	"+"	"PM0-44980"	"pinQp1"
1632980	"-"	"PM0-44981"	"tfaQp6"
1634751	"+"	"PM0-44982"	"ynfOp1"
1636221	"-"	"PM0-44983"	"ynfNp5"
1636323	"-"	"PM0-44984"	"ynfNp6"
1639789	"+"	"PM0-44985"	"cspFp6"
1639714	"+"	"PM0-44986"	"cspFp7"
1639870	"+"	"PM0-44987"	"cspFp8"
1642996	"-"	"PM0-44988"	"remp1"
1642999	"-"	"PM0-44989"	"remp2"
1646481	"+"	"PM0-44990"	"ydfAp6"
1646460	"+"	"PM0-44991"	"ydfAp8"
1653723	"-"	"PM0-44992"	"ynfAp4"
1653714	"-"	"PM0-44993"	"ynfAp5"
1653703	"-"	"PM0-44994"	"ynfAp7"
1655571	"-"	"PM0-44995"	"ynfCp9"
1655438	"+"	"PM0-44996"	"ynfDp6"
1665264	"-"	"PM0-44997"	"ynfKp5"
1665359	"-"	"PM0-44998"	"ynfKp6"
1667676	"-"	"PM0-44999"	"ynfLp6"
1667654	"+"	"PM0-45000"	"ynfMp4"
1667657	"+"	"PM0-45001"	"ynfMp5"
1669977	"+"	"PM0-45002"	"ydgDp4"
1669981	"+"	"PM0-45003"	"ydgDp7"
1674572	"-"	"PM0-45004"	"pntBp6"
1676401	"+"	"PM0-45005"	"ydgHp5"
1680086	"-"	"PM0-45006"	"ydgCp3"
1682197	"+"	"PM0-45007"	"tusp2"
1691012	"-"	"PM0-45008"	"uidCp5"
1691030	"-"	"PM0-45009"	"uidCp6"
1700226	"+"	"PM0-45010"	"addp6"
1702423	"-"	"PM0-45011"	"ydgJp6"
1702897	"+"	"PM0-45012"	"cnup7"
1702888	"+"	"PM0-45013"	"cnup8"
1702785	"+"	"PM0-45014"	"cnup9"
1702836	"+"	"PM0-45015"	"cnup10"
1717697	"-"	"PM0-45016"	"anmKp9"
1719038	"-"	"PM0-45017"	"slyAp10"
1718873	"-"	"PM0-45018"	"slyAp13"
1718889	"-"	"PM0-45019"	"slyAp14"
1723672	"-"	"PM0-45020"	"ydhFp1"
1723679	"-"	"PM0-45021"	"ydhFp3"
1723956	"-"	"PM0-45022"	"ydhLp3"
1737833	"-"	"PM0-45023"	"ydhBp2"
1737879	"+"	"PM0-45024"	"ydhCp1"
1737873	"+"	"PM0-45025"	"ydhCp5"
1737902	"+"	"PM0-45026"	"ydhCp6"
1741482	"-"	"PM0-45027"	"ribCp5"
1741399	"+"	"PM0-45028"	"mdtKp9"
1741293	"+"	"PM0-45029"	"mdtKp10"
1745092	"+"	"PM0-45030"	"ydhSp3"
1745137	"+"	"PM0-45031"	"ydhSp5"
1745106	"+"	"PM0-45032"	"ydhSp6"
1747593	"-"	"PM0-45033"	"ydhTp1"
1753191	"-"	"PM0-45034"	"ydhZp5"
1753233	"-"	"PM0-45035"	"ydhZp6"
1756969	"-"	"PM0-45036"	"ynhGp4"
1756968	"-"	"PM0-45037"	"ynhGp7"
1757505	"-"	"PM0-45038"	"sufEp3"
1762954	"-"	"PM0-45039"	"rydBp1"
1762948	"-"	"PM0-45040"	"rydBp2"
1763315	"-"	"PM0-45041"	"ydiHp2"
1763171	"-"	"PM0-45042"	"ydiHp3"
1768954	"+"	"PM0-45043"	"ydiMp1"
1768950	"+"	"PM0-45044"	"ydiMp5"
1770433	"+"	"PM0-45045"	"ydiNp6"
1785363	"+"	"PM0-45046"	"ppsRp1"
1785407	"+"	"PM0-45047"	"ppsRp6"
1785375	"+"	"PM0-45048"	"ppsRp8"
1787627	"+"	"PM0-45049"	"ydiEp5"
1790851	"-"	"PM0-45050"	"nlpCp3"
1790784	"-"	"PM0-45051"	"nlpCp5"
1803125	"+"	"PM0-45052"	"yniDp6"
1804241	"-"	"PM0-45053"	"ydiYp6"
1804274	"-"	"PM0-45054"	"ydiYp11"
1804194	"-"	"PM0-45055"	"ydiYp12"
1805743	"+"	"PM0-45056"	"yniAp1"
1805799	"+"	"PM0-45057"	"yniAp5"
1805603	"+"	"PM0-45058"	"yniAp7"
1811372	"-"	"PM0-45059"	"ydjOp4"
1811212	"-"	"PM0-45060"	"ydjOp7"
1811177	"-"	"PM0-45061"	"ydjOp9"
1811279	"-"	"PM0-45062"	"ydjOp10"
1815266	"-"	"PM0-45063"	"chbGp4"
1815336	"-"	"PM0-45064"	"chbGp5"
1825093	"-"	"PM0-45065"	"astEp3"
1831332	"+"	"PM0-45066"	"ydjXp1"
1831241	"+"	"PM0-45067"	"ydjXp5"
1839635	"-"	"PM0-45068"	"ynjFp6"
1839462	"+"	"PM0-45069"	"nudGp3"
1843035	"-"	"PM0-45070"	"ynjIp1"
1842926	"-"	"PM0-45071"	"ynjIp4"
1842910	"-"	"PM0-45072"	"ynjIp5"
1846735	"+"	"PM0-45073"	"sppAp6"
1852007	"-"	"PM0-45074"	"ydjEp5"
1852065	"-"	"PM0-45075"	"ydjEp6"
1852948	"-"	"PM0-45076"	"ydjFp1"
1852910	"-"	"PM0-45077"	"ydjFp7"
1860608	"-"	"PM0-45078"	"msrBp5"
1860490	"-"	"PM0-45079"	"msrBp6"
1868388	"+"	"PM0-45080"	"yeaIp5"
1868267	"+"	"PM0-45081"	"yeaIp6"
1869961	"+"	"PM0-45082"	"yeaJp6"
1873672	"-"	"PM0-45083"	"yeaMp1"
1873622	"-"	"PM0-45084"	"yeaMp6"
1873487	"+"	"PM0-45085"	"yeaNp4"
1873672	"+"	"PM0-45086"	"yeaNp9"
1874846	"+"	"PM0-45087"	"yeaOp3"
1874801	"+"	"PM0-45088"	"yeaOp4"
1875746	"-"	"PM0-45089"	"yoaFp10"
1875690	"+"	"PM0-45090"	"yeaPp3"
1877414	"-"	"PM0-45091"	"yeaQp1"
1877384	"-"	"PM0-45092"	"yeaQp3"
1878791	"-"	"PM0-45093"	"leuEp4"
1879879	"-"	"PM0-45094"	"dmlRp3"
1879736	"+"	"PM0-45095"	"dmlAp4"
1891345	"+"	"PM0-45096"	"yoaBp2"
1891383	"+"	"PM0-45097"	"yoaBp4"
1891990	"+"	"PM0-45098"	"yoaCp1"
1892124	"+"	"PM0-45099"	"yoaCp6"
1892136	"+"	"PM0-45100"	"yoaCp7"
1892957	"-"	"PM0-45101"	"yoaHp1"
1892803	"+"	"PM0-45102"	"pabBp6"
1892652	"+"	"PM0-45103"	"pabBp7"
1905110	"-"	"PM0-45104"	"rlmAp9"
1905533	"-"	"PM0-45105"	"cspCp8"
1906924	"+"	"PM0-45106"	"yobHp4"
1908277	"-"	"PM0-45107"	"kdgRp1"
1908149	"-"	"PM0-45108"	"kdgRp8"
1908164	"-"	"PM0-45109"	"kdgRp9"
1908181	"+"	"PM0-45110"	"yebQp4"
1908183	"+"	"PM0-45111"	"yebQp5"
1913051	"-"	"PM0-45112"	"prcp1"
1914143	"+"	"PM0-45113"	"yebSp5"
1914205	"+"	"PM0-45114"	"yebSp6"
1919769	"+"	"PM0-45115"	"yebVp1"
1919739	"+"	"PM0-45116"	"yebVp2"
1919777	"+"	"PM0-45117"	"yebVp5"
1919749	"+"	"PM0-45118"	"yebVp6"
1919981	"+"	"PM0-45119"	"yebWp3"
1920108	"+"	"PM0-45120"	"yebWp6"
1923053	"+"	"PM0-45121"	"holEp4"
1923044	"+"	"PM0-45122"	"holEp5"
1923110	"+"	"PM0-45123"	"holEp6"
1923388	"+"	"PM0-45124"	"yobBp5"
1923233	"+"	"PM0-45125"	"yobBp8"
1928879	"+"	"PM0-45126"	"purTp3"
1928743	"+"	"PM0-45127"	"purTp5"
1934614	"+"	"PM0-45128"	"yebKp2"
1938252	"-"	"PM0-45129"	"lpxMp4"
1939707	"-"	"PM0-45130"	"yebAp1"
1939857	"-"	"PM0-45131"	"yebAp5"
1939745	"-"	"PM0-45132"	"yebAp6"
1943390	"-"	"PM0-45133"	"ruvBp1"
1943476	"-"	"PM0-45134"	"ruvBp3"
1943568	"-"	"PM0-45135"	"ruvBp4"
1948802	"+"	"PM0-45136"	"yecDp4"
1948784	"+"	"PM0-45137"	"yecDp7"
1948660	"+"	"PM0-45138"	"yecDp8"
1957291	"-"	"PM0-45139"	"cutCp2"
1958008	"-"	"PM0-45140"	"yecMp2"
1957896	"-"	"PM0-45141"	"yecMp3"
1958025	"+"	"PM0-45142"	"argSp4"
1959955	"+"	"PM0-45143"	"yecTp3"
1971486	"-"	"PM0-45144"	"cheWp5"
1975956	"-"	"PM0-45145"	"flhCp3"
1977622	"+"	"PM0-45146"	"uspCp2"
1977692	"+"	"PM0-45147"	"uspCp4"
1977682	"+"	"PM0-45148"	"uspCp5"
1977643	"+"	"PM0-45149"	"uspCp6"
1977610	"+"	"PM0-45150"	"uspCp8"
1977615	"+"	"PM0-45151"	"uspCp9"
1981584	"-"	"PM0-45152"	"araHp7"
1985826	"-"	"PM0-45153"	"yecJp4"
1987588	"-"	"PM0-45154"	"yecHp3"
1987676	"-"	"PM0-45155"	"yecHp5"
1990074	"-"	"PM0-45156"	"leuZp3"
1994875	"-"	"PM0-45157"	"sdiAp6"
1994921	"-"	"PM0-45158"	"sdiAp2"
1994934	"-"	"PM0-45159"	"sdiAp8"
1995847	"-"	"PM0-45160"	"yecCp3"
2006285	"-"	"PM0-45161"	"yedDp5"
2006179	"+"	"PM0-45162"	"yedEp8"
2022867	"-"	"PM0-45163"	"dsrBp5"
2026528	"-"	"PM0-45164"	"yodCp6"
2026434	"-"	"PM0-45165"	"yodCp7"
2027485	"-"	"PM0-45166"	"yedIp2"
2027394	"-"	"PM0-45167"	"yedIp3"
2031227	"-"	"PM0-45168"	"yedJp3"
2031247	"-"	"PM0-45169"	"yedJp4"
2036226	"-"	"PM0-45170"	"yedVp6"
2036864	"+"	"PM0-45171"	"hiuHp6"
2037310	"+"	"PM0-45172"	"yedYp4"
2040332	"+"	"PM0-45173"	"yodBp13"
2040285	"+"	"PM0-45174"	"yodBp14"
2040200	"+"	"PM0-45175"	"yodBp15"
2040318	"+"	"PM0-45176"	"yodBp16"
2041642	"+"	"PM0-45177"	"mtfAp1"
2042787	"+"	"PM0-45178"	"yeeJp8"
2051558	"+"	"PM0-45179"	"shiAp11"
2054816	"+"	"PM0-45180"	"yeeNp4"
2054778	"+"	"PM0-45181"	"yeeNp7"
2057852	"-"	"PM0-45182"	"yeeOp1"
2057899	"-"	"PM0-45183"	"yeeOp6"
2057746	"-"	"PM0-45184"	"yeeOp7"
2061378	"-"	"PM0-45185"	"erfKp4"
2062625	"-"	"PM0-45186"	"cobTp8"
2065522	"-"	"PM0-45187"	"insHp2"
2065535	"-"	"PM0-45188"	"insHp4"
2077441	"-"	"PM0-45189"	"yeeXp4"
2078685	"-"	"PM0-45190"	"yeeAp6"
2085262	"-"	"PM0-45191"	"yeeFp2"
2087235	"-"	"PM0-45192"	"yeeZp5"
2087200	"-"	"PM0-45193"	"yeeZp7"
2096399	"-"	"PM0-45194"	"cldp6"
2096437	"-"	"PM0-45195"	"cldp7"
2096334	"-"	"PM0-45196"	"cldp9"
2096499	"-"	"PM0-45197"	"cldp10"
2097759	"-"	"PM0-45198"	"ugdp9"
2101117	"-"	"PM0-45199"	"insHp4"
2101114	"-"	"PM0-45200"	"insHp5"
2101073	"-"	"PM0-45201"	"insHp6"
2102630	"-"	"PM0-45202"	"wbbKp4"
2105418	"-"	"PM0-45203"	"rfcp7"
2105258	"-"	"PM0-45204"	"rfcp8"
2105307	"-"	"PM0-45205"	"rfcp10"
2105468	"-"	"PM0-45206"	"rfcp11"
2107700	"-"	"PM0-45207"	"rfbXp5"
2107610	"-"	"PM0-45208"	"rfbXp6"
2107742	"-"	"PM0-45209"	"rfbXp7"
2107740	"-"	"PM0-45210"	"rfbXp8"
2113958	"-"	"PM0-45211"	"wcaMp1"
2118361	"-"	"PM0-45212"	"wzxCp5"
2145668	"+"	"PM0-45213"	"yegDp2"
2149101	"-"	"PM0-45214"	"yegIp7"
2149023	"-"	"PM0-45215"	"yegIp8"
2149100	"-"	"PM0-45216"	"yegIp9"
2149040	"+"	"PM0-45217"	"yegJp7"
2149075	"+"	"PM0-45218"	"yegJp8"
2163615	"+"	"PM0-45219"	"yegQp1"
2165572	"-"	"PM0-45220"	"ogrKp5"
2166582	"+"	"PM0-45221"	"yegSp5"
2166567	"+"	"PM0-45222"	"yegSp6"
2166589	"+"	"PM0-45223"	"yegSp7"
2166707	"+"	"PM0-45224"	"yegSp8"
2181823	"-"	"PM0-45225"	"yegXp1"
2181842	"-"	"PM0-45226"	"yegXp6"
2182695	"-"	"PM0-45227"	"thiDp3"
2184906	"+"	"PM0-45228"	"rcnBp"
2186494	"-"	"PM0-45229"	"yehAp6"
2190931	"-"	"PM0-45230"	"yehEp1"
2190902	"-"	"PM0-45231"	"yehEp7"
2190923	"-"	"PM0-45232"	"yehEp8"
2192197	"-"	"PM0-45233"	"mrpp2"
2192202	"-"	"PM0-45234"	"mrpp7"
2201806	"+"	"PM0-45235"	"yehKp1"
2202424	"+"	"PM0-45236"	"yehLp3"
2212771	"+"	"PM0-45237"	"mlrAp6"
2212807	"+"	"PM0-45238"	"mlrAp9"
2213608	"+"	"PM0-45239"	"yohOp6"
57156	"-"	"PM0-4524"	"impp1"
2220174	"+"	"PM0-45240"	"dldp6"
2220104	"+"	"PM0-45241"	"dldp7"
2223088	"-"	"PM0-45242"	"pbpGp5"
2222963	"-"	"PM0-45243"	"pbpGp7"
2223701	"-"	"PM0-45244"	"yohCp3"
2223691	"-"	"PM0-45245"	"yohCp4"
2223785	"+"	"PM0-45246"	"yohDp2"
2228515	"+"	"PM0-45247"	"yohJp4"
2230706	"+"	"PM0-45248"	"sanAp3"
2235880	"-"	"PM0-45249"	"mglCp5"
57241	"-"	"PM0-4525"	"impp2"
2235981	"-"	"PM0-45250"	"mglCp6"
2235945	"-"	"PM0-45251"	"mglCp9"
2241095	"-"	"PM0-45252"	"yeiBp2"
2241910	"+"	"PM0-45253"	"yeiGp6"
2247733	"-"	"PM0-45254"	"yeiEp5"
2247678	"-"	"PM0-45255"	"yeiEp6"
2247660	"-"	"PM0-45256"	"yeiEp7"
2247688	"+"	"PM0-45257"	"yeiHp7"
2249675	"+"	"PM0-45258"	"yeiIp2"
2255518	"-"	"PM0-45259"	"psuTp2"
2256579	"-"	"PM0-45260"	"psuGp4"
2261735	"+"	"PM0-45261"	"setBp2"
2261858	"+"	"PM0-45262"	"setBp3"
2263442	"-"	"PM0-45263"	"yeiWp6"
2263435	"-"	"PM0-45264"	"yeiWp7"
2264186	"+"	"PM0-45265"	"yeiQp5"
2264236	"+"	"PM0-45266"	"yeiQp6"
2265764	"+"	"PM0-45267"	"yeiRp3"
2268700	"+"	"PM0-45268"	"rtnp1"
2276375	"-"	"PM0-45269"	"yejGp5"
57336	"-"	"PM0-4527"	"impp3"
2276468	"-"	"PM0-45270"	"yejGp8"
2278567	"-"	"PM0-45271"	"rsuAp2"
2278570	"-"	"PM0-45272"	"rsuAp3"
2280455	"+"	"PM0-45273"	"rplYp3"
2280459	"+"	"PM0-45274"	"rplYp5"
2280460	"+"	"PM0-45275"	"rplYp6"
2282131	"-"	"PM0-45276"	"yejKp5"
2290643	"-"	"PM0-45277"	"ccmHp1"
2301819	"+"	"PM0-45278"	"ecop5"
2301873	"+"	"PM0-45279"	"ecop7"
4221675	"-"	"PM0-4528"	"iclRp"
2304946	"-"	"PM0-45280"	"mqop1"
2304880	"-"	"PM0-45281"	"mqop5"
2304868	"-"	"PM0-45282"	"mqop8"
2309616	"-"	"PM0-45283"	"apbEp1"
2318103	"-"	"PM0-45284"	"rcsCp4"
2318001	"-"	"PM0-45285"	"rcsCp5"
2326221	"-"	"PM0-45286"	"yfaPp4"
2342240	"-"	"PM0-45287"	"yfaLp1"
2342287	"-"	"PM0-45288"	"yfaLp3"
2342306	"-"	"PM0-45289"	"yfaLp7"
2342229	"-"	"PM0-45290"	"yfaLp8"
2346363	"+"	"PM0-45291"	"yfaEp1"
2346360	"+"	"PM0-45292"	"yfaEp2"
2354712	"+"	"PM0-45293"	"yfaDp5"
2356968	"-"	"PM0-45294"	"rhmAp3"
2362394	"-"	"PM0-45295"	"yfaZp4"
2362339	"-"	"PM0-45296"	"yfaZp5"
2362547	"+"	"PM0-45297"	"nudIp3"
2363778	"-"	"PM0-45298"	"aisp4"
2363776	"-"	"PM0-45299"	"aisp7"
2363720	"-"	"PM0-45300"	"aisp8"
2371596	"-"	"PM0-45301"	"pmrDp3"
2371588	"-"	"PM0-45302"	"pmrDp4"
2379636	"-"	"PM0-45303"	"elaAp3"
2379708	"-"	"PM0-45304"	"elaAp4"
2379603	"+"	"PM0-45305"	"rbnp4"
2380676	"+"	"PM0-45306"	"elaDp8"
2383806	"-"	"PM0-45307"	"yfbKp3"
2383927	"-"	"PM0-45308"	"yfbKp7"
2383782	"+"	"PM0-45309"	"yfbLp3"
2383772	"+"	"PM0-45310"	"yfbLp5"
2383850	"+"	"PM0-45311"	"yfbLp7"
2383791	"+"	"PM0-45312"	"yfbLp9"
2383827	"+"	"PM0-45313"	"yfbLp10"
2386609	"-"	"PM0-45314"	"yfbNp1"
2386576	"-"	"PM0-45315"	"yfbNp8"
2386595	"+"	"PM0-45316"	"yfbOp1"
2386480	"+"	"PM0-45317"	"yfbOp5"
2386561	"+"	"PM0-45318"	"yfbOp6"
2387017	"+"	"PM0-45319"	"yfbPp7"
2389739	"-"	"PM0-45320"	"nuoNp1"
2405436	"+"	"PM0-45321"	"alaAp7"
2405430	"+"	"PM0-45322"	"alaAp9"
2406853	"+"	"PM0-45323"	"yfbRp3"
2406857	"+"	"PM0-45324"	"yfbRp4"
2421734	"-"	"PM0-45325"	"yfcIp7"
2421636	"-"	"PM0-45326"	"yfcIp8"
2429890	"-"	"PM0-45327"	"dedDp2"
2429897	"-"	"PM0-45328"	"dedDp3"
2432962	"-"	"PM0-45329"	"dedAp2"
2438263	"-"	"PM0-45330"	"yfcJp2"
2442273	"-"	"PM0-45331"	"yfcLp5"
2446590	"+"	"PM0-45332"	"smrBp4"
2446458	"+"	"PM0-45333"	"smrBp6"
2453843	"-"	"PM0-45334"	"yfcVp6"
2453690	"-"	"PM0-45335"	"yfcVp7"
2453710	"-"	"PM0-45336"	"yfcVp8"
2453676	"-"	"PM0-45337"	"yfcVp9"
2460824	"+"	"PM0-45338"	"yfdFp4"
2461006	"+"	"PM0-45339"	"yfdFp7"
2461007	"+"	"PM0-45340"	"yfdFp8"
2461004	"+"	"PM0-45341"	"yfdFp9"
2464535	"+"	"PM0-45342"	"intSp5"
2465759	"+"	"PM0-45343"	"yfdGp4"
2471444	"+"	"PM0-45344"	"yfdPp5"
2471558	"+"	"PM0-45345"	"yfdPp6"
2471594	"+"	"PM0-45346"	"yfdPp9"
2480356	"-"	"PM0-45347"	"emrYp1"
2490152	"-"	"PM0-45348"	"oxcp10"
2490166	"-"	"PM0-45349"	"oxcp11"
2492516	"+"	"PM0-45350"	"ypdIp1"
2493355	"-"	"PM0-45351"	"yfdYp5"
2493358	"-"	"PM0-45352"	"yfdYp6"
2502515	"-"	"PM0-45353"	"fryAp6"
2507475	"+"	"PM0-45354"	"yfeOp1"
2512344	"+"	"PM0-45355"	"insLp5"
2515891	"-"	"PM0-45356"	"yfeAp5"
2515914	"-"	"PM0-45357"	"yfeAp6"
2516301	"-"	"PM0-45358"	"alaXp2"
2516328	"-"	"PM0-45359"	"alaXp4"
2516281	"-"	"PM0-45360"	"alaXp5"
2516406	"+"	"PM0-45361"	"yfeCp3"
2516397	"+"	"PM0-45362"	"yfeCp4"
2516356	"+"	"PM0-45363"	"yfeCp5"
2525061	"-"	"PM0-45364"	"yfeRp1"
2524955	"+"	"PM0-45365"	"yfeHp3"
2524931	"+"	"PM0-45366"	"yfeHp5"
2529429	"-"	"PM0-45367"	"zipAp9"
2529405	"+"	"PM0-45368"	"cysZp1"
2548576	"-"	"PM0-45369"	"yfeXp3"
2548700	"-"	"PM0-45370"	"yfeXp5"
2549943	"-"	"PM0-45371"	"yfeZp3"
2556715	"+"	"PM0-45372"	"intZp3"
2560102	"+"	"PM0-45373"	"yffOp1"
2560015	"+"	"PM0-45374"	"yffOp7"
2559924	"+"	"PM0-45375"	"yffOp8"
2561411	"+"	"PM0-45376"	"yffQp1"
2561431	"+"	"PM0-45377"	"yffQp3"
2562422	"+"	"PM0-45378"	"yffSp4"
2580915	"-"	"PM0-45379"	"ypfGp3"
2580902	"-"	"PM0-45380"	"ypfGp4"
2589092	"-"	"PM0-45381"	"ypfMp2"
2593960	"-"	"PM0-45382"	"tmcAp5"
2620896	"+"	"PM0-45383"	"ppkp5"
2621012	"+"	"PM0-45384"	"ppkp6"
2627274	"+"	"PM0-45385"	"yfgGp5"
2627208	"+"	"PM0-45386"	"yfgGp6"
2627107	"+"	"PM0-45387"	"yfgGp7"
2627694	"+"	"PM0-45388"	"yfgHp10"
2639902	"-"	"PM0-45389"	"ispGp1"
2639972	"-"	"PM0-45390"	"ispGp4"
2639976	"-"	"PM0-45391"	"ispGp5"
2640954	"-"	"PM0-45392"	"rodZp1"
2640956	"-"	"PM0-45393"	"rodZp2"
2642982	"-"	"PM0-45394"	"ndkp4"
2645515	"-"	"PM0-45395"	"pbpCp1"
2645390	"-"	"PM0-45396"	"pbpCp2"
