"name"	"comments"	"mw"	"location"	"reactionId"	"id"
"ferrichrome outer membrane transport complex"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 150048.0753, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-1942_RXN"	"CPLX0-1942"
"ferric citrate outer membrane transport complex"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 153183.3786999999, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-1943_RXN"	"CPLX0-1943"
"ferric enterobactin transport system"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 312572.74109999987, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-1944_RXN"	"CPLX0-1944"
"3-hydroxy acid dehydrogenase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 108971.06319999992, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1962_RXN"	"CPLX0-1962"
"ferrichrome transport system"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 381631.45240000036, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-1981_RXN"	"CPLX0-1981"
"ferric dicitrate transport system"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 311756.7731999997, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-2001_RXN"	"CPLX0-2001"
"fructose 6-phosphate aldolase 1"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 229947.0039999999, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-201_RXN"	"CPLX0-201"
"HU DNA-binding transcriptional dual regulator"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 18736.48109999999, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-2021_RXN"	"CPLX0-2021"
"2,3-diketo-L-gulonate reductase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 73128.99299999999, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-2061_RXN"	"CPLX0-2061"
"dihydroxyacetone kinase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 201851.5904000002, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-2081_RXN"	"CPLX0-2081"
"EmrAB-TolC multidrug efflux transport system"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 259574.35920000038, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-2121_RXN"	"CPLX0-2121"
"AcrEF-TolC multidrug efflux transport system"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 313958.4851000003, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-2141_RXN"	"CPLX0-2141"
"EmrKY-TolC multidrug efflux transport system"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 259762.35060000033, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-2161_RXN"	"CPLX0-2161"
"The Tol-Pal Cell Envelope Complex"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 177091.54440000013, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-2201_RXN"	"CPLX0-2201"
"Colicin S4 Transport System"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 200016.2479000001, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-2202_RXN"	"CPLX0-2202"
"The Colicin A Import System"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 363452.36770000024, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-2221_RXN"	"CPLX0-2221"
"NAD(P)H-dependent FMN reductase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 42502.448599999974, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-224_RXN"	"CPLX0-224"
"alkanesulfonate monooxygenase, FMNH2-dependent"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 166908.09040000025, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-225_RXN"	"CPLX0-225"
"CRP-cAMP DNA-binding transcriptional dual regulator"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 47284.674999999974, 328.1999, -0.0, -0.0, -0.0]	["c"]	"CPLX0-226_RXN"	"CPLX0-226"
"taurine dioxygenase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 64808.69519999997, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-227_RXN"	"CPLX0-227"
"ArgR-L-arginine DNA-binding transcriptional dual regulator"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 101936.38800000004, 175.2105, -0.0, -0.0, -0.0]	["c"]	"CPLX0-228_RXN"	"CPLX0-228"
"ribonucleoside triphosphate reductase activase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 34891.68999999998, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-229_RXN"	"CPLX0-229"
"isocitrate dehydrogenase phosphatase / isocitrate dehydrogenase kinase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 135374.4244, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-230_RXN"	"CPLX0-230"
"galactitol PTS permease"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 123860.9746000003, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-231_RXN"	"CPLX0-231"
"PTS permease - unknown specificity"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 97001.00270000007, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-232_RXN"	"CPLX0-232"
"4-diphosphocytidyl-2C-methyl-D-erythritol synthase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 51464.228199999954, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-234_RXN"	"CPLX0-234"
"glyoxylate reductase [multifunctional]"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 70764.488, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-235_RXN"	"CPLX0-235"
"arylamine N-acetyltransferase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 64526.72299999998, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-236_RXN"	"CPLX0-236"
"DNA polymerase III, core enzyme"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 165801.6856999996, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-2361_RXN"	"CPLX0-2361"
"serine acetyltransferase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 175868.82359999983, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-237_RXN"	"CPLX0-237"
"argininosuccinate synthase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 199532.20760000017, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-238_RXN"	"CPLX0-238"
"degradosome"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 1211130.688500002, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-2381_RXN"	"CPLX0-2381"
"tagatose-1,6-bisphosphate aldolase 1"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 78421.43729999998, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-240_RXN"	"CPLX0-240"
"tryptophan synthase, &beta; subunit dimer"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 85943.46060000005, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-2401_RXN"	"CPLX0-2401"
"tagatose-1,6-bisphosphate aldolase 2"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 77898.13639999996, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-241_RXN"	"CPLX0-241"
"thiosulfate sulfurtransferase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 24146.6788, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-242_RXN"	"CPLX0-242"
"dimer of topoisomerase IV subunit A"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 167649.70179999984, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-2423_RXN"	"CPLX0-2423"
"topoisomerase IV"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 308102.6296000001, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-2424_RXN"	"CPLX0-2424"
"DNA gyrase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 373718.2972000004, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-2425_RXN"	"CPLX0-2425"
"inorganic pyrophosphatase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 118166.34719999999, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-243_RXN"	"CPLX0-243"
"NADPH nitroreductase NfsA"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 53597.11159999999, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-244_RXN"	"CPLX0-244"
"transcription termination factor Rho"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 282017.9597999999, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-2441_RXN"	"CPLX0-2441"
"alkylhydroperoxide reductase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 76917.02500000014, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-245_RXN"	"CPLX0-245"
"L-cysteine desulfurase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 88844.97000000009, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-246_RXN"	"CPLX0-246"
"cysteine desulfurase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 90162.47840000004, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-248_RXN"	"CPLX0-248"
"hydrogenase 4"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 372611.52490000054, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-250_RXN"	"CPLX0-250"
"molybdopterin synthase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 51451.547800000015, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-2502_RXN"	"CPLX0-2502"
"2-methylcitrate synthase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 86197.932, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-251_RXN"	"CPLX0-251"
"KASIII"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 67005.7433999999, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-252_RXN"	"CPLX0-252"
"MoaB protein"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 111965.86800000006, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-2521_RXN"	"CPLX0-2521"
"NADPH quinone reductase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 43773.55559999999, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-253_RXN"	"CPLX0-253"
"methylmalonyl-CoA decarboxylase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 174992.4011999999, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-254_RXN"	"CPLX0-254"
"ModE transcriptional dual regulator"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 56548.08079999991, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-2541_RXN"	"CPLX0-2541"
"phenylhydantoinase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 204071.53680000018, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-255_RXN"	"CPLX0-255"
"bacterial condensin MukBEF"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 545343.7254000013, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-2561_RXN"	"CPLX0-2561"
"Gef dimer"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 11003.080199999993, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-2621_RXN"	"CPLX0-2621"
"molecular chaperone, HSP90 family"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 142787.94680000006, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-2641_RXN"	"CPLX0-2641"
"McrBC restriction endonuclease"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 93715.52230000004, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-2661_RXN"	"CPLX0-2661"
"ClpXP protease specificity-enhancing factor"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 36494.4242, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-2681_RXN"	"CPLX0-2681"
"CysB-O-acetyl-L-serine DNA-binding transcriptional dual regulator"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 144597.20399999985, 147.1291, -0.0, -0.0, -0.0]	["c"]	"CPLX0-2781_RXN"	"CPLX0-2781"
"chaperone with DnaK; curved DNA-binding protein"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 68903.66699999993, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-2802_RXN"	"CPLX0-2802"
"BglG transcriptional antiterminator"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 64189.963199999926, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-2861_RXN"	"CPLX0-2861"
"DNA-binding, ATP-dependent protease La"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 349714.61600000045, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-2881_RXN"	"CPLX0-2881"
"serine protease Do"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 296142.12300000055, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-2921_RXN"	"CPLX0-2921"
"protease IV, a signal peptide peptidase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 268851.9204000009, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-2941_RXN"	"CPLX0-2941"
"HflB, integral membrane ATP-dependent zinc metallopeptidase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 923358.5622000009, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-2982_RXN"	"CPLX0-2982"
"primosomal replication protein N"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 22888.292999999987, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3_RXN"	"CPLX0-3"
"peptidase D"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 105723.87600000021, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3001_RXN"	"CPLX0-3001"
"3-octaprenyl-4-hydroxybenzoate carboxy-lyase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 333542.38980000047, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-301_RXN"	"CPLX0-301"
"isoaspartyl dipeptidase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 328548.91840000026, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3021_RXN"	"CPLX0-3021"
"fructose 1,6-bisphosphatase II"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 71690.18999999993, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-303_RXN"	"CPLX0-303"
"peptidase T"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 89814.18920000012, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3041_RXN"	"CPLX0-3041"
"aminopeptidase A/I and DNA-binding transcriptional repressor"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 329271.36240000103, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3061_RXN"	"CPLX0-3061"
"proline aminopeptidase P II"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 199184.26080000034, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3081_RXN"	"CPLX0-3081"
"ClpP serine protease"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 324526.97479999973, -0.0, -0.0, -0.0, -0.0]	["o"]	"CPLX0-3101_RXN"	"CPLX0-3101"
"ClpX ATP-dependent protease specificity component and chaperone"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 278056.1124000002, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3102_RXN"	"CPLX0-3102"
"ClpAP"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 1334836.2992000016, -0.0, -0.0, -0.0, -0.0]	["o"]	"CPLX0-3104_RXN"	"CPLX0-3104"
"ClpXP"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 880639.1996000002, -0.0, -0.0, -0.0, -0.0]	["o"]	"CPLX0-3107_RXN"	"CPLX0-3107"
"ClpAXP"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 1107737.749400001, -0.0, -0.0, -0.0, -0.0]	["o"]	"CPLX0-3108_RXN"	"CPLX0-3108"
"chromate reductase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 40740.85619999997, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3121_RXN"	"CPLX0-3121"
"quinol monooxygenase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 23056.618199999997, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3141_RXN"	"CPLX0-3141"
"N-succinyl-L-diaminopimelate desuccinylase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 165022.9252000001, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3161_RXN"	"CPLX0-3161"
"tetrahydrodipicolinate succinylase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 59775.85919999995, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3181_RXN"	"CPLX0-3181"
"murein DD-endopeptidase, penicillin-insensitive"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 60279.14100000001, -0.0, -0.0, -0.0, -0.0]	["p"]	"CPLX0-3201_RXN"	"CPLX0-3201"
'"pyridoxine 5''-phosphate synthase"'	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 211008.87519999983, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-321_RXN"	"CPLX0-321"
"inosine-guanosine kinase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 96870.91300000009, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-322_RXN"	"CPLX0-322"
"DnaA initiator-associating factor for replication initiation"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 42133.69819999999, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3221_RXN"	"CPLX0-3221"
"NapGH, alternative quinol dehydrogenase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 56810.09459999995, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-3241_RXN"	"CPLX0-3241"
"RNase III"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 51095.834200000005, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3281_RXN"	"CPLX0-3281"
"DNA replication inhibitor"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 15933.846399999993, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3301_RXN"	"CPLX0-3301"
"CcmEFGH holocytochrome c synthetase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 148996.20710000017, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-3323_RXN"	"CPLX0-3323"
"soluble NADH dehydrogenase fragment"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 168151.7524000002, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3361_RXN"	"CPLX0-3361"
"connecting fragment of NADH dehydrogenase I"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 113813.06110000008, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-3362_RXN"	"CPLX0-3362"
"GspC-O secreton  complex"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 394588.69710000005, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-3382_RXN"	"CPLX0-3382"
"fimbrial complex"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 85612.93389999993, -0.0, -0.0, -0.0, -0.0]	["j"]	"CPLX0-3401_RXN"	"CPLX0-3401"
'"fused 4''-phosphopantothenoylcysteine decarboxylase and phosphopantothenoylcysteine synthetase"'	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 521255.40479999984, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-341_RXN"	"CPLX0-341"
"ribonuclease E"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 472659.8612000017, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3461_RXN"	"CPLX0-3461"
"acetaldehyde dehydrogenase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 225176.01920000036, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3482_RXN"	"CPLX0-3482"
"7-cyano-7-deazaguanine reductase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 65160.61679999996, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3501_RXN"	"CPLX0-3501"
"polynucleotide phosphorylase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 231175.17690000043, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3521_RXN"	"CPLX0-3521"
"RhlB, ATP-dependent RNA helicase of the RNA degradosome"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 94251.44160000008, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3541_RXN"	"CPLX0-3541"
"GTP hydrolase involved in nickel liganding into hydrogenases"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 63111.65519999996, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3561_RXN"	"CPLX0-3561"
"D-Tyr-tRNATyr deacylase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 31889.886600000005, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3581_RXN"	"CPLX0-3581"
"RNase BN"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 65840.76979999997, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3601_RXN"	"CPLX0-3601"
"RNase T"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 47027.041399999944, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3602_RXN"	"CPLX0-3602"
"replicative DNA helicase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 314224.1592000001, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3621_RXN"	"CPLX0-3621"
"&gamma;-aminobutyraldehyde dehydrogenase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 203270.7240000004, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3641_RXN"	"CPLX0-3641"
"fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 102080.60160000015, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3661_RXN"	"CPLX0-3661"
"ADP-L-glycero-D-mannoheptose-6-epimerase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 174389.4155, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3681_RXN"	"CPLX0-3681"
"ADP-sugar pyrophosphatase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 47307.20739999997, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3721_RXN"	"CPLX0-3721"
"glutamyl-tRNA reductase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 92591.04419999999, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3741_RXN"	"CPLX0-3741"
"DNA polymerase III, &beta; subunit"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 81150.6658, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3761_RXN"	"CPLX0-3761"
"YefM-YoeB antitoxin/toxin complex and DNA-binding transcriptional repressor"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 28793.575300000004, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3781_RXN"	"CPLX0-3781"
"DNA polymerase III, preinitiation complex"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 289032.0787000003, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3801_RXN"	"CPLX0-3801"
"DNA polymerase III, &tau; subunit dimer"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 142264.78020000024, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3802_RXN"	"CPLX0-3802"
"DNA polymerase III, holoenzyme"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 1218215.0711999994, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3803_RXN"	"CPLX0-3803"
"HypA-HypB heterodimer"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 44718.90199999997, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3821_RXN"	"CPLX0-3821"
"4-diphosphocytidyl-2-C-methylerythritol kinase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 61830.30439999998, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3841_RXN"	"CPLX0-3841"
"fructoselysine 3-epimerase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 249236.63439999992, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3861_RXN"	"CPLX0-3861"
"GDP-fucose synthase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 72273.90719999996, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3881_RXN"	"CPLX0-3881"
"&alpha;-D-xyloside xylohydrolase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 528353.0208000008, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3901_RXN"	"CPLX0-3901"
"heat shock protein, hemimethylated DNA-binding protein"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 23538.13919999999, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3921_RXN"	"CPLX0-3921"
"primosome"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 563028.6325000002, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3922_RXN"	"CPLX0-3922"
"predicted monooxygenase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 22565.530400000003, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3923_RXN"	"CPLX0-3923"
"FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 44410.007599999975, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3924_RXN"	"CPLX0-3924"
