Frame ID	Name	Left	Right	Direction	Genes	Promoter	Terminators	Degradation rate (1/min)	Expression rate (a.u./min)
TU0-3102	trxA	3963670	3964115	+	"[""EG11031""]"	PM00479	"[""TERM_WC-2240""]"	0.24755256448569476	1957.3238616190426
TU0-3103	trxA	3963710	3964115	+	"[""EG11031""]"	PM00480	"[""TERM_WC-2241""]"	0.24755256448569476	1957.3238616190426
TU0-3104	trxC	2716697	2717178	+	"[""EG11887""]"	PM0-3284	"[""TERM_WC-2243""]"	0.1307824868981029	106.67404326330663
TU0-3122	copA	508097	510635	-	"[""G6260""]"	PM172	"[""TERM_WC-326""]"	0.12836058899258246	43.229279160921919
TU0-3123	ybaST	510797	513094	+	"[""G6262"", ""G6261""]"	PM0-3303	"[""TERM_WC-2504""]"	0.25672117798516492	59.63376243417396
TU0-3124	cueO	137045	138635	+	"[""EG12318""]"	PM0-3304	"[""TERM_WC-375""]"	0.12161736185347703	219.60197026977914
TU0-3141	chiA	3465180	3467918	-	"[""EG11237""]"	PM0-3321	"[""TERM_WC-289""]"	0.12161736185347703	28.33927765909722
TU0-3144	fic	3488881	3489670	-	"[""EG10307""]"	PM0-3324	"[""TERM_WC-639""]"	0.14992064829703597	29.447413738503808
TU0-3145	xdhABC	2998279	3001992	+	"[""G7486"", ""G7487"", ""G7485""]"	PM0-3325	"[""TERM_WC-2354""]"	0.084875164966523919	153.25734064250554
TU0-3161	cydAB	770425	773406	+	"[""EG10174"", ""EG10173""]"	PM0-3341	"[""TERM_WC-395""]"	0.18240715277893299	266.65189628988315
TU0-3162	cydAB	770436	773406	+	"[""EG10174"", ""EG10173""]"	PM0-3342	"[""TERM_WC-393""]"	0.18240715277893299	266.65189628988315
TU0-3163	cydAB	770591	773406	+	"[""EG10174"", ""EG10173""]"	PM0-3343	"[""TERM_WC-392""]"	0.18240715277893299	266.65189628988315
TU0-3202	fldB	3037844	3038400	+	"[""EG12697""]"	PM0-3382	"[""TERM_WC-652""]"	0.1050223000848402	118.2341054355131
TU0-3301	recF	3878169	3879864	-	"[""EG10828""]"	PM00458	"[""TERM_WC-1802""]"	0.16503504299046315	0.0
TU0-3302	recF	3878169	3879884	-	"[""EG10828""]"	PM00459	"[""TERM_WC-1801""]"	0.16503504299046315	0.0
TU0-3304	infC	1798118	1799370	-	"[""EG10506""]"	PM00376	"[""TERM_WC-1008""]"	0.19254088348887369	5947.3953500878197
TU0-3305	infC-rpmI-rplT	1797387	1798842	-	"[""EG10881"", ""EG11231"", ""EG10506""]"	PM0-3485	"[""RPLT-T2""]"	0.087740149437967749	1876.6752261973515
TU0-3341	ygjG	3217480	3218897	+	"[""G7596""]"	PM0-3521	"[""TERM_WC-3358""]"	0.12161736185347703	219.60197026977914
TU0-3364	rrsB-gltT-rrlB-rrfB	4164507	4169985	+	"[""EG30071"", ""EG30078"", ""EG30032"", ""EG30085""]"	PM0-3564	"[""TERM0-1115"", ""TERM0-1116""]"	0.12161736185347703	4008.3087942171633
TU0-3382	gpmA	786064	786855	-	"[""EG11699""]"	PM0-3582	"[""TERM_WC-840""]"	0.23901626915860183	1233.8736862774504
TU0-3401	ryhB	3578948	3579039	-	"[""G0-8872""]"	PM0-3601	"[""TERM_WC-1994""]"	0.12161736185347703	219.60197026977914
TU0-3403	ygaC	2797670	2798612	-	"[""EG12201""]"	PM0-3603	"[""TERM_WC-3232""]"	0.17328679513998632	28.665101652056538
TU0-3421	lpxP	2493600	2494589	+	"[""G7241""]"	PM0-3621	"[""TERM_WC-1182""]"	0.13329753472306641	240.69261831675544
TU0-3422	ybaB-recR	492933	494236	+	"[""EG10834"", ""EG11100""]"	PM0-3622	"[""TERM_WC-2489""]"	0.18240715277893299	491.6821284586693
TU0-3423	smpA	2751508	2751970	+	"[""EG10952""]"	PM0-3623	"[""TERM_WC-2077""]"	0.24755256448569476	941.71966161132127
TU0-3424	psd-mscM	4384068	4388661	-	"[""G7840"", ""EG10775""]"	PM0-3624	"[""TERM_WC-1700""]"	0.2390162691586018	276.06379087818505
TU0-3425	bacA	3201330	3202197	-	"[""EG11665""]"	PM0-3625	"[""TERM_WC-186""]"	0.17773004629742187	320.92349108900731
TU0-3426	sbmA-yaiW	395777	398192	+	"[""G6227"", ""EG10928""]"	PM0-3626	"[""TERM_WC-2006""]"	0.14440566261665527	59.294409127024814
TU0-3463	pphA	1920335	1921409	-	"[""G7011""]"	PM0-3663	"[""TERM_WC-1655""]"	0.13329753472306641	20.655785980686368
TU0-3464	yeaY	1887973	1888585	-	"[""G6990""]"	PM0-3664	"[""TERM_WC-2961""]"	0.16503504299046315	74.245965140549558
TU0-3465	yiiS-uspD	4110892	4111746	+	"[""EG11877"", ""EG11876""]"	PM0-3665	"[""TERM_WC-3604""]"	0.12161736185347703	60.052220936009888
TU0-3481	sixA	2454347	2455021	-	"[""G7211""]"	PM0-3681	"[""TERM_WC-2063""]"	0.15753345012726028	196.43160963268338
TU0-3484	yfeYX	2547666	2549265	-	"[""G7266"", ""G7267""]"	PM0-3684	"[""TERM_WC-3168""]"	0.10663802777845312	192.55409465340438
TU0-3501	argR	3382624	3383197	+	"[""EG10070""]"	PM00442	"[""TERM_WC-137""]"	0.17773004629742187	189.89033606509147
TU0-3561	asnW	2056049	2056126	-	"[""G7069""]"	PM_WC-16	"[""TERM_WC-168""]"	0.12161736185347703	4816.9693890005401
TU0-3581	argT-hisJQMP	2421756	2425871	-	"[""EG10452"", ""EG10007"", ""EG12125"", ""EG12124"", ""EG10072""]"	PM0-3781	"[""TERM_WC-140""]"	0.085573725995054972	162.89985627870655
TU0-3602	prpBCDE	347870	353818	+	"[""G6200"", ""G6199"", ""G6198"", ""G6196""]"	PM0-3802	"[""TERM_WC-1698""]"	0.076803011696392837	21.466441769141799
TU0-3621	yeaGH	1864839	1868264	+	"[""G6970"", ""G6969""]"	PM0-3821	"[""TERM_WC-2942""]"	0.098318749015595078	46.660111907821104
TU0-3622	yhdWXYZ	3416994	3421218	+	"[""EG12837"", ""EG12836"", ""EG12835"", ""EG12834""]"	PM0-3822	"[""TERM_WC-3420""]"	0.088865023148710948	11.945236411649727
TU0-3623	ddpXABCDF	1555134	1561131	-	"[""G6777"", ""G6778"", ""G6779"", ""G6780"", ""G6781"", ""G6782""]"	PM0-3823	"[""TERM_WC-444""]"	0.099257352824813155	31.476491727804749
TU0-36398	glnD	185976	188655	-	"[""EG11411""]"	PM0-36128	"[""TERM_WC-794""]"	0.26659506944613282	0.0
TU0-36399	glrR-glnB	2685090	2686825	-	"[""EG10384"", ""EG11285""]"	PM_WC-97	"[""TERM_WC-809""]"	0.15403270679109896	181.65693242701462
TU0-36402	fhuF	4602896	4603775	-	"[""G7949""]"	PM0-36136	"[""TERM_WC-637""]"	0.12161736185347703	103.83690355049868
TU0-36403	rcsB	2313997	2314851	+	"[""EG10821""]"	PM0-36143	"[""TERM_WC-1785""]"	0.15075499365013456	535.27068045416775
TU0-36404	cbrBC	3895502	3896634	+	"[""EG11727"", ""EG11726""]"	PM0-45896	"[""TERM_WC-271""]"	0.12718296891008171	36.21535039714577
TU0-36408	yciG	1313809	1314116	-	"[""EG11127""]"	PM0-9320	"[""TERM0-1155""]"	0.12161736185347703	12.859819842386662
TU0-3641	gltIJKL-sroC	683751	686970	-	"[""G0-9383"", ""EG12663"", ""EG12662"", ""EG12661"", ""G6359""]"	PM0-3843	"[""TERM_WC-814""]"	0.099021025794277892	145.88272625141994
TU0-36411	yciE	1312692	1313420	-	"[""EG11125""]"	PM0-36155	"[""TERM0-1156""]"	0.12161736185347703	0.0
TU0-36412	pcnB-folk	157251	159391	-	"[""EG11374"", ""EG10690""]"	PM0-36157	"[""TERM_WC-1559""]"	0.17773004629742187	228.12895552598181
TU0-36413	alaA-yfbR	2405436	2407485	+	"[""G7185"", ""G7184""]"	PM0-45321	"[""TERM_WC-65""]"	0.16906028794145009	305.26868664564108
TU0-36414	luxS	2812238	2813087	-	"[""EG12712""]"	PM0-36173	"[""TERM_WC-1189""]"	0.039836044859766974	71.931127313053366
TU0-36417	glgAP	3562155	3566415	-	"[""EG10380"", ""EG10377""]"	PM0-36178	"[""TERM_WC-781""]"	0.12161736185347703	0.0
TU0-36418	pstCAB-phoU	3904874	3908565	-	"[""EG10735"", ""EG10783"", ""EG10782"", ""EG10784""]"	PM0-36184	"[""TERM_WC-1710""]"	0.11649532446385633	149.34525853279686
TU0-36419	pstB-phoU	3904874	3906579	-	"[""EG10735"", ""EG10783""]"	PM0-36185	"[""TERM_WC-1709""]"	0.11363068533769594	200.44339262884222
TU0-36420	phoU	3904874	3905688	-	"[""EG10735""]"	PM0-36186	"[""TERM_WC-1616""]"	0.083511708501198226	33.501556982340674
TU0-36422	uxaB	1607251	1608744	-	"[""EG11065""]"	PM0-36188	"[""TERM_WC-2318""]"	0.12161736185347703	31.552408359266074
TU0-36423	ssrS	3053781	3054305	+	"[""EG30099""]"	PM0-10229	"[""TERM0-1158""]"	0.12161736185347703	219.60197026977914
TU0-36424	ssrS	3053996	3054305	+	"[""EG30099""]"	PM0-10228	"[""TERM0-1158""]"	0.12161736185347703	219.60197026977914
TU0-36425	iraM	1210901	1211346	-	"[""G6600""]"	PM0-36194	"[""TERM_WC-1071""]"	0.12161736185347703	2.7290935999920247
TU0-36426	tufA	3468165	3469605	-	"[""EG11036""]"	PM0-36202	"[""TERM_WC-2254""]"	0.097639874994988163	176.30631514295851
TU0-36427	mhpR-lacI	365650	367760	-	"[""EG10525"", ""G6201""]"	PM0-36203	"[""TERM_WC-1293""]"	0.13329753472306641	32.748538330762955
TU0-36430	yrbG-kdsDC-lptCAB	3338233	3342693	+	"[""EG11680"", ""G7665"", ""G7664"", ""G7663"", ""G7662"", ""EG12802""]"	PM0-9420	"[""TERM_WC-4016""]"	0.2615649737962058	272.7285668778278
TU0-36431	kdsC-lptCAB	3340032	3342693	+	"[""EG11680"", ""G7665"", ""G7664"", ""G7663""]"	PM0-36209	"[""TERM_WC-1108""]"	0.31152682272357091	562.51757988634984
TU0-36432	kdsC-lptCAB	3339741	3342693	+	"[""EG11680"", ""G7665"", ""G7664"", ""G7663""]"	PM0-36210	"[""TERM_WC-1107""]"	0.31152682272357091	562.51757988634984
TU0-36433	lptAB	3341321	3342693	+	"[""EG11680"", ""G7665""]"	PM0-36211	"[""TERM_WC-1173""]"	0.28881132523331049	521.50067301963679
TU0-36435	yjbEFGH	4233895	4237755	+	"[""EG11926"", ""EG11925"", ""EG11924"", ""EG11923""]"	PM0-36213	"[""TERM_WC-3616""]"	0.07480005545610921	13.988732371124264
TU0-36438	arrS	3656007	3656077	-	"[""G0-10694""]"	PM0-36220	"[""TERM_WC-152""]"	0.12161736185347703	219.60197026977914
TU0-3644	ydcSTUV	1509539	1513582	+	"[""G6754"", ""G6753"", ""G6752"", ""G6751""]"	PM0-44931	"[""TERM_WC-2828""]"	0.11316688662203188	11.983241624406954
TU0-36440	plsB	4252064	4254525	-	"[""EG10740""]"	PM0-36259	"[""TERM_WC-1630""]"	0.18240715277893299	148.14744134399379
TU0-36442	dgkA	4254480	4255030	+	"[""EG10224""]"	PM0-36261	"[""TERM_WC-456""]"	0.11363068533769595	178.47744484621225
TU0-36443	cbpAM	1061771	1063051	-	"[""EG12194"", ""EG12193""]"	PM0-36262	"[""TERM_WC-267""]"	0.23104906018664842	208.71585802900697
TU0-3645	rutABCDEFG	1067732	1073249	-	"[""G6523"", ""G6522"", ""G6521"", ""G6520"", ""G6519"", ""G6518"", ""G6517""]"	PM0-3847	"[""TERM_WC-1981""]"	0.08886502314871092	8.9815878896402133
TU0-3721	acs-yjcHG	4281274	4285618	-	"[""EG11942"", ""EG11943"", ""EG11448""]"	PM0-3921	"[""TERM_WC-35""]"	0.094951668569855527	36.076886473116609
TU0-3723	acs-yjcHG	4281274	4285414	-	"[""EG11942"", ""EG11943"", ""EG11448""]"	PM0-3923	"[""TERM_WC-36""]"	0.094951668569855527	36.076886473116609
TU0-3741	metBL	4126659	4130292	+	"[""EG10590"", ""EG10582""]"	PM00490	"[""TERM_WC-1265""]"	0.27182242374899818	316.43935638315872
TU0-3841	hepA-rluA	59685	63358	-	"[""EG12609"", ""EG11083""]"	PM0-4081	"[""TERM_WC-906""]"	0.15403270679109896	174.80863828308239
TU0-3862	nhaAR	17317	19622	+	"[""EG11078"", ""EG10652""]"	PM0-4102	"[""TERM_WC-1456""]"	0.1050223000848402	36.035251605110368
TU0-3882	proP	4328430	4330029	+	"[""EG11612""]"	PM00611	"[""TERM_WC-1693""]"	0.24755256448569476	494.68924066305357
TU0-3901	sra	1553848	1554070	-	"[""EG11508""]"	PM0-4141	"[""TERM_WC-2098""]"	0.12161736185347703	219.60197026977914
TU0-3941	ftsQ	102742	103987	+	"[""EG10342""]"	PM00607	"[""TERM_WC-718""]"	0.030268435832312025	93.850917510383297
TU0-3963	fepDGC	618605	621415	-	"[""EG10295"", ""EG10298"", ""EG10296""]"	PM0-4203	"[""TERM_WC-630""]"	0.14440566261665527	17.176572216042423
TU0-3982	csiE	2663423	2664739	+	"[""G7329""]"	PM327	"[""TERM_WC-348""]"	0.10663802777845312	12.982113501748882
TU0-4	yggN	3098924	3099662	-	"[""EG12705""]"	PM0-5	"[""TERM_WC-3308""]"	0.15403270679109896	202.10323392646512
TU0-4001	csiD-ygaF-gabDTP	2786949	2793677	+	"[""EG11330"", ""EG10361"", ""EG11329"", ""EG12387"", ""G7394""]"	PM0-4241	"[""TERM_WC-347""]"	0.12956022066541034	6.0530535094879712
TU0-4021	gmr	1342779	1344867	-	"[""G6639""]"	PM0-4261	"[""TERM_WC-831""]"	0.15753345012726028	284.45491255616554
TU0-4141	dsbC	3036132	3036856	-	"[""EG11070""]"	PM0-4381	"[""TERM_WC-506""]"	0.22359586469675655	231.79736101383355
TU0-41428	yaaA	5681	6615	-	"[""EG10011""]"	PM0-44335	"[""TERM_WC-2366""]"	0.18240715277893299	88.12454365055811
TU0-41429	yaaI	11380	11913	-	"[""G8202""]"	PM0-44339	"[""TERM_WC-2370""]"	0.11363068533769595	18.676339442103707
TU0-4143	mdoGH	1108480	1112783	+	"[""EG11886"", ""EG11885""]"	PM0-4383	"[""TERM0141""]"	0.28291721655507968	951.08846523754244
TU0-41430	yaaI	11380	11825	-	"[""G8202""]"	PM0-44340	"[""TERM_WC-2371""]"	0.11363068533769595	18.676339442103707
TU0-41431	insL-1	15436	16559	+	"[""G6083""]"	PM0-44342	"[""TERM_WC-1053""]"	0.18240715277893299	329.36884611766538
TU0-41432	hokC	16749	16951	-	"[""G0-9563""]"	PM0-44343	"[""TERM_WC-930""]"	0.12161736185347703	219.60197026977914
TU0-41433	caiE	34779	35499	-	"[""EG12608""]"	PM0-44344	"[""TERM_WC-251""]"	0.075712188453295401	0.0
TU0-41434	caiE	34779	35440	-	"[""EG12608""]"	PM0-44345	"[""TERM_WC-253""]"	0.075712188453295401	0.0
TU0-41435	caiE	34779	35399	-	"[""EG12608""]"	PM0-44346	"[""TERM_WC-252""]"	0.075712188453295401	0.0
TU0-41436	apaH	50378	51293	-	"[""EG10048""]"	PM0-44348	"[""TERM_WC-110""]"	0.19254088348887369	110.0717722729193
TU0-41437	rluA	59685	60450	-	"[""EG12609""]"	PM0-44350	"[""TERM_WC-1875""]"	0.15403270679109896	278.13369227713963
TU0-41438	thiQ	72227	73085	-	"[""EG11572""]"	PM0-44351	"[""TERM_WC-2173""]"	0.096270441744436844	7.1933274071443121
TU0-41439	leuD	78846	79594	-	"[""EG11575""]"	PM0-44352	"[""TERM_WC-1132""]"	0.23901626915860183	0.0
TU0-41440	ampDE	118681	120137	+	"[""EG10042"", ""EG10041""]"	PM0-44354	"[""TERM_WC-98""]"	0.16906028794145009	96.031315359381892
TU0-41441	yacH	129405	131466	-	"[""EG12315""]"	PM0-44356	"[""TERM_WC-2379""]"	0.1050223000848402	20.767109618776303
TU0-41442	yadE	145053	146312	+	"[""EG11749""]"	PM0-44358	"[""TERM_WC-2387""]"	0.11552453009332421	13.703519759670121
TU0-41443	yadD	146959	147872	+	"[""EG11748""]"	PM0-44360	"[""TERM_WC-2383""]"	0.14145860827753984	58.569522171232592
TU0-41444	yadD	146957	147872	+	"[""EG11748""]"	PM0-44361	"[""TERM_WC-2385""]"	0.14145860827753984	58.569522171232592
TU0-41445	panC	147942	148920	-	"[""EG11746""]"	PM0-44362	"[""TERM_WC-1542""]"	0.16119701873487099	0.0
TU0-41446	panC	147942	148910	-	"[""EG11746""]"	PM0-44363	"[""TERM_WC-1543""]"	0.16119701873487099	0.0
TU0-41447	htrE	152827	155518	-	"[""EG11972""]"	PM0-44364	"[""TERM_WC-958""]"	0.12161736185347703	14.946773771792328
TU0-41448	htrE	152827	155438	-	"[""EG11972""]"	PM0-44365	"[""TERM_WC-957""]"	0.12161736185347703	14.946773771792328
TU0-41449	yadN	156297	157055	-	"[""EG12328""]"	PM0-44367	"[""TERM_WC-2391""]"	0.094951668569855527	3.7923696426800291
TU0-41450	yadN	156297	157031	-	"[""EG12328""]"	PM0-44368	"[""TERM_WC-2393""]"	0.094951668569855527	3.7923696426800291
TU0-41451	gluQ	159184	160143	-	"[""EG11362""]"	PM0-44369	"[""TERM_WC-822""]"	0.1307824868981029	0.0
TU0-41452	yadS	176999	177786	-	"[""EG12333""]"	PM0-44372	"[""TERM_WC-2396""]"	0.13329753472306641	0.0
TU0-41453	yadS	176999	177700	-	"[""EG12333""]"	PM0-44373	"[""TERM_WC-2394""]"	0.13329753472306641	0.0
TU0-41454	yadS	176999	177757	-	"[""EG12333""]"	PM0-44374	"[""TERM_WC-2395""]"	0.13329753472306641	0.0
TU0-41455	frr	192849	193431	+	"[""EG10335""]"	PM0-44376	"[""TERM_WC-692""]"	0.25672117798516492	844.97208522037181
TU0-41456	dxr	193335	194719	+	"[""EG12715""]"	PM0-44378	"[""TERM_WC-524""]"	0.16503504299046315	78.236512480058963
TU0-41457	dxr	193338	194719	+	"[""EG12715""]"	PM0-44379	"[""TERM_WC-525""]"	0.16503504299046315	78.236512480058963
TU0-41458	dxr	193411	194719	+	"[""EG12715""]"	PM0-44380	"[""TERM_WC-522""]"	0.16503504299046315	78.236512480058963
TU0-41459	cdsA	195555	196536	+	"[""EG10139""]"	PM0-44382	"[""TERM_WC-277""]"	0.16119701873487099	175.97556141248396
TU0-4146	hlpA-lpxD-fabZ-lpxA	200455	203350	+	"[""EG10545"", ""EG11284"", ""EG10316"", ""EG10455""]"	PM0-4386	"[""TERM_WC-923""]"	0.094811503750875215	236.23842019132729
TU0-41460	yaeQ-arfB-nlpE	214088	215981	+	"[""EG12354"", ""EG12137"", ""G6098""]"	PM0-44384	"[""TERM_WC-2406""]"	0.14643954518872082	165.45911331783188
TU0-41461	yaeQ-arfB-nlpE	214195	215981	+	"[""EG12137"", ""EG12354"", ""G6098""]"	PM0-44385	"[""TERM_WC-2404""]"	0.14643954518872082	165.45911331783188
TU0-41462	mltD	232595	233982	-	"[""EG10246""]"	PM0-44389	"[""TERM_WC-1316""]"	0.31506690025452055	909.45951159868889
TU0-41463	yafT	237260	238122	+	"[""G6101""]"	PM0-44393	"[""TERM_WC-2418""]"	0.1050223000848402	4.6419856637499377
TU0-41464	yafT	237278	238122	+	"[""G6101""]"	PM0-44394	"[""TERM_WC-2417""]"	0.1050223000848402	4.6419856637499377
TU0-41465	ivy	240329	240818	+	"[""G6104""]"	PM0-44396	"[""TERM_WC-1092""]"	0.099021025794277892	178.80023074958976
TU0-41466	rayT	247624	248136	+	"[""G6112""]"	PM0-44401	"[""TERM_WC-1777""]"	0.082517521495231574	29.536321644003191
TU0-41467	proBA	259527	261982	+	"[""EG10767"", ""EG10768""]"	PM0-44403	"[""TERM_WC-1688""]"	0.2272613706753919	204.11025484468976
TU0-41468	ykfI	262550	263042	-	"[""G6120""]"	PM0-44404	"[""TERM_WC-3747""]"	0.097626363459147228	0.0
TU0-41469	mmuPM	274539	276873	+	"[""G6136"", ""G6135""]"	PM0-44407	"[""TERM_WC-1320""]"	0.1754802988759355	97.293296908773669
TU0-41470	mmuPM	274511	276873	+	"[""G6136"", ""G6135""]"	PM0-44408	"[""TERM_WC-1323""]"	0.1754802988759355	97.293296908773669
TU0-41471	mmuPM	274430	276873	+	"[""G6136"", ""G6135""]"	PM0-44409	"[""TERM_WC-1321""]"	0.1754802988759355	97.293296908773669
TU0-41472	mmuPM	274509	276873	+	"[""G6136"", ""G6135""]"	PM0-44410	"[""TERM_WC-1322""]"	0.1754802988759355	97.293296908773669
TU0-41473	yagEF	281476	284394	+	"[""G6141"", ""G6140""]"	PM0-44412	"[""TERM_WC-2424""]"	0.087740149437967749	25.756998269009813
TU0-41474	yagGH	284574	287625	+	"[""G6143"", ""G6142""]"	PM0-44414	"[""TERM_WC-2429""]"	0.079672089719533948	22.331290027488169
TU0-41475	yagGH	284577	287625	+	"[""G6143"", ""G6142""]"	PM0-44415	"[""TERM_WC-2428""]"	0.079672089719533948	22.331290027488169
TU0-41476	yagGH	284431	287625	+	"[""G6143"", ""G6142""]"	PM0-44416	"[""TERM_WC-2427""]"	0.079672089719533948	22.331290027488169
TU0-41477	yagL	292442	293255	-	"[""G6149""]"	PM0-44419	"[""TERM_WC-2433""]"	0.11950813457930091	4.4767747213406128
TU0-41478	yagN	294361	294895	-	"[""G6151""]"	PM0-44421	"[""TERM_WC-2437""]"	0.13329753472306641	331.29236089932027
TU0-41479	yagN	294361	294887	-	"[""G6151""]"	PM0-44422	"[""TERM_WC-2436""]"	0.13329753472306641	331.29236089932027
TU0-41480	yagN	294361	294880	-	"[""G6151""]"	PM0-44423	"[""TERM_WC-2435""]"	0.13329753472306641	331.29236089932027
TU0-41481	ykgJ	303075	303486	-	"[""G6159""]"	PM0-44425	"[""TERM_WC-3766""]"	0.12377628224284738	44.844147056583608
TU0-41482	ecpR	309968	310670	-	"[""G6165""]"	PM0-44428	"[""TERM_WC-536""]"	0.12160476851928864	219.57923074511024
TU0-41483	ecpR	309968	310706	-	"[""G6165""]"	PM0-44429	"[""TERM_WC-540""]"	0.12160476851928864	219.57923074511024
TU0-41484	ecpR	309968	310656	-	"[""G6165""]"	PM0-44430	"[""TERM_WC-538""]"	0.12160476851928864	219.57923074511024
TU0-41485	ecpR	309968	310684	-	"[""G6165""]"	PM0-44431	"[""TERM_WC-539""]"	0.12160476851928864	219.57923074511024
TU0-41486	ykgB	316948	317600	-	"[""G6171""]"	PM0-44433	"[""TERM_WC-3754""]"	0.11002336199364211	27.505840498410524
TU0-41487	ykgB	316948	317621	-	"[""G6171""]"	PM0-44434	"[""TERM_WC-3751""]"	0.11002336199364211	27.505840498410524
TU0-41488	ykgB	316948	317708	-	"[""G6171""]"	PM0-44435	"[""TERM_WC-3752""]"	0.11002336199364211	27.505840498410524
TU0-41489	ykgB	316948	317749	-	"[""G6171""]"	PM0-44436	"[""TERM_WC-3750""]"	0.11002336199364211	27.505840498410524
TU0-41490	ykgB	316948	317558	-	"[""G6171""]"	PM0-44437	"[""TERM_WC-3753""]"	0.11002336199364211	27.505840498410524
TU0-41491	ykgC	317898	319394	-	"[""G6174""]"	PM0-44439	"[""TERM_WC-3756""]"	0.097626363459147228	15.995103389146683
TU0-41492	ykgC	317898	319312	-	"[""G6174""]"	PM0-44440	"[""TERM_WC-3755""]"	0.097626363459147228	15.995103389146683
TU0-41493	ykgD	319340	320307	+	"[""G6175""]"	PM0-44442	"[""TERM_WC-3758""]"	0.10193340890587431	23.442645380172973
TU0-41494	ykgEFG	320708	323679	+	"[""G6177"", ""G6178"", ""G6176""]"	PM0-44444	"[""TERM_WC-3763""]"	0.12160476851928864	72.294034884717078
TU0-41495	ykgEFG	320705	323679	+	"[""G6178"", ""G6177"", ""G6176""]"	PM0-44445	"[""TERM_WC-3762""]"	0.12160476851928864	72.294034884717078
TU0-41496	ykgEFG	320761	323679	+	"[""G6177"", ""G6178"", ""G6176""]"	PM0-44446	"[""TERM_WC-3760""]"	0.12160476851928864	72.294034884717078
TU0-41497	betA	324799	326485	-	"[""EG10109""]"	PM0-44447	"[""TERM_WC-209""]"	0.10830424696249144	0.0
TU0-41498	betA	324799	326481	-	"[""EG10109""]"	PM0-44448	"[""TERM_WC-208""]"	0.10830424696249144	0.0
TU0-41499	yahM	344560	344875	+	"[""G6192""]"	PM0-44451	"[""TERM_WC-2452""]"	0.10663802777845312	9.2092600789472119
TU0-41500	yahN	344888	345660	-	"[""G6193""]"	PM0-44453	"[""TERM_WC-2453""]"	0.097626363459147228	19.550655546328823
TU0-41501	yaiO	379291	380181	-	"[""G6210""]"	PM0-44454	"[""TERM_WC-2463""]"	0.080598509367435497	0.0
TU0-41502	yaiO	379291	380197	-	"[""G6210""]"	PM0-44455	"[""TERM_WC-2465""]"	0.080598509367435497	0.0
TU0-41503	yaiO	379291	380074	-	"[""G6210""]"	PM0-44456	"[""TERM_WC-2464""]"	0.080598509367435497	0.0
TU0-41504	yaiS	383281	383925	-	"[""G6216""]"	PM0-44459	"[""TERM_WC-2468""]"	0.11552453009332421	5.4181004613769046
TU0-41505	yaiS	383281	383962	-	"[""G6216""]"	PM0-44460	"[""TERM_WC-2467""]"	0.11552453009332421	5.4181004613769046
TU0-41506	yaiS	383281	384054	-	"[""G6216""]"	PM0-44461	"[""TERM_WC-2470""]"	0.11552453009332421	5.4181004613769046
TU0-41507	insF-2-insEF-2	390961	391884	-	"[""G0-10529""]"	PM0-44463	"[""TERM_WC-1027""]"	0.12161736185347703	219.60197026977914
TU0-41508	insF-2-insEF-2	390961	391843	-	"[""G0-10529""]"	PM0-44464	"[""TERM_WC-1026""]"	0.12161736185347703	219.60197026977914
TU0-41509	yaiY	398247	398771	-	"[""G6228""]"	PM0-44467	"[""TERM_WC-2476""]"	0.1474781235233926	266.29821601002732
TU0-41510	yaiZ	398668	399031	+	"[""G6229""]"	PM0-44468	"[""TERM_WC-2478""]"	0.090019114358434446	23.57060490361248
TU0-41511	yaiI	404932	405448	+	"[""G6230""]"	PM0-44470	"[""TERM_WC-2461""]"	0.11950813457930091	78.796493453516263
TU0-41512	yaiI	404922	405448	+	"[""G6230""]"	PM0-44471	"[""TERM_WC-2460""]"	0.11950813457930091	78.796493453516263
TU0-41513	sbcC	411829	415071	-	"[""EG10927""]"	PM0-44473	"[""TERM_WC-2004""]"	0.17773004629742187	0.0
TU0-41514	yajD	429693	430178	+	"[""EG11097""]"	PM0-44475	"[""TERM_WC-2480""]"	0.091203576389466495	128.46388548761914
TU0-41515	yajL	442273	442972	-	"[""G198""]"	PM0-44477	"[""TERM_WC-2484""]"	0.13591121187449909	245.41208142100558
TU0-41516	cyoE	446037	446994	-	"[""EG10182""]"	PM0-44478	"[""TERM_WC-400""]"	0.13573720901219608	0.0
TU0-41517	ampG	451292	452851	-	"[""EG12183""]"	PM0-44480	"[""TERM_WC-101""]"	0.12836058899258246	75.735314717403497
TU0-41518	ampG	451292	452908	-	"[""EG12183""]"	PM0-44481	"[""TERM_WC-100""]"	0.12836058899258246	75.735314717403497
TU0-41519	ffs	475512	475787	+	"[""EG30027""]"	PM0-44486	"[""TERM_WC-634""]"	0.12161736185347703	1144.638286292555
TU0-41520	ffs	475646	475787	+	"[""EG30027""]"	PM0-44487	"[""TERM_WC-635""]"	0.12161736185347703	1144.638286292555
TU0-41521	hha	479312	479727	-	"[""EG10439""]"	PM0-44488	"[""TERM_WC-911""]"	0.17116620711045558	426.85428729205415
TU0-41522	ybaM	489332	489548	-	"[""EG12830""]"	PM0-44489	"[""TERM_WC-2493""]"	0.13591121187449909	15.920639358978821
TU0-41523	ybaN	490097	490485	+	"[""EG12843""]"	PM0-44491	"[""TERM_WC-2497""]"	0.18240715277893299	126.29506444107761
