ID	Name	Symbol	Type	Coordinate	Length	Direction	Expression	Half life (s)	Product	Splices	(absolute nt position, old, new)	Comments
EG11928	predicted stress response protein	yjbJ	mRNA	4257260	210	+	0.0000349365	344.81999999999999	EG11928-MONOMER	[]	[]	
EG11929	Zur	zur	mRNA	4258026	516	-	0.0000403048	684.0	EG11929-MONOMER	[]	[]	
EG11930	predicted protein	yjbL	mRNA	4258344	255	+	0.0000014230	348.0	EG11930-MONOMER	[]	[]	
EG11931	predicted protein	yjbM	mRNA	4258622	708	+	0.0000049620	672.0	EG11931-MONOMER	[]	[]	
EG11932	tRNA-dihydrouridine synthase A	dusA	mRNA	4259692	1038	+	0.0000807429	324.0	EG11932-MONOMER	[]	[]	
EG11933	phage shock protein G	pspG	mRNA	4260863	243	+	0.0000305612	324.0	EG11933-MONOMER	[]	[]	
EG11934	acid phosphatase/phosphotransferase monomer	aphA	mRNA	4267437	714	+	0.0000277860	384.0	APHA-MONOMER	[]	[]	
EG11935	conserved protein	yjbQ	mRNA	4268261	417	+	0.0000587231	258.0	EG11935-MONOMER	[]	[]	
EG11936	conserved protein	yjbR	mRNA	4268681	357	+	0.0000444896	504.0	EG11936-MONOMER	[]	[]	
EG11937	predicted inner membrane protein	yjcB	mRNA	4273064	282	-	0.0000363342	258.0	EG11937-MONOMER	[]	[]	
EG11938	predicted c-di-GMP-specific phosphodiesterase	yjcC	mRNA	4273494	1587	+	0.0000224530	324.0	EG11938-MONOMER	[]	[]	
EG11939	predicted permease	yjcD	mRNA	4276502	1350	+	0.0001448799	288.0	EG11939-MONOMER	[]	[]	
EG11940	YjcE CPA1 transporter	yjcE	mRNA	4278003	1650	+	0.0000641674	438.0	YJCE-MONOMER	[]	[]	
EG11941	conserved protein	yjcF	mRNA	4281098	1293	-	0.0000005463	498.00000000000006	EG11941-MONOMER	[]	[]	
EG11942	ActP	actP	mRNA	4282925	1650	-	0.0000352602	558.0	YJCG-MONOMER	[]	[]	
EG11943	conserved inner membrane protein	yjcH	mRNA	4283236	315	-	0.0000122980	384.0	YJCH-MONOMER	[]	[]	
EG11945	formate-dependent nitrite reductase - penta-heme cytochrome c	nrfB	mRNA	4287268	567	+	0.0000091940	228.0	CYTOCHROMEC-MONOMER	[]	[]	
EG11946	formate-dependent nitrite reductase	nrfC	mRNA	4287831	672	+	0.0000105344	414.0	NRFC-MONOMER	[]	[]	
EG11947	formate dependent nitrate reductase - NrfD subunit	nrfD	mRNA	4288499	957	+	0.0000510955	438.0	NRFD-MONOMER	[]	[]	
EG11948	formate-dependent nitrite reductase; possible assembly function	nrfE	mRNA	4289535	1659	+	0.0000074102	624.0	EG11948-MONOMER	[]	[]	
EG11949	activator of formate-dependent nitrite reductase complex	nrfF	mRNA	4291186	384	+	0.0000210654	300.0	EG11949-MONOMER	[]	[]	
EG11950	NrfG	nrfG	mRNA	4291566	597	+	0.0000162366	390.0	EG11950-MONOMER	[]	[]	
EG11951	conserved protein	yjcO	mRNA	4295148	690	-	0.0000294417	330.0	EG11951-MONOMER	[]	[]	
EG11952	SdsRQP multidrug efflux transport system - predicted outer membrane factor	sdsP	mRNA	4299053	1467	-	0.0000029303	408.0	EG11952-MONOMER	[]	[]	
EG11953	SdsRQP multidrug efflux transport system - uncharacterised component	sdsQ	mRNA	4301101	2052	-	0.0000487856	480.0	YJCQ-MONOMER	[]	[]	
EG11954	SdsRQP multidrug efflux transport system - predicted membrane fusion protein	sdsR	mRNA	4302132	1032	-	0.0000135625	414.0	EG11954-MONOMER	[]	[]	
EG11955	predicted alkyl sulfatase	yjcS	mRNA	4304620	1986	-	0.0000737980	546.0	EG11955-MONOMER	[]	[]	
EG11956	D-allose kinase	alsK	mRNA	4305822	930	-	0.0000087253	344.81999999999999	EG11956-MONOMER	[]	[]	
EG11957	allulose-6-phosphate 3-epimerase	alsE	mRNA	4306501	696	-	0.0000312660	344.81999999999999	EG11957-MONOMER	[]	[]	
EG11958	D-allose ABC transporter - membrane subunit	alsC	mRNA	4307492	981	-	0.0000216016	480.0	YJCV-MONOMER	[]	[]	
EG11959	D-allose ABC transporter - ATP binding subunit	alsA	mRNA	4309003	1533	-	0.0000187842	344.81999999999999	YJCW-MONOMER	[]	[]	
EG11961	(R)-lactate / (S)-lactate / glycolate:H+ symporter LldP	lldP	mRNA	3775422	1656	+	0.0000218646	420.0	LCTP-MONOMER	[]	[]	
EG11962	LldR transcriptional repressor	lldR	mRNA	3777077	777	+	0.0000054560	245.99999999999997	EG11962-MONOMER	[]	[]	
EG11963	L-lactate dehydrogenase	lldD	mRNA	3777850	1191	+	0.0000131056	372.0	L-LACTDEHYDROGFMN-MONOMER	[]	[]	
EG11964	conserved protein	yibL	mRNA	3774688	363	+	0.0001126697	344.81999999999999	EG11964-MONOMER	[]	[]	
EG11965	MtlR DNA-binding transcriptional repressor	mtlR	mRNA	3773595	588	+	0.0000294433	306.0	PD00369	[]	[]	
EG11966	AdiY DNA-binding transcriptional activator	adiY	mRNA	4335952	762	-	0.0000079295	348.0	EG11966-MONOMER	[]	[]	
EG11967	flagellar biosynthesis	flgK	mRNA	1137601	1644	+	0.0006080069	360.0	EG11967-MONOMER	[]	[]	
EG11969	ZntR transcriptional activator	zntR	mRNA	3437152	426	-	0.0000402290	1758.0	EG11969-MONOMER	[]	[]	
EG11970	conserved protein	yhdN	mRNA	3437531	369	-	0.0000904460	344.81999999999999	EG11970-MONOMER	[]	[]	
EG11971	nucleoside:H<sup>+</sup> symporter NupC	nupC	mRNA	2511064	1203	+	0.0001370617	168.0	NUPC-MONOMER	[]	[]	
EG11972	putative outer membrane usher protein	htrE	mRNA	155426	2598	-	0.0000103607	344.81999999999999	EG11972-MONOMER	[]	[]	
EG11973	probable pilin chaperone similar to PapD	yadV	mRNA	156201	741	-	0.0001098254	348.0	EG11973-MONOMER	[]	[]	
EG11974	fimbrial protein	fimI	mRNA	4541751	540	+	0.0000946358	318.0	EG11974-MONOMER	[]	[]	
EG11975	flagellar biosynthesis protein FliP	fliP	mRNA	2019893	738	+	0.0001061650	918.0	EG11975-MONOMER	[]	[]	
EG11976	flagellar biosynthesis protein FliQ	fliQ	mRNA	2020640	270	+	0.0000937068	354.0	EG11976-MONOMER	[]	[]	
EG11977	flagellar biosynthesis protein FliR	fliR	mRNA	2020917	786	+	0.0000471266	342.0	EG11977-MONOMER	[]	[]	
EG11978	dTDP-glucose pyrophosphorylase	rfbA	mRNA	2109043	882	-	0.0002422151	156.0	DTDPGLUCOSEPP-MONOMER	[]	[]	
EG11979	dTDP-4-dehydrorhamnose 3,5-epimerase	rfbC	mRNA	2108162	558	-	0.0000613719	186.0	DTDPDEHYDRHAMEPIM-MONOMER	[]	[]	
EG11980	<i>O</i>-antigen flippase	rfbX	mRNA	2107608	1248	-	0.0001511064	168.0	RFBX-MONOMER	[]	[]	
EG11981	UDP-galactopyranose mutase	glf	mRNA	2106353	1104	-	0.0001064398	344.81999999999999	GALPMUT-MONOMER	[]	[]	
EG11982	predicted O-antigen polymerase	wbbH	mRNA	2105250	1167	-	0.0000794918	344.81999999999999	EG11982-MONOMER	[]	[]	
EG11983	&beta;-1,6-galactofuranosyltransferase	wbbI	mRNA	2104081	993	-	0.0000973133	344.81999999999999	EG11983-MONOMER	[]	[]	
EG11984	predicted acyl transferase	wbbJ	mRNA	2103108	591	-	0.0001553013	344.81999999999999	EG11984-MONOMER	[]	[]	
EG11985	predicted lipopolysaccharide biosynthesis protein	wbbK	mRNA	2102533	1119	-	0.0002076124	344.81999999999999	EG11985-MONOMER	[]	[]	
EG11986	lipopolysaccharide biosynthesis protein	wbbL_1	mRNA	2101413	474	-	0.0001301489	344.81999999999999	EG11986-MONOMER	[]	[]	
EG11987	putative  type-1 fimbrial protein	yehA	mRNA	2186436	1035	-	0.0000171622	344.81999999999999	EG11987-MONOMER	[]	[]	
EG11988	putative outer membrane usher protein	yehB	mRNA	2188932	2481	-	0.0000061557	318.0	EG11988-MONOMER	[]	[]	
EG11989	putative fimbrial chaperone	yehC	mRNA	2189667	720	-	0.0000039015	344.81999999999999	EG11989-MONOMER	[]	[]	
EG11990	predicted fimbrial-like adhesin protein	yehD	mRNA	2190244	543	-	0.0000045405	344.81999999999999	EG11990-MONOMER	[]	[]	
EG11991	predicted protein	yehE	mRNA	2190818	282	-	0.0000494229	408.0	EG11991-MONOMER	[]	[]	
EG11992	molybdate metabolism regulator	molR_1	mRNA	2194496	825	+	0.0000252451	576.0	EG11992-MONOMER	[]	[]	
EG11995	conserved protein	yehI	mRNA	2198301	3633	+	0.0000200808	534.0	EG11995-MONOMER	[]	[]	
EG11998	predicted transporter subunit: ATP-binding component of ABC superfamily	yehL	mRNA	2202618	1089	+	0.0000046299	498.00000000000006	EG11998-MONOMER	[]	[]	
EG11999	predicted protein	yehM	mRNA	2203717	2280	+	0.0000044950	546.0	EG11999-MONOMER	[]	[]	
EG12002	conserved protein	yehP	mRNA	2205989	1137	+	0.0000188752	348.0	EG12002-MONOMER	[]	[]	
EG12003	predicted protein	yehQ	mRNA	2207122	1845	+	0.0000384367	378.0	EG12003-MONOMER	[]	[]	
EG12004	conserved protein	yehR	mRNA	2209247	462	+	0.0000042185	342.0	EG12004-MONOMER	[]	[]	
EG12005	conserved protein	yehS	mRNA	2210218	471	-	0.0000305292	324.0	EG12005-MONOMER	[]	[]	
EG12006	YehT	yehT	mRNA	2210984	720	-	0.0000291078	312.0	EG12006-MONOMER	[]	[]	
EG12007	YehU sensory histidine kinase in two-component system with YehT	yehU	mRNA	2212666	1686	-	0.0000506167	852.0	EG12007-MONOMER	[]	[]	
EG12008	MlrA DNA binding transcriptional activator	mlrA	mRNA	2212888	732	+	0.0000127751	162.0	EG12008-MONOMER	[]	[]	
EG12009	YehW	yehW	mRNA	2214498	732	-	0.0000049705	210.0	YEHW-MONOMER	[]	[]	
EG12010	YehX	yehX	mRNA	2215429	927	-	0.0000434999	180.0	YEHX-MONOMER	[]	[]	
EG12011	YehY	yehY	mRNA	2216579	1158	-	0.0000679761	344.81999999999999	YEHY-MONOMER	[]	[]	
EG12012	OsmF	osmF	mRNA	2217503	918	-	0.0000382023	192.0	YEHZ-MONOMER	[]	[]	
EG12013	&beta;-D-glucoside glucohydrolase	bglX	mRNA	2220011	2298	-	0.0000582881	402.0	EG12013-MONOMER	[]	[]	
EG12015	penicillin-binding protein 7	pbpG	mRNA	2222892	933	-	0.0000810851	186.0	EG12015-MONOMER	[]	[]	
EG12016	predicted inner membrane protein	yohC	mRNA	2223653	588	-	0.0000144662	336.0	EG12016-MONOMER	[]	[]	
EG12017	conserved inner membrane protein	yohD	mRNA	2223823	579	+	0.0000235894	252.0	EG12017-MONOMER	[]	[]	
EG12019	predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain	yohF	mRNA	2225292	762	-	0.0000132641	180.0	EG12019-MONOMER	[]	[]	
EG12020	putative channel/filament protein	mdtQ	mRNA	2226433	1089	-	0.0000049890	738.0	EG12020-MONOMER	[]	[]	
EG12021	conserved protein	yohH	mRNA	2226708	138	-	0.0000096172	378.0	EG12021-MONOMER	[]	[]	
EG12022	tRNA-dihydrouridine synthase C	dusC	mRNA	2228407	948	-	0.0000148591	354.0	EG12022-MONOMER	[]	[]	
EG12023	conserved inner membrane protein	yohJ	mRNA	2228646	399	+	0.0000235759	276.0	EG12023-MONOMER	[]	[]	
EG12024	putative seritonin transporter	yohK	mRNA	2229041	696	+	0.0000319471	282.0	EG12024-MONOMER	[]	[]	
EG12025	vancomycin sensitivity	sanA	mRNA	2230900	720	+	0.0000254070	491.99999999999994	EG12025-MONOMER	[]	[]	
EG12026	YeiG	yeiG	mRNA	2241932	837	+	0.0000810935	270.0	EG12026-MONOMER	[]	[]	
EG12027	conserved inner membrane protein	yeiH	mRNA	2247739	1050	+	0.0000109171	396.0	EG12027-MONOMER	[]	[]	
EG12028	predicted kinase	yeiI	mRNA	2249722	1089	+	0.0000345099	384.0	EG12028-MONOMER	[]	[]	
EG12029	putative pyrimidine nucleoside transporter	nupX	mRNA	2252167	1251	-	0.0000137547	344.81999999999999	YEIJ-MONOMER	[]	[]	
EG12030	ribonucleoside hydrolase 2 (pyrimidine-specific)	rihB	mRNA	2253208	942	-	0.0000079531	342.0	EG12030-MONOMER	[]	[]	
EG12031	YeiL DNA-binding transcriptional activator	yeiL	mRNA	2253377	660	+	0.0000100623	522.0	EG12031-MONOMER	[]	[]	
EG12032	predicted pseudouridine transporter - PsuT	psuT	mRNA	2255357	1251	-	0.0000372379	408.0	YEIM-MONOMER	[]	[]	
EG12033	predicted pseudouridine 5'-phosphate glycosidase	psuG	mRNA	2256389	939	-	0.0000189680	432.0	EG12033-MONOMER	[]	[]	
EG12034	sugar / lactose efflux transporter SetB	setB	mRNA	2261885	1182	+	0.0000191568	618.0	B2170-MONOMER	[]	[]	
EG12035	predicted dehydrogenase	yeiP	mRNA	2263472	573	+	0.0001184748	228.0	EG12035-MONOMER	[]	[]	
EG12036	predicted dehydrogenase	yeiQ	mRNA	2264267	1467	+	0.0000350882	366.0	EG12036-MONOMER	[]	[]	
EG12037	peptide ABC transporter - periplasmic binding protein	yejA	mRNA	2270386	1815	+	0.0000107856	348.0	YEJA-MONOMER	[]	[]	
EG12038	peptide ABC transporter - membrane subunit	yejB	mRNA	2272201	1095	+	0.0000307905	318.0	YEJB-MONOMER	[]	[]	
EG12040	peptide ABC transporter - membrane subunit	yejE	mRNA	2273295	1026	+	0.0000137261	216.0	YEJE-MONOMER	[]	[]	
EG12041	peptide ABC transporter - ATP binding subunit	yejF	mRNA	2274322	1590	+	0.0000551504	276.0	YEJF-MONOMER	[]	[]	
EG12042	predicted protein	yejG	mRNA	2276259	345	-	0.0000792777	344.81999999999999	EG12042-MONOMER	[]	[]	
EG12043	conserved protein	yejL	mRNA	2282151	228	+	0.0002093659	372.0	EG12043-MONOMER	[]	[]	
EG12044	16S rRNA pseudouridine 516 synthase	rsuA	mRNA	2278505	696	-	0.0000829313	348.0	EG12044-MONOMER	[]	[]	
EG12045	predicted ATP-dependent helicase	yejH	mRNA	2278654	1761	+	0.0000419504	486.0	EG12045-MONOMER	[]	[]	
EG12048	DNA-associated protein	yejK	mRNA	2281969	1008	-	0.0001031520	294.0	EG12048-MONOMER	[]	[]	
EG12049	predicted hydrolase	yejM	mRNA	2282398	1761	+	0.0000453764	216.0	EG12049-MONOMER	[]	[]	
EG12051	predicted autotransporter outer membrane protein	yejO	mRNA	2286922	2511	-	0.0000257543	300.0	EG12051-MONOMER	[]	[]	
EG12052	CcmH	ccmH	mRNA	2290432	1053	-	0.0000425608	432.0	EG12052-MONOMER	[]	[]	
EG12053	CcmG	ccmG	mRNA	2290986	558	-	0.0000276039	432.0	EG12053-MONOMER	[]	[]	
EG12054	cytochrome c-type biogenesis protein	ccmF	mRNA	2292926	1944	-	0.0000161944	354.0	EG12054-MONOMER	[]	[]	
EG12055	membrane anchored periplasmic heme chaperone CcmE	ccmE	mRNA	2293402	480	-	0.0000227582	318.0	CCME-MONOMER	[]	[]	
EG12057	protoheme IX ABC transporter - membrane subunit CcmC	ccmC	mRNA	2294342	738	-	0.0000108547	324.0	CCMC-MONOMER	[]	[]	
EG12058	protoheme IX ABC transporter - membrane subunit CcmB	ccmB	mRNA	2295046	663	-	0.0000278939	480.0	CCMB-MONOMER	[]	[]	
EG12059	protoheme IX ABC transporter - ATP binding subunit	ccmA	mRNA	2295666	624	-	0.0000368181	366.0	CCMA-MONOMER	[]	[]	
EG12060	cytochrome c protein	napC	mRNA	2296281	603	-	0.0000423281	534.0	NAPC-MONOMER	[]	[]	
EG12061	subunit of periplasmic nitrate reductase	napB	mRNA	2296740	450	-	0.0000084471	312.0	NAPB-MONOMER	[]	[]	
EG12062	ferredoxin-type protein	napH	mRNA	2297600	864	-	0.0000382462	378.0	NAPH-MONOMER	[]	[]	
EG12064	ferredoxin-type protein	napG	mRNA	2298282	696	-	0.0000463510	378.0	NAPG-MONOMER	[]	[]	
EG12067	large subunit of periplasmic nitrate reductase	napA	mRNA	2300775	2487	-	0.0000036503	402.0	NAPA-MONOMER	[]	[]	
EG12068	ferredoxin-type protein	napF	mRNA	2301519	495	-	0.0000129134	390.0	NAPF-MONOMER	[]	[]	
EG12069	malate:quinone oxidoreductase	mqo	mRNA	2304776	1647	-	0.0000544187	162.0	EG12069-MONOMER	[]	[]	
EG12070	fused predicted multidrug transport subunits of ABC superfamily: membrane component / ATP-binding component	yojI	mRNA	2306637	1644	-	0.0000367186	228.0	YOJI-MONOMER	[]	[]	
EG12073	predicted thiamine biosynthesis lipoprotein	apbE	mRNA	2309556	1056	-	0.0000310282	498.00000000000006	EG12073-MONOMER	[]	[]	
EG12075	nickel ABC transporter - periplasmic binding protein	nikA	mRNA	3611690	1575	+	0.0000189848	552.0	NIKA-MONOMER	[]	[]	
EG12076	nickel ABC transporter - membrane subunit	nikB	mRNA	3613264	945	+	0.0000254693	576.0	NIKB-MONOMER	[]	[]	
EG12077	nickel ABC transporter - membrane subunit	nikC	mRNA	3614205	834	+	0.0000175281	528.0	NIKC-MONOMER	[]	[]	
EG12078	nickel ABC transporter - ATP binding subunit	nikD	mRNA	3615038	765	+	0.0000444508	552.0	NIKD-MONOMER	[]	[]	
EG12079	nickel ABC transporter - ATP binding subunit	nikE	mRNA	3615799	807	+	0.0000305949	1356.0	NIKE-MONOMER	[]	[]	
EG12080	inhibitor of RecA	recX	mRNA	2820661	501	-	0.0000124143	360.0	EG12080-MONOMER	[]	[]	
EG12081	conserved protein	ppdA	mRNA	2962199	471	-	0.0000087792	396.0	EG12081-MONOMER	[]	[]	
EG12082	NADH:ubiquinone oxidoreductase	nuoA	mRNA	2403094	444	-	0.0003255578	264.0	NUOA-MONOMER	[]	[]	
EG12083	NADH:ubiquinone oxidoreductase	nuoB	mRNA	2402635	663	-	0.0003524232	186.0	NUOB-MONOMER	[]	[]	
EG12084	NADH:ubiquinone oxidoreductase	nuoC	mRNA	2401867	1791	-	0.0002786909	156.0	NUOC-MONOMER	[]	[]	
EG12086	NADH:ubiquinone oxidoreductase	nuoE	mRNA	2400074	501	-	0.0006115695	162.0	NUOE-MONOMER	[]	[]	
EG12087	NADH:ubiquinone oxidoreductase	nuoG	mRNA	2398187	2727	-	0.0002291803	252.0	NUOG-MONOMER	[]	[]	
EG12088	NADH:ubiquinone oxidoreductase	nuoH	mRNA	2395464	978	-	0.0002426585	402.0	NUOH-MONOMER	[]	[]	
EG12089	NADH:ubiquinone oxidoreductase	nuoI	mRNA	2394472	543	-	0.0002940204	344.81999999999999	NUOI-MONOMER	[]	[]	
EG12090	NADH:ubiquinone oxidoreductase	nuoJ	mRNA	2393918	555	-	0.0001797152	1374.0	NUOJ-MONOMER	[]	[]	
EG12091	NADH:ubiquinone oxidoreductase	nuoK	mRNA	2393367	303	-	0.0002608155	344.81999999999999	NUOK-MONOMER	[]	[]	
EG12092	NADH:ubiquinone oxidoreductase	nuoL	mRNA	2393068	1842	-	0.0002367085	1074.0	NUOL-MONOMER	[]	[]	
EG12093	NADH:ubiquinone oxidoreductase	nuoN	mRNA	2389527	1458	-	0.0002641943	996.0000000000001	NUON-MONOMER	[]	[]	
EG12094	SgrR DNA-binding transcriptional dual regulator	sgrR	mRNA	77299	1656	-	0.0000384299	276.0	EG12094-MONOMER	[]	[]	
EG12095	SecG	secG	mRNA	3320527	333	-	0.0006940945	480.0	SECG	[]	[]	
EG12096	ChpB toxin of the ChpB-ChpS toxin-antitoxin system	chpB	mRNA	4446715	351	+	0.0000691210	276.0	EG12096-MONOMER	[]	[]	
EG12097	conserved protein	yfiH	mRNA	2733056	732	-	0.0000287049	330.0	EG12097-MONOMER	[]	[]	
EG12098	23S rRNA pseudouridine synthase	rluD	mRNA	2734033	981	-	0.0000815707	174.0	EG12098-MONOMER	[]	[]	
EG12099	protein chain elongation factor EF-P	efp	mRNA	4373722	567	+	0.0004501748	192.0	EG12099-MONOMER	[]	[]	
EG12100	transketolase II	tktB	mRNA	2577658	2004	+	0.0000388211	816.0	TRANSKETOII-MONOMER	[]	[]	
EG12101	ferrous iron transport protein A	feoA	mRNA	3538185	228	+	0.0000709554	300.0	EG12101-MONOMER	[]	[]	
EG12102	Fe(2+) transporter FeoB	feoB	mRNA	3538429	2322	+	0.0000295091	245.99999999999997	FEOB-MONOMER	[]	[]	
EG12103	glyceraldehyde 3-phosphate dehydrogenase C	gapC_2	mRNA	1487988	252	-	0.0001039226	174.0	EG12103-MONOMER	[]	[]	
EG12104	zinc-binding GTPase	yeiR	mRNA	2265851	987	+	0.0000312356	360.0	EG12104-MONOMER	[]	[]	
EG12105	LYSR-type transcriptional regulator	yeiE	mRNA	2247640	882	-	0.0000538910	324.0	EG12105-MONOMER	[]	[]	
EG12106	protein involved in plasmid replication	hofB	mRNA	117099	1386	-	0.0000023453	344.81999999999999	EG12106-MONOMER	[]	[]	
EG12107	prepilin peptidase dependent protein	ppdD	mRNA	117549	441	-	0.0000129623	390.0	EG12107-MONOMER	[]	[]	
EG12108	NorR DNA-binding transcriptional dual regulator	norR	mRNA	2830311	1515	-	0.0000535554	444.0	EG12108-MONOMER	[]	[]	
EG12110	conserved protein	ydcF	mRNA	1485259	801	+	0.0000486474	240.0	EG12110-MONOMER	[]	[]	
EG12111	NlpD putative outer membrane lipoprotein	nlpD	mRNA	2866775	1140	-	0.0018378782	402.0	EG12111-MONOMER	[]	[]	
EG12112	AlpA DNA-binding transcriptional activator; CP4-57 prophage	alpA	mRNA	2756666	213	+	0.0000019980	696.0	PD02850	[]	[]	
EG12113	protein involved in utilization of DNA as a carbon source	hofQ	mRNA	3518725	1239	-	0.0000060849	462.0	EG12113-MONOMER	[]	[]	
EG12114	peptide chain release factor RF3	prfC	mRNA	4607437	1590	+	0.0000766930	210.0	EG12114-MONOMER	[]	[]	
EG12115	pyrimidine nucleotidase	yjjG	mRNA	4606669	678	+	0.0000180002	294.0	EG12115-MONOMER	[]	[]	
EG12116	AcrR DNA-binding transcriptional repressor	acrR	mRNA	484985	648	+	0.0000472581	372.0	EG12116-MONOMER	[]	[]	
EG12117	outer membrane protein X	ompX	mRNA	849673	516	+	0.0004320263	408.0	EG12117-MONOMER	[]	[]	
EG12119	conserved protein	ychJ	mRNA	1288355	459	-	0.0001322396	258.0	EG12119-MONOMER	[]	[]	
EG12120	conserved protein	rssA	mRNA	1288429	945	+	0.0000325035	222.0	EG12120-MONOMER	[]	[]	
EG12121	regulator of RpoS	rssB	mRNA	1289465	1014	+	0.0000227481	144.0	EG12121-MONOMER	[]	[]	
EG12122	conserved protein	yggI	mRNA	3087777	498	+	0.0000120788	318.0	EG12122-MONOMER	[]	[]	
EG12123	LrhA DNA-binding transcriptional dual regulator	lrhA	mRNA	2404663	939	-	0.0000851991	344.81999999999999	EG12123-MONOMER	[]	[]	
EG12124	histidine ABC transporter - periplasmic binding protein	hisJ	mRNA	2424810	783	-	0.0007300375	318.0	HISJ-MONOMER	[]	[]	
EG12125	lysine / arginine / ornithine ABC transporter / histidine ABC transporter - membrane subunit	hisQ	mRNA	2423938	687	-	0.0001126512	444.0	HISQ-MONOMER	[]	[]	
EG12127	trehalose PTS permease - TreB subunit	treB	mRNA	4464203	1422	-	0.0000070780	354.0	TREB-MONOMER	[]	[]	
EG12128	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase	lgt	mRNA	2964059	876	-	0.0000829060	150.0	EG12128-MONOMER	[]	[]	
EG12129	uracil:H<sup>+</sup> symporter	uraA	mRNA	2618182	1290	-	0.0002691513	344.81999999999999	URAA-MONOMER	[]	[]	
EG12130	chaperone	hscA	mRNA	2656957	1851	-	0.0002052958	144.0	EG12130-MONOMER	[]	[]	
EG12131	Hsc20 co-chaperone that acts with Hsc66 in IscU iron-sulfur cluster assembly	hscB	mRNA	2657489	516	-	0.0000948668	174.0	EG12131-MONOMER	[]	[]	
EG12132	iron-sulfur cluster assembly protein	iscA	mRNA	2657908	324	-	0.0004634625	150.0	EG12132-MONOMER	[]	[]	
EG12133	predicted oxidoreductase	ucpA	mRNA	2542645	792	-	0.0000525253	306.0	EG12133-MONOMER	[]	[]	
EG12134	threonine / homoserine efflux transporter	rhtA	mRNA	849320	888	-	0.0000224834	306.0	EG12134-MONOMER	[]	[]	
EG12136	predicted transport protein MdtD	mdtD	mRNA	2159488	1416	+	0.0000129269	810.0	B2077-MONOMER	[]	[]	
EG12137	outer membrane lipoprotein NlpE	nlpE	mRNA	215269	711	+	0.0000579206	252.0	EG12137-MONOMER	[]	[]	
EG12138	predicted lipoprotein	yaeF	mRNA	217003	825	-	0.0000041915	366.0	EG12138-MONOMER	[]	[]	
EG12139	conserved protein	yfhG	mRNA	2687528	714	-	0.0000546126	234.0	EG12139-MONOMER	[]	[]	
EG12140	protein with similarity to transcriptional regulators	ydhB	mRNA	1737822	933	-	0.0000373003	336.0	EG12140-MONOMER	[]	[]	
EG12141	predicted transport protein YdhC	ydhC	mRNA	1737935	1212	+	0.0000202443	438.0	YDHC-MONOMER	[]	[]	
EG12142	serine:H<sup>+</sup> symporter SdaC	sdaC	mRNA	2926251	1290	+	0.0000466393	390.0	SDAC-MONOMER	[]	[]	
EG12143	signal peptide-binding chaperone for NapA	napD	mRNA	2301035	264	-	0.0000604379	468.0	NAPD-MONOMER	[]	[]	
EG12144	phosphoglucomutase	pgm	mRNA	712781	1641	+	0.0000542720	300.0	PHOSPHOGLUCMUT-MONOMER	[]	[]	
EG12146	predicted P-loop containing ATPase	yhbJ	mRNA	3345137	855	+	0.0001270753	204.0	EG12146-MONOMER	[]	[]	
EG12147	phosphocarrier protein HPr-like NPr	npr	mRNA	3345988	273	+	0.0000833090	288.0	EG12147-MONOMER	[]	[]	
EG12148	galactose:H<sup>+</sup> symporter	galP	mRNA	3086306	1395	+	0.0000274859	348.0	GALP-MONOMER	[]	[]	
EG12150	cobalamin 5'-phosphate synthase / cobalamin synthase	cobS	mRNA	2063246	744	-	0.0000952934	360.0	COBS-MONOMER	[]	[]	
EG12151	CobT	cobT	mRNA	2062491	1080	-	0.0001083602	234.0	DMBPPRIBOSYLTRANS-MONOMER	[]	[]	
EG12152	D-gluconate kinase	idnK	mRNA	4492646	564	+	0.0000059349	245.99999999999997	GLUCONOKINI-MONOMER	[]	[]	
EG12153	nitrate / nitrite transporter NarU	narU	mRNA	1542084	1389	-	0.0000351708	354.0	NARU-MONOMER	[]	[]	
EG12154	Rac prophage; phage superinfection exclusion protein	sieB	mRNA	1416695	489	+	0.0000026083	540.0	EG12154-MONOMER	[]	[]	
EG12155	Rac prophage; inhibitor of FtsZ	kilR	mRNA	1416253	222	-	0.0000094300	491.99999999999994	EG12155-MONOMER	[]	[]	
EG12158	nucleoid-associated protein RdgC	rdgC	mRNA	409243	912	-	0.0001538041	270.0	EG12158-MONOMER	[]	[]	
EG12159	conserved protein	yaiE	mRNA	407401	285	+	0.0002259077	552.0	EG12159-MONOMER	[]	[]	
EG12161	attaching and effacing protein homolog	eaeH	mRNA	313581	888	+	0.0000105715	344.81999999999999	EG12161-MONOMER	[]	[]	
EG12162	GatR_2	gatR_2	mRNA	2169757	339	-	0.0000744505	344.81999999999999	PD00338	[]	[]	
EG12163	16S rRNA m<sup>5</sup>C967 methyltransferase	rsmB	mRNA	3433229	1290	+	0.0001098254	102.0	EG12163-MONOMER	[]	[]	
EG12164	predicted phosphoglycerate mutase 2	ytjC	mRNA	4631820	648	+	0.0000341440	384.0	PGAM2-MONOMER	[]	[]	
EG12165	Ca<sup>2+</sup>-binding protein involved in chromosome partitioning	mukF	mRNA	973542	1323	+	0.0001351953	462.0	EG12165-MONOMER	[]	[]	
EG12166	conserved inner membrane protein	ycbC	mRNA	972624	780	-	0.0000458013	426.0	EG12166-MONOMER	[]	[]	
