Frame ID	Name	Gene	Location	Modified form	Comments
G6703-MONOMER	predicted protein	G6703	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6704-MONOMER	hypothetical protein	G6704	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6705-MONOMER	conserved protein	G6705	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
G6706-MONOMER	FeaR DNA-binding transcriptional activator	G6706	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6708-MONOMER	oxepin-CoA hydrolase/3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase	G6708	"[""CCO-CYTOSOL""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
G6709-MONOMER	ring 1,2-phenylacetyl-CoA epoxidase, monooxygenase subunit	G6709	"[""CCO-CYTOSOL""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
G6710-MONOMER	ring 1,2-phenylacetyl-CoA epoxidase subunit	G6710	"[""CCO-CYTOSOL""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
G6711-MONOMER	ring 1,2-phenylacetyl-CoA epoxidase, structural subunit	G6711	"[""CCO-CYTOSOL""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
G6712-MONOMER	phenylacetate degradation protein	G6712	"[""CCO-CYTOSOL""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
G6713-MONOMER	ring 1,2-phenylacetyl-CoA epoxidase, reductase subunit	G6713	"[""CCO-CYTOSOL""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
G6714-MONOMER	predicted 2,3-dehydroadipyl-CoA hydratase	G6714	"[""CCO-MEMBRANE""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
G6715-MONOMER	predicted ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)	G6715	"[""CCO-CYTOSOL""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
G6716-MONOMER	3-hydroxyadipyl-CoA dehydrogenase (NAD+)	G6716	"[""CCO-MEMBRANE""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
G6717-MONOMER	hydroxyphenylacetyl-CoA thioesterase	G6717	"[""CCO-CYTOSOL""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
G6718-MONOMER	&beta;-ketoadipyl-CoA thiolase	G6718	"[""CCO-MEMBRANE""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
G6719-MONOMER	phenylacetate-CoA ligase	G6719	"[""CCO-CYTOSOL""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
G6720-MONOMER	PaaX	G6720	"[""CCO-MEMBRANE""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
G6721-MONOMER	predicted hexapeptide repeat acetyltransferase	G6721	"[""CCO-CYTOSOL""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
G6722-MONOMER	predicted outer membrane protein, N-ter fragment	G6722	"[""CCO-CYTOSOL""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
G6725-MONOMER	transposase of IS30	G6725	"[""CCO-CYTOSOL""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
G6727-MONOMER	YnbA	G6727	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6728-MONOMER	predicted CDP-diglyceride synthase	G6728	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6729-MONOMER	predicted hydrolase	G6729	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6730-MONOMER	predicted phosphatase, inner membrane protein	G6730	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6731-MONOMER	NADH:quinone oxidoreductase, FMN-dependent	G6731	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6732-MONOMER	ATP-dependent helicase	G6732	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6736-MONOMER	regulatory peptide whose translation enables hokB expression	G6736	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6737-MONOMER	putative transcriptional regulator LysR-type	G6737	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6738-MONOMER	conserved protein	G6738	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6741-MONOMER	predicted enzyme	G6741	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6742-MONOMER	predicted lipoprotein	G6742	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
G6743-MONOMER	predicted transposase	G6743	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6745-MONOMER	predicted DNA-binding transcriptional regulator	G6745	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6746-MONOMER	predicted peptidase	G6746	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6747-MONOMER	predicted protein	G6747	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
G6749-MONOMER	antitoxin of the HicA-HicB toxin-antitoxin system	G6749	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6750-MONOMER	fused predicted DNA-binding transcriptional regulator and predicted amino transferase	G6750	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6755-MONOMER	&gamma;-aminobutyraldehyde dehydrogenase	G6755	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6756-MONOMER	predicted inner membrane protein	G6756	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6757-MONOMER	hypothetical protein	G6757	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6758-MONOMER	predicted inner membrane protein	G6758	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6759-MONOMER	L-amino acid N-acyltransferase	G6759	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6760-MONOMER	NADPH-dependent curcumin/dihydrocurcumin reductase subunit	G6760	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6761-MONOMER	McbR DNA-binding transcriptional dual regulator	G6761	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6762-MONOMER	probable TonB-dependent receptor	G6762	"[""CCO-OUTER-MEM""]"	[]	Location information from Han 2011.
G6763-MONOMER	conserved protein	G6763	"[""CCO-PERI-BAC""]"	[]	Location information from Lopez Campistrous 2005.
G6765-MONOMER	predicted enzyme	G6765	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6766-MONOMER	hypothetical protein	G6766	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6767-MONOMER	predicted protein	G6767	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6768-MONOMER	predicted protein	G6768	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6769-MONOMER	conserved protein	G6769	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6770-MONOMER	NhoA	G6770	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6771-MONOMER	hypothetical protein	G6771	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6772-MONOMER	predicted protein	G6772	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6773-MONOMER	predicted lipoprotein	G6773	"[""CCO-OUTER-MEM""]"	[]	Location information from Han 2011.
G6774-MONOMER	predicted DNA-binding transcriptional regulator	G6774	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6776-MONOMER	biofilm-dependent modulation protein	G6776	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6782-MONOMER	D-Ala-D-Ala dipeptidase	G6782	"[""CCO-EXTRACELLULAR""]"	[]	Location information from Han 2011.
G6783-MONOMER	c-di-GMP phosphodiesterase, heme-regulated	G6783	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6784-MONOMER	diguanylate cyclase	G6784	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6785-MONOMER	predicted lipoprotein	G6785	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6787-MONOMER	predicted anaerobic sulfatase maturation enzyme; predicted DNA-binding transcriptional regulator	G6787	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6788-MONOMER	putative sulfatase	G6788	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6789-MONOMER	YdeO DNA-binding transcriptional dual regulator	G6789	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6791-MONOMER	acid resistance protein	G6791	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
G6792-MONOMER	predicted fimbrial-like adhesin protein	G6792	"[""CCO-CELL-PROJECTION""]"	[]	Location information from Han 2011.
G6793-MONOMER	predicted fimbrial-like adhesin protein	G6793	"[""CCO-CELL-PROJECTION""]"	[]	Location information from Han 2011.
G6794-MONOMER	predicted fimbrial-like adhesin protein	G6794	"[""CCO-EXTRACELLULAR""]"	[]	Location information from Han 2011.
G6795-MONOMER	predicted protein	G6795	"[""CCO-OUTER-MEM""]"	[]	Location information from Han 2011.
G6796-MONOMER	predicted transcriptional regulator	G6796	"[""CCO-EXTRACELLULAR""]"	[]	Location information from Han 2011.
G6797-MONOMER	conserved protein	G6797	"[""CCO-MEMBRANE""]"	[]	Localization generated from unambiguous Ecocyc data.
G6798-MONOMER	autoinducer-2 kinase	G6798	"[""CCO-CYTOSOL""]"	[]	Localization generated from unambiguous Ecocyc data.
G6799-MONOMER	LsrR DNA-binding transcriptional repressor	G6799	"[""CCO-CYTOSOL""]"	[]	Localization generated from unambiguous Ecocyc data.
G6804-MONOMER	predicted class I aldolase	G6804	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6805-MONOMER	Autoinducer 2-degrading protein	G6805	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6806-MONOMER	trans-aconitate 2-methyltransferase	G6806	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6807-MONOMER	conserved inner membrane protein	G6807	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6808-MONOMER	predicted diguanylate cyclase	G6808	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6809-MONOMER	conserved protein	G6809	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6810-MONOMER	glutaminase	G6810	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6811-MONOMER	Sad	G6811	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6812-MONOMER	predicted DNA-binding transcriptional regulator, LysR-type	G6812	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6813-MONOMER	predicted protein	G6813	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6814-MONOMER	YdfH DNA-binding transcriptional repressor	G6814	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6815-MONOMER	conserved protein	G6815	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6816-MONOMER	predicted mannonate dehydrogenase	G6816	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6818-MONOMER	Qin prophage; cold shock gene, predicted DNA-binding transcriptional regulator	G6818	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6819-MONOMER	Qin prophage; predicted site-specific recombinase	G6819	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6820-MONOMER	Qin prophage; predicted tail fibre assembly protein	G6820	"[""CCO-CYTOSOL""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
G6821-MONOMER	Qin prophage; predicted side tail fibre assembly protein	G6821	"[""CCO-CYTOSOL""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
G6822-MONOMER	Qin prophage; predicted protein	G6822	"[""CCO-CYTOSOL""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
G6823-MONOMER	Qin prophage; predicted protein	G6823	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6824-MONOMER	Qin prophage; predicted protein	G6824	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6825-MONOMER	Qin prophage; cold shock protein	G6825	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6826-MONOMER	Qin prophage; conserved protein	G6826	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6827-MONOMER	Qin prophage; predicted lysozyme	G6827	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6828-MONOMER	Qin prophage; predicted protein	G6828	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6829-MONOMER	Qin prophage; predicted S lysis protein	G6829	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6830-MONOMER	Qin prophage; predicted antitermination protein Q	G6830	"[""CCO-CYTOSOL""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
G6831-MONOMER	Qin prophage; predicted protein	G6831	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6832-MONOMER	Qin prophage; predicted protein	G6832	"[""CCO-MEMBRANE""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
G6833-MONOMER	Qin prophage; predicted protein	G6833	"[""CCO-CYTOSOL""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
G6834-MONOMER	Qin prophage; predicted protein	G6834	"[""CCO-CYTOSOL""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
G6835-MONOMER	Qin prophage; predicted protein	G6835	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6836-MONOMER	Qin prophage; predicted transposase	G6836	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6837-MONOMER	Qin prophage; predicted defective integrase	G6837	"[""CCO-CYTOSOL""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
G6838-MONOMER	predicted oxidoreductase, Zn-dependent and NAD(P)-binding	G6838	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6839-MONOMER	mannonate/altronate dehydratase	G6839	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6840-MONOMER	conserved inner membrane protein	G6840	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6841-MONOMER	predicted protein	G6841	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
G6843-MONOMER	YnfC lipoprotein	G6843	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6844-MONOMER	predicted protein	G6844	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
G6845-MONOMER	oxidoreductase subunit	G6845	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
G6846-MONOMER	oxidoreductase subunit	G6846	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
G6847-MONOMER	oxidoreductase, predicted Fe-S subunit	G6847	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6848-MONOMER	oxidoreductase, predicted membrane anchor subunit	G6848	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6849-MONOMER	DMS reductase maturation protein	G6849	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6851-MONOMER	predicted dethiobiotin synthetase	G6851	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6853-MONOMER	predicted DNA-binding transcriptional regulator	G6853	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6855-MONOMER	acid shock protein	G6855	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
G6856-MONOMER	predicted peptidase	G6856	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
G6859-MONOMER	quorum signal AI-2 exporter	G6859	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6860-MONOMER	predicted protein	G6860	"[""CCO-CYTOSOL""]"	[]	Location information from Lopez Campistrous 2005.
G6862-MONOMER	dihydromonapterin reductase / dihydrofolate reductase	G6862	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6863-MONOMER	hypothetical protein	G6863	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6865-MONOMER	conserved protein	G6865	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6866-MONOMER	membrane-associated protein	G6866	"[""CCO-OUTER-MEM""]"	[]	Location information from Han 2011.
G6867-MONOMER	UidR DNA-binding transcriptional repressor	G6867	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6868-MONOMER	YdgJ	G6868	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6869-MONOMER	H-NS- and StpA-binding protein	G6869	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6870-MONOMER	conserved inner membrane protein	G6870	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6871-MONOMER	integral membrane protein of SoxR-reducing complex	G6871	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6872-MONOMER	member of SoxR-reducing complex	G6872	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6873-MONOMER	member of SoxR-reducing complex	G6873	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6874-MONOMER	integral membrane protein of SoxR-reducing complex	G6874	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6875-MONOMER	member of SoxR-reducing complex	G6875	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6876-MONOMER	integral membrane protein of SoxR-reducing complex	G6876	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6880-MONOMER	anhydro-N-acetylmuramic acid kinase	G6880	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6881-MONOMER	outer membrane lipoprotein	G6881	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Lopez Campistrous 2005.
G6882-MONOMER	SlyA DNA-binding transcriptional activator	G6882	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6883-MONOMER	predicted inner membrane protein	G6883	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6884-MONOMER	conserved protein	G6884	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6885-MONOMER	conserved inner membrane protein	G6885	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6886-MONOMER	superoxide dismutase (Cu-Zn)	G6886	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
G6887-MONOMER	predicted oxidoreductase	G6887	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6888-MONOMER	conserved protein	G6888	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6889-MONOMER	NemR DNA-binding transcriptional repressor	G6889	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6890-MONOMER	N-ethylmaleimide reductase, FMN-linked	G6890	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6892-MONOMER	murein DD-endopeptidase YdhO	G6892	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
G6894-MONOMER	conserved protein	G6894	"[""CCO-OUTER-MEM""]"	[]	Location information from Han 2011.
G6895-MONOMER	predicted mono-oxygenase	G6895	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6896-MONOMER	conserved protein with FAD/NAD(P)-binding domain	G6896	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6897-MONOMER	conserved protein	G6897	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6898-MONOMER	predicted cytochrome	G6898	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6899-MONOMER	predicted 4Fe-4S ferredoxin-type protein	G6899	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6900-MONOMER	predicted protein	G6900	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6901-MONOMER	predicted oxidoreductase	G6901	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6902-MONOMER	predicted 4Fe-4S ferredoxin-type protein	G6902	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6903-MONOMER	predicted protein	G6903	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6904-MONOMER	L,D-transpeptidase YnhG	G6904	"[""CCO-OUTER-MEM""]"	[]	Location information from Han 2011.
G6905-MONOMER	sulfur acceptor that activates SufS cysteine desulfurase	G6905	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6906-MONOMER	L-cysteine desulfurase	G6906	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6907-MONOMER	SufD component of SufBCD Fe-S cluster scaffold complex	G6907	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6908-MONOMER	SufC component of SufBCD Fe-S cluster scaffold complex	G6908	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6909-MONOMER	SufB component of SufBCD Fe-S cluster scaffold complex	G6909	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6911-MONOMER	predicted protein	G6911	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6912-MONOMER	esterase	G6912	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6913-MONOMER	predicted FAD-linked oxidoreductase	G6913	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6914-MONOMER	predicted inner membrane protein	G6914	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6915-MONOMER	conserved protein	G6915	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6918-MONOMER	predicted enoyl-CoA reductase	G6918	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6919-MONOMER	predicted DNA-binding transcriptional regulator	G6919	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6920-MONOMER	putative subunit of YdiQ-YdiR flavoprotein	G6920	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6921-MONOMER	putative subunit of YdiQ-YdiR flavoprotein	G6921	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6922-MONOMER	putative flavoprotein	G6922	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6923-MONOMER	putative ferredoxin	G6923	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6924-MONOMER	conserved protein	G6924	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6925-MONOMER	anti-FlhDC factor	G6925	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6926-MONOMER	predicted protein, N-ter fragment	G6926	"[""CCO-CYTOSOL""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
G6927-MONOMER	predicted protein, C-ter fragment	G6927	"[""CCO-MEMBRANE""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
G6928-MONOMER	conserved protein	G6928	"[""CCO-OUTER-MEM""]"	[]	Location information from Han 2011.
G6929-MONOMER	predicted protein	G6929	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6930-MONOMER	predicted phosphotransferase/kinase	G6930	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6931-MONOMER	predicted inner membrane protein	G6931	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6932-MONOMER	2-deoxyglucose-6-phosphatase	G6932	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6933-MONOMER	predicted inner membrane protein regulated by LexA	G6933	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6934-MONOMER	predicted transporter	G6934	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6935-MONOMER	predicted protein	G6935	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6936-MONOMER	cell division modulator	G6936	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6937-MONOMER	endonuclease of nucleotide excision repair	G6937	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6938-MONOMER	conserved protein	G6938	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6939-MONOMER	Spy	G6939	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
G6945-MONOMER	predicted inner membrane protein	G6945	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6946-MONOMER	predicted protein	G6946	"[""CCO-CYTOSOL""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
G6947-MONOMER	conserved inner membrane protein	G6947	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6948-MONOMER	conserved protein	G6948	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6949-MONOMER	conserved protein	G6949	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
G6952-MONOMER	molybdopterin synthase sulfurtransferase	G6952	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6953-MONOMER	predicted phosphatidyl transferase, inner membrane protein	G6953	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6954-MONOMER	5-hydroxy-CTP diphosphatase	G6954	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6955-MONOMER	predicted protein	G6955	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
G6956-MONOMER	predicted inner membrane protein	G6956	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
G6957-MONOMER	predicted DNA-binding transcriptional regulator	G6957	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6958-MONOMER	methylglyoxal reductase (NADH-dependent)	G6958	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6959-MONOMER	predicted kinase	G6959	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6960-MONOMER	predicted aldolase	G6960	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6961-MONOMER	predicted oxidoreductase, Zn-dependent and NAD(P)-binding	G6961	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6963-MONOMER	predicted oxidoreductase, Zn-dependent and NAD(P)-binding	G6963	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6964-MONOMER	conserved protein	G6964	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6966-MONOMER	conserved protein	G6966	"[""CCO-CYTOSOL""]"	[]	Location information from Lopez Campistrous 2005.
G6967-MONOMER	methylglyoxal reductase	G6967	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6968-MONOMER	scaffolding protein that interacts with murein polymerase and murein hydrolase	G6968	"[""CCO-OUTER-MEM""]"	[]	Location information from Lopez Campistrous 2005.
G6969-MONOMER	protein kinase	G6969	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6970-MONOMER	conserved protein	G6970	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
G6971-MONOMER	predicted diguanylate cyclase	G6971	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
