Gene names,Protein IDs,num_of_neighbors,aromaticities,instabilities,mass,pI,flexabilities,gravies,seq_len,average_neigh_mass,average_neigh_len,average_neigh_pI,Total_precent_disorder,Total_no_of_disordered_regions_greater_than_30_amino_acids,Total_no_of_disordered_regions_greater_than_50_amino_acids,number_of_disordered_segments,mean_neigh_disorder,helix,turn,sheet,A_NEnd,C_NEnd,D_NEnd,E_NEnd,F_NEnd,G_NEnd,H_NEnd,I_NEnd,K_NEnd,L_NEnd,M_NEnd,N_NEnd,P_NEnd,Q_NEnd,R_NEnd,S_NEnd,T_NEnd,V_NEnd,Y_NEnd,A_NEnd_PC5,C_NEnd_PC5,D_NEnd_PC5,R_NEnd_PC5,T_NEnd_PC5,NM1,NM2,NM3,CM1,is_single_node,gravies_over_node_connectivity,flexibilities_over_node_connectivity,pI_over_node_connectivity,mass_over_node_connectivity,instabilities_over_node_connectivity,Total_precent_disorder_over_node_connectivity,helix_over_node_connectivity,turn_over_node_connectivity,sheet_over_node_connectivity,seq_len_over_node_connectivity,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,label,half_life
damX,P11557,38,0.028037383,57.02546729,46161.3353,5.687438965,1.018240482,-0.935046729,428,56248.98104,509.0789474,6.309528552,92.28,1,1,2,0.164073404,0.170560748,0.268691589,0.257009346,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.023975557,0.02610873,0.145831768,1183.623982,1.462191469,2.366153846,0.004373353,0.006889528,0.006589983,10.97435897,-0.20517401,-0.07962669,0.21513219,0.23637213,0.2995023,-0.12484821,0.16604318,0.1469014,-0.293285,-0.14092869,0.18775198,-0.24779552,-0.10724369,-0.005503429,0.17817076,-0.22016063,0.09796972,-0.11969492,-0.023055512,-0.08198964,0.028137268,-0.19703509,-0.15162791,-0.015842902,0.3943162,-0.27889553,0.023714531,-0.19304556,-0.27568275,-0.30661014,0.22714068,-0.30582687,0.18763545,0.11907739,0.51113486,0.16593519,-0.103123255,0.025898,-0.09359743,0.08496501,0.026535945,-0.17533737,-0.036264554,-0.003832895,-0.027046924,0.27598938,-0.10649618,0.007873285,-0.14204983,-0.074604034,-0.14815931,-0.001743811,0.078627504,-0.01635431,0.035992127,0.17496416,-0.057673827,0.15410315,-0.1906353,-0.012807057,-0.14078467,-0.41669667,-0.11980494,0.24414867,0.19881082,-0.11833997,-0.12148408,0.069062665,0.12483147,-0.067497715,0.09864835,0.04743134,-0.03415718,-0.32565108,0.36761183,-0.22918268,0.17309995,-0.17564255,0.24255541,-0.24820532,0.03738909,0.05858969,0.057058576,0.023781879,0.2787153,0.06432803,-0.04082778,-0.0714305,-0.21000318,-0.17311838,-0.12876931,0.007173399,0.13556972,0.07875169,0.26945063,0.3646396,0.13623096,0.061087217,-0.1834768,0.0290582,-0.05822082,0.11037835,0.0790492,0.19525635,0.04435264,-0.21835844,-0.09859791,-0.2750376,-0.002838323,-0.41921026,-0.19469379,0.12716079,0.16240206,0.013845443,-0.19190899,0.20251745,0.20617531,-0.15357298,0.08669721,0.27364117,0.025677217,-0.18885241,0.2534343,-0.26636314,-0.008986367,0.24961434,0.04510496,0.057342652,2,inf
fepB,P0AEL6,16,0.062893082,34.09842767,34282.6313,5.760559082,0.999444059,-0.067610063,318,56940.87054,514.5625,5.774307251,20.12,0,0,5,0.164095712,0.298742138,0.20754717,0.339622642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.003977063,0.058790827,0.338856417,2016.625371,2.005789863,1.183529412,0.017573067,0.012208657,0.019977802,18.70588235,-0.5134856,0.006426424,0.18636993,0.5669386,-0.2011319,0.25929177,0.23850776,-0.09002523,-0.35965946,-0.029724313,-0.08034178,-0.21880874,-0.014918852,-0.16331837,0.044332076,-0.004111735,0.2066089,0.3847161,-0.1886064,-0.044373184,0.12518504,-0.38786033,0.15037802,0.20112386,0.34150177,-0.044204436,-0.040416602,-0.07711617,-0.22430705,-0.12807082,-0.27824697,-0.12844598,0.2240916,0.5195723,0.3881535,0.17862658,0.053796165,-0.035641003,-0.2948261,0.23162232,0.19403,-0.17515145,-0.043120988,-0.10031276,-0.031259283,0.07197872,-0.28451627,-0.26332098,-0.41367993,-0.017593917,-0.2568368,0.014681424,-0.28569105,-0.27838895,0.089141786,-0.1070459,0.23057292,0.16850087,-0.2310104,0.15342028,-0.1569964,-0.16374288,-0.27168807,0.07818644,-0.075879805,-0.42852992,-0.058522563,-0.16986342,-0.085094176,0.11178384,0.27324384,0.031774823,-0.028853996,0.10328307,0.25322407,0.004724589,0.1235792,-0.22596493,0.07716058,-0.759297,0.120576,0.19877888,-0.083949,0.23146747,0.22759466,0.1343772,0.44645053,0.105412975,-0.059673764,-0.035738673,0.109635465,-0.04084652,0.31370175,-0.017486798,0.3247212,0.18216102,0.005227286,0.07630833,-0.22992373,0.23226082,-0.48292658,-0.18464313,0.19656286,0.045065798,0.17459075,0.07388545,-0.16901396,0.6353207,0.055981476,-0.23385637,-0.5009552,0.20393379,0.09602599,-0.52719295,-0.14547467,-0.10498496,-0.10784378,-0.106756404,0.17841014,-0.6386941,0.112285145,0.21153156,-0.106165126,-0.12151722,-0.14310172,-0.08167864,-0.57067955,-0.028955875,2,258675.7499
curA,P76113,20,0.075362319,41.04405797,37609.304,5.525939941,0.999991851,-0.267536232,345,36741.80072,332.5,5.858502197,15.36,1,0,4,0.164210526,0.304347826,0.257971014,0.231884058,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-0.012739821,0.04761866,0.263139997,1790.919238,1.954478951,0.731428571,0.014492754,0.012284334,0.011042098,16.42857143,0.20193395,0.005768187,0.34561825,0.2687857,0.004236303,0.13070565,0.37889695,0.21836859,0.06544162,-0.14772384,0.080775976,-0.30012074,0.018007807,-0.2412132,0.25665626,-0.06831757,0.18606892,0.23522213,-0.26523563,0.11216241,-0.38930783,0.13636227,-0.24281631,-0.3288155,0.115550734,-0.64779437,-0.028663006,-0.24764958,-0.02162972,-0.1584866,-0.32362306,-0.04761293,-0.040243734,0.4307191,0.18318897,0.08944445,0.016927833,-0.08303157,-0.20037802,0.15485214,0.44677606,0.21875036,0.06440085,0.18760636,0.099691264,0.008366461,-0.7130486,0.025976729,-0.25447196,0.21438278,0.28664023,-0.037813198,-0.20636302,-0.18836036,0.031925865,-0.19755909,0.35844773,0.09010903,-0.14452724,0.2201075,0.12321214,0.15151869,-0.16897395,0.037926048,0.19934984,-0.21118988,0.44030225,-0.3675246,-0.06992035,-0.058193393,-0.0131883,0.16078198,0.22953698,-0.27401647,0.3837675,-0.10712465,-0.15827024,-0.017360706,0.003484547,0.052882317,0.14961506,0.039444614,-0.29477307,-0.11743239,0.075341426,0.21425125,-0.3319767,-0.22177018,0.13831842,0.038775988,-0.27212182,0.19054408,0.12941587,0.012493444,0.30497566,0.24612072,0.19369356,0.22177854,-0.33908808,0.021953283,0.050288636,-0.32060093,0.25525537,-0.15877336,0.22852328,-0.07973463,0.03749021,-0.08956095,0.33517137,0.12304156,-0.009430504,-0.11214927,0.21785496,-0.23584883,0.16241,-0.10888333,-0.22808361,0.20610304,-0.09856537,-0.19959936,-0.1504974,-0.11486505,0.017631052,0.3789545,0.01735983,0.024932276,-0.17516668,-0.22515966,2,inf
secG,P0AG99,62,0.072727273,26.38272727,11365.0276,6.090515137,0.997170556,0.375454545,110,33551.0047,304.8064516,8.406328755,70.9,1,0,3,0.164461848,0.3,0.309090909,0.327272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.005959596,0.015828104,0.096674843,180.3972635,0.418773449,1.125396825,0.004761905,0.004906205,0.005194805,1.746031746,-0.054554146,0.16163626,-0.10248748,0.15936045,0.08650139,-0.06999486,0.16686152,0.1350782,-0.025784304,-0.08560358,0.12364903,0.22285262,0.18464665,0.09087618,0.085195675,-0.07361062,-0.037036005,0.26755586,0.23021722,0.1528924,0.01919878,0.021127034,-0.20322196,-0.08855731,0.15577161,-0.06882896,-0.22017951,-0.14956631,-0.18114398,0.007519405,-0.029491765,-0.16809362,0.2838383,0.12563825,0.4722658,-0.0570368,-0.000957099,0.047454055,-0.22599413,0.19836523,-0.1262676,-0.36711878,-0.28932005,-0.06643568,-0.36954233,0.11349486,-0.2614241,0.07448021,0.14582945,-0.003439952,0.1165955,0.13739339,-0.18917522,0.041009575,-0.16328093,-0.009231729,0.08272373,0.15829544,0.29862806,0.19183886,-0.17230594,-0.003777185,-0.116021834,0.09349366,-0.047469318,0.017917074,-0.2794375,-0.08372707,0.034071088,-0.11667384,-0.3133317,-0.00318798,0.1855636,-0.2650137,0.028937165,-0.108548574,0.42862454,-0.03975428,0.1601814,-0.3554973,0.08035083,0.2081789,0.15495859,-0.047778595,0.3193064,0.31003827,0.12221463,0.13261497,0.29615062,-0.31960648,-0.25193235,0.10083898,0.056427184,-0.025585132,0.2620183,0.19962801,0.054439653,-0.028475108,-0.20065959,0.03386899,0.08006668,-0.2893613,0.06514276,0.14254543,0.033854466,-0.28420955,-0.063801974,0.084725045,0.4016895,0.002568547,-0.11183463,0.30559698,0.18209517,-0.18687382,-0.029133426,-0.07850643,-0.1032095,-0.040265318,0.059013154,0.044232428,-0.03917126,0.08114257,0.13637199,-0.33582944,-0.14438516,-0.04160974,0.1211269,0.024997413,0,162.4456275
tolC,P02930,49,0.064908722,34.52413793,53740.0446,5.460510254,1.004141406,-0.427383367,493,51101.67148,465.0204082,6.397878219,31.84,2,2,6,0.164486966,0.271805274,0.259634888,0.275862069,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.008547667,0.020082828,0.109210205,1074.800892,0.690482759,0.6368,0.005436105,0.005192698,0.005517241,9.86,-0.25595012,0.07901604,-0.15994957,0.29440355,0.03354474,-0.18791984,0.029957468,0.04831191,-0.03044813,-0.02349909,0.14514987,-0.07596,0.0723648,0.07917941,0.07641705,-0.10125189,-0.07215466,0.12539834,-0.17328292,-0.049100965,0.09372415,0.11392996,-0.16811438,-0.31438595,0.51510894,0.11583767,-0.121419474,-0.12857899,-0.001595136,0.09129216,-0.04446614,-0.21418083,0.2850244,0.1364932,0.103490934,0.078056246,0.406215,0.33990943,-0.17459992,0.015648121,0.27786437,0.08780904,-0.07765928,0.10489932,0.11070315,-0.0864813,-0.21481678,-0.06581962,0.044593863,0.12578864,0.01110505,0.018326527,-0.20471857,-0.097839616,-0.011439247,-0.05980892,-0.03809743,0.090339035,-0.04970924,0.023697406,-0.21569811,-0.27600577,-0.33101097,0.45172316,-0.07136023,-0.006158083,-0.05463233,0.015280571,0.05312435,-0.08003378,0.08668717,0.14406964,0.12344851,-0.23487113,0.12657684,-0.37650245,0.33692545,-0.14504188,0.3173051,-0.61091256,-0.22048578,0.19366564,0.001425286,-0.13991724,0.24949834,-0.22584182,0.21222028,0.34147558,-0.12027931,-0.30101097,0.12453096,0.006985491,0.09910421,-0.092610486,0.45690838,0.23934375,0.25459597,-0.09350004,-0.1342134,0.012730624,-0.065995395,-0.29292715,0.2598755,0.504268,-0.017157704,-0.29737946,0.00095723,0.08469504,0.32775465,-0.50048316,-0.17519794,0.07120811,-0.019093744,-0.10981104,-0.13187902,-0.12544188,0.21958375,-0.16940248,-0.15649003,-0.08192451,0.33416393,-0.13492134,0.06995793,0.03586293,-0.032010343,0.19798777,-0.14146648,0.11453511,0,364.2006413
yaiL,P51024,2,0.044692737,25.41564246,19922.51,7.83380127,1.011672409,-0.472625698,179,20999.5663,185,7.14050293,58.65,2,1,2,0.164864865,0.268156425,0.145251397,0.340782123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.157541899,0.337224136,2.61126709,6640.836667,8.471880819,19.55,0.089385475,0.048417132,0.113594041,59.66666667,-0.21854289,0.13510656,-0.06072498,0.12725553,0.06172201,-0.09741953,0.09757195,-0.20661889,-0.2955056,0.009915812,0.21392857,0.07368585,0.11268894,-0.04803163,0.038115367,-0.02683107,0.010849362,0.03434901,-0.054784346,-0.07692606,-0.036499374,0.1883061,-0.3156848,0.18436068,0.24040869,-0.052961536,0.12114412,-0.45087993,-0.10152064,0.008786298,-0.005784639,-0.15764391,0.17498443,0.28962174,0.2162425,0.1788515,0.16968356,0.016881356,0.20371915,0.26289287,0.002286569,-0.033212505,-0.13720264,-0.04288583,-0.19117078,-0.1222066,-0.15001418,-0.040638685,0.01606216,0.050166287,0.1716148,-0.21600044,-0.103463925,0.121871345,-0.018506935,-0.15473871,0.25382304,0.030597512,0.01604323,-0.02979378,0.014986799,0.045492012,-0.23080508,0.14261575,-0.027259607,-0.31073165,-0.071025595,-0.024409961,-0.122247666,-0.039876614,0.030916022,0.10111944,-0.055867065,0.08120133,0.030684572,-0.15992507,0.47205955,-0.32087654,-0.13951695,-0.58009267,-0.20599705,-0.020888885,0.22117451,0.012790455,0.07808275,0.056571502,-0.026492348,0.063575916,-0.002002815,-0.09469945,0.085280016,-0.003559595,0.19752055,0.17635123,-0.024166834,0.1908536,0.24826817,-0.042393025,-0.13845715,-0.1816191,0.03593266,-0.12604138,0.02289319,0.24420008,0.13140309,-0.1436597,0.24570797,-0.025059601,0.19707444,-0.21239424,-0.2582014,-0.17712112,0.13053653,-0.21651562,-0.23271137,0.10289339,-0.15987426,-0.096109524,0.07010148,-0.17267863,0.067608096,-0.24686454,0.046612117,0.09778701,0.25492007,0.02322471,-0.019782955,-0.09630872,2,19.46621223
ydeI,P31130,9,0.061538462,41.23461538,14120.9487,6.40057373,1.005172865,-0.297692308,130,28128.90174,258.1111111,5.829243978,46.15,1,0,2,0.164873009,0.269230769,0.223076923,0.238461538,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.029769231,0.100517287,0.640057373,1412.09487,4.123461538,4.615,0.026923077,0.022307692,0.023846154,13,-0.19882824,0.13186331,0.2949417,0.11083606,-0.06578707,0.2830974,0.278663,-0.03634807,0.09751683,-0.12504102,-0.18750647,-0.41326118,-0.06444271,-0.17724554,0.21574229,0.151229,0.2822147,0.119624846,-0.09755067,-0.15776682,-0.36890188,-0.017595315,-0.10872017,0.010275272,0.20216742,-0.6214315,-0.13816425,-0.26426822,-0.018078191,-0.014520346,-0.24064459,-0.102557704,0.18159445,0.5847057,0.35458705,0.13293073,0.030362526,-0.20278454,-0.1969926,0.041037202,0.3723438,0.24960019,-0.07944997,0.2071765,-0.13220248,0.094666235,-0.6142077,-0.10877935,-0.29642266,0.08867308,0.005865154,0.07196883,-0.33178952,-0.0651964,-0.06954681,-0.012952553,0.4298297,-0.13196445,-0.3162415,0.22392352,-0.013519674,0.14707687,-0.04815978,-0.12526001,0.13586284,-0.29934308,0.4201516,-0.5195808,0.017505622,-0.058824256,0.15850243,0.1607254,0.009302408,-0.17220975,0.47827533,-0.064373575,-0.23491296,-0.18055536,0.055832043,-0.26311517,0.19209285,-0.1098126,-0.12719518,0.09488577,0.0737188,0.14307052,0.005097407,-0.099339835,0.07520358,0.10308982,-0.26087466,0.08606993,0.2669957,-0.018761627,0.25716165,0.13246432,0.09121333,0.23796268,-0.290336,0.19422023,0.0896623,-0.3540848,0.16873232,0.009110829,0.19281708,0.03733844,0.06532956,0.08801387,0.27690193,0.003406178,-0.16380641,-0.12411105,0.17593409,-0.40807337,-0.006264078,0.12989555,-0.1332852,0.14026295,0.12846129,-0.4391317,-0.019984387,-0.07972368,-0.13142723,0.40416092,-0.06618417,-0.2890314,-0.24877222,-0.16567242,0,184.6038891
yfgD,P76569,2,0.025210084,29.72773109,13398.4346,5.894836426,1.008375541,-0.360504202,119,25255.491,230,9.268432617,20.16,0,0,2,0.165217391,0.294117647,0.210084034,0.369747899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,-0.120168067,0.33612518,1.964945475,4466.144867,9.909243697,6.72,0.098039216,0.070028011,0.1232493,39.66666667,0.07776589,0.07664721,0.12355791,0.122117445,0.09253819,-0.008746699,0.04627994,-0.00089717,-0.032426972,0.031120054,0.1368268,0.12728941,0.10856633,0.010611149,0.18413126,-0.07513037,-0.0678149,0.10319974,-0.021700913,0.053334005,-0.03555801,0.09294503,-0.104521595,-0.17604783,0.13356385,-0.003013521,0.01078311,-0.26540887,-0.07405194,-0.21642216,0.044345267,-0.13235171,0.026339808,0.20457909,0.13972929,-0.005324288,0.19165817,-0.13543671,0.097765304,0.18510996,0.015064264,-0.06363222,-0.063561365,-0.118103966,-0.058145992,-0.12002303,-0.17978586,-0.014313518,0.065375365,-0.033164635,0.12403084,0.02062487,-0.034003478,0.04350566,-0.1007601,0.040486332,0.18649724,0.22057527,0.10845328,0.008944408,0.07841441,0.07137237,-0.058815744,-0.050303876,-0.013534106,0.05179311,-0.037335813,-0.1362068,-0.023417855,-0.044297814,0.040109962,0.002213346,0.16849935,-0.18960488,-0.016195826,-0.18622883,0.25124574,-0.12804826,-0.073547855,-0.36356324,0.00760712,-0.037712798,0.044717643,0.07748632,0.1265946,-0.028887406,0.010203413,0.037856538,0.06667357,-0.04899849,-0.035417844,-0.046203554,0.17494026,0.09993634,0.0558317,0.16468364,0.073255025,0.06092937,-0.043361355,-0.13264506,0.03725563,-0.07879393,0.06539493,0.1620237,0.03214959,-0.14926858,0.007802487,-0.10038529,0.2305624,-0.07137311,-0.12955259,0.2209468,0.17441425,-0.1785602,-0.23365931,-0.015008577,0.005897286,-0.06579027,0.14000095,-0.18371424,-0.057513714,0.0637802,0.09637247,-0.0441775,-0.09565736,0.14290304,0.1946074,0.010498947,2,140.1099203
fliF,P25798,16,0.047101449,48.23442029,60588.3738,6.507629395,1.005705385,-0.475543478,552,43206.92384,398.375,5.014007568,38.58,2,1,6,0.165359272,0.264492754,0.262681159,0.282608696,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.027973146,0.05915914,0.382801729,3564.021988,2.837318841,2.269411765,0.015558397,0.015451833,0.016624041,32.47058824,0.031691886,-0.013541996,0.22681443,0.22836947,0.06386081,-0.13335724,0.22876191,0.080624305,-0.05954788,-0.11123132,0.07181589,-0.17887433,0.1706025,-0.3777774,0.29500628,-0.25444955,-0.2297701,0.40316913,-0.1686454,0.18198663,0.068185195,0.052256346,-0.26131907,0.15470804,0.34041408,0.06076481,0.22593631,-0.1741092,-0.17571138,-0.41105717,0.356478,-0.16238321,-0.15099163,0.21131277,0.20601557,0.21051714,-0.301877,-0.11589419,0.013383543,0.2726001,0.15339659,-0.11506666,0.2613723,0.16841185,-0.11808704,-0.077091455,-0.049233627,-0.002763176,-0.4698772,-0.08987534,-0.16873483,0.001479607,-0.41155088,-0.2534816,-0.16127712,0.09262079,0.15200265,-0.016518388,-0.13288052,-0.106643066,0.12351728,-0.26688612,-0.22860013,-0.14258002,-0.2351807,-0.37228027,0.036962993,-0.10499988,-0.23408502,-0.20081621,-0.37766516,0.052781183,0.47741696,0.033443056,0.23953435,0.056668907,0.3931794,0.17053035,-0.55930907,-0.20465979,0.06826276,0.13983911,0.15401915,0.24878211,0.12431733,0.17920536,0.15306912,-0.105349086,-0.36855355,0.28711146,-0.10996172,-0.15170993,0.22802143,0.15980747,0.16084222,0.25105628,-0.14129123,-0.20981371,-0.4167448,-0.079531714,-0.4427723,0.10502597,0.08820835,0.29968014,-0.123410106,-0.34024304,-0.09483026,-0.38267836,0.09884671,0.117322214,-0.22695655,0.21185957,0.028175334,-0.21810183,-0.062094335,-0.497562,0.016540937,-0.02017645,0.228464,-0.05784888,-0.23022348,-0.14498824,-0.15548982,-0.21904302,0.3328624,-0.19242088,0.17912416,0.13004978,2,443.0458368
orn,P0A784,14,0.08839779,44.0961326,20815.3785,4.96270752,0.999592677,-0.371823204,181,65555.08204,581.5714286,6.149230957,7.182,0,0,2,0.165438467,0.309392265,0.165745856,0.325966851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,-0.024788214,0.066639512,0.330847168,1387.6919,2.939742173,0.4788,0.020626151,0.011049724,0.021731123,12.06666667,-0.21279617,0.07386951,0.10827362,0.1811494,0.025350096,0.14532605,0.018638046,0.100840494,-0.14978775,0.056207057,0.13271616,0.10072128,0.1704416,-0.2655041,0.13973194,-0.13833763,0.14126895,0.003882958,-0.016558297,0.19732997,0.10250062,-0.05477597,-0.11601067,-0.1414468,0.4720651,-0.031880654,0.1117235,-0.13522933,-0.13028039,-0.35341266,0.06527869,-0.14438763,0.050285902,0.13133264,0.29600012,0.00199561,0.015271786,0.12014801,-0.1048772,0.2620727,-0.10519683,-0.23392339,-0.12489753,-0.13563892,0.009475877,0.15304838,-0.15805314,0.000187455,-0.029871754,-0.17554045,0.0789191,0.33725086,0.008049738,0.09875093,-0.17345373,0.1867041,0.22503974,-0.14197491,-0.017648103,0.070510715,-0.2200457,-0.008761125,-0.040219538,0.21713425,0.08783393,-0.23238213,0.017794358,-0.0825881,-0.10174515,-0.06270646,-0.24959747,-0.11336605,0.2920759,-0.14620976,0.04590199,-0.2040458,0.56737864,0.03823321,-0.013272745,-0.44047025,-0.048526064,0.05350524,0.31785828,0.013677087,0.14644058,0.022240736,0.08933525,-0.10406663,-0.11538531,-0.043671772,-0.44254065,-0.030384656,0.04428988,0.16285618,0.0638596,0.21420063,0.02426286,-0.13147648,-0.14843239,-0.18167372,-0.09954968,0.1008606,0.000911918,-0.12169555,0.07022384,-0.093014814,-0.11454822,-0.09874014,0.14685097,0.16591619,-0.004123698,0.103820235,0.018284677,-0.048934117,0.08246934,-0.042928483,0.15153211,-0.08535822,0.08786854,0.1666014,-0.23773578,0.09327595,0.025386749,0.23748721,-0.2458144,0.13138574,0.031537123,-0.057272326,2,1485.344885
rhlB,P0A8J8,15,0.06888361,44.29408551,47125.3502,7.289855957,0.998606478,-0.34631829,421,60041.36915,540.2,5.943477376,18.76,1,0,4,0.165617672,0.289786223,0.194774347,0.299287411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,-0.021644893,0.062412905,0.455615997,2945.334388,2.768380344,1.1725,0.018111639,0.012173397,0.018705463,26.3125,-0.11878892,0.216627,0.1480667,0.19742064,0.15367033,0.16072834,0.17252776,0.038658243,-0.17920315,0.072337,0.026387235,0.33063278,0.2853384,-0.16856596,0.07259119,-0.02784738,-0.001601858,-0.08328106,0.019409211,0.026224058,-0.041229896,0.009515068,-0.1179725,-0.35747963,0.29179484,0.090829015,-0.1953597,-0.34626338,-0.16027272,-0.2732252,0.018776331,-0.15712754,0.29040873,0.39674136,0.26517433,0.027021468,-0.09993603,-0.16503653,-0.24952072,0.24385491,-0.071620226,-0.1556238,0.08233534,-0.10608225,0.04227631,0.34579962,-0.41490996,0.02977949,0.25955057,-0.10836907,0.12453852,0.3866382,-0.065421395,0.2180931,-0.060952302,0.14651231,0.31140295,-0.19755296,0.14844736,-0.002068602,0.043924455,-0.2998944,0.011322828,0.26065204,0.1467409,-0.036361825,-0.13995045,-0.15284988,-0.049736332,-0.10776698,-0.19174987,-0.07256108,0.045869887,-0.17805636,-0.021566255,-0.31948593,0.17856382,-0.09592425,-0.1019075,-0.5091152,-0.21888594,-0.037974227,0.29331097,-0.074719295,-0.005121266,0.06927155,0.259838,-0.1609841,0.09375298,0.0681731,-0.12873487,-0.09361135,-0.104970105,0.20872337,0.24363849,0.2958741,0.123044476,-0.029133808,-0.12937178,-0.09910405,0.067023866,0.10599547,-0.27488247,-0.14254454,-0.03287824,-0.013010784,0.10046071,-0.22159052,0.1916488,-0.20679478,-0.35227314,0.2966056,0.11110403,-0.06633593,-0.13114235,0.019328617,0.17273879,-0.15375905,0.41171476,0.11959351,0.008464414,0.002501813,-0.071171075,0.406262,-0.16998643,0.115191154,0.12304906,0.15496586,0,268.3763249
potF,P31133,4,0.1,25.033,40839.1607,5.837585449,1.001512136,-0.193243243,370,31464.54785,278.5,6.386688232,11.35,0,0,3,0.166068223,0.321621622,0.227027027,0.275675676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,-0.038648649,0.200302427,1.16751709,8167.83214,5.0066,2.27,0.064324324,0.045405405,0.055135135,74,0.18707816,-0.12874244,0.23115106,-0.03481136,0.048160292,0.015751094,0.21100381,0.022058588,-0.084708914,-0.28207207,0.022189071,-0.06758524,-0.17651393,-0.15956597,-0.22419195,0.0421693,0.025789725,0.1079194,-0.06474808,-0.14142278,-0.07063563,0.02217003,-0.20184135,0.13392794,-0.097034074,-0.24866778,0.19449666,-0.37443995,-0.25402364,0.07614025,-0.18032576,-0.1034585,0.112222806,0.33234078,0.3150236,0.23134424,0.18681373,-0.23950495,-0.05853801,0.19259337,0.12190648,0.040902678,0.009382582,0.052328914,-0.20415296,-0.3117348,-0.30294856,-0.10701769,-0.079494104,0.08087049,0.09405779,-0.05040644,-0.044504933,-0.029277463,-0.06488796,-0.11293619,0.5544087,0.183708,-0.15988874,0.2769048,0.066786945,0.25040737,-0.0543374,0.020582704,0.10011585,-0.20649026,-0.077130966,-0.38079727,0.05927519,-0.098531984,0.37765324,0.08575886,0.26534337,-0.07244196,0.22071643,-0.028467521,-0.09097673,-0.23411803,0.0796134,-0.22661456,0.043013636,-0.047588598,-0.21921568,0.20269246,0.15520763,0.01888556,-0.049137082,-0.12680003,0.0861898,0.010809901,0.07856081,0.12062491,0.2169139,0.15747896,0.0643165,0.005730222,0.1308971,0.15482913,-0.070743084,-0.21653143,0.21317975,-0.3573579,-0.12714884,0.20276085,0.18151113,0.021867393,-0.027269382,0.08429998,0.15550329,-0.09690766,-0.29454717,-0.00577766,-0.009285889,-0.22174035,-0.13966233,0.009500837,-0.112906285,0.06881969,0.23375592,-0.055204038,0.12350095,-0.32373425,0.16215174,0.10333085,0.03639099,0.26849136,-0.065035656,-0.2219009,2,706.2283945
